"Gene","FN","FS","PN","PS","Trepl","Tsil"
"LOC100576935",1,1,1,4,2828,1225
"LOC100576936",3,3,11,12,14055.3343,7433.6657
"LOC100576938",4,4,0,0,6072,2064
"LOC100576940",4,6,4,16,27900,9900
"LOC100576944",4,10,2,6,20042,6820
"LOC100576945",7,1,0,0,2522.6664,693.3336
"LOC100576947",3,9,0,1,9056.6671,3150.3329
"LOC100576948",0,2,0,2,1772,796
"LOC100576949",0,3,0,1,808,284
"LOC100576951",6,2,0,0,6157.3336,1858.6664
"LOC100576953",3,9,0,2,14340.6662,4937.3338
"LOC100576956",1,1,0,2,1982.6668,693.3332
"LOC100576957",5,3,0,0,4149.3336,1010.6664
"LOC100576958",8,14,0,1,97589,36202
"LOC100576960",1,1,0,0,1466,472
"LOC100576961",0,1,0,0,200,82
"LOC100576963",0,12,0,3,16519.9995,6205.0005
"LOC100576964",1,0,0,1,844,308
"LOC100576965",1,13,0,8,23114.6674,8961.3326
"LOC100576968",0,2,0,0,2434.6666,877.3334
"LOC100576972",0,2,0,0,2442.6666,1001.3334
"LOC100576974",0,3,0,0,768,303
"LOC100576975",4,5,0,0,8165.9997,2391.0003
"LOC100576976",3,12,0,0,20155.0005,6889.9995
"LOC100576978",0,9,0,8,10251,3876
"LOC100576982",4,2,1,6,6491.3329,2400.6671
"LOC100576984",12,10,1,8,28220.3323,9723.6677
"LOC100576985",0,1,0,2,2268,909
"LOC100576986",4,9,8,19,65733.332,28946.668
"LOC100576989",1,3,0,0,8192,2548
"LOC100576990",6,4,0,2,16515.9996,5156.0004
"LOC100576992",0,1,1,8,2410,1070
"LOC100576993",5,21,0,2,37221.3324,14438.6676
"LOC100576994",4,10,0,4,15665.9994,6204.0006
"LOC100576996",6,5,1,0,13052.0004,4227.9996
"LOC100577000",0,4,0,0,1538.6668,525.3332
"LOC100577002",12,7,0,3,23312.6674,7509.3326
"LOC100577003",3,1,0,1,1943.3335,711.6665
"LOC100577004",1,14,0,3,32909.9994,12396.0006
"LOC100577014",2,8,0,3,13871,4771
"LOC100577015",7,4,9,5,15391.6675,8383.3325
"LOC100577017",0,1,0,3,1038.6668,461.3332
"LOC100577019",0,3,1,2,2323.9998,988.0002
"LOC100577020",0,6,0,0,1567.9998,754.0002
"LOC100577022",1,3,2,2,4141.3336,1474.6664
"LOC100577023",0,3,0,0,422.0001,162.9999
"LOC100577024",5,17,1,7,26679.999,9410.001
"LOC100577026",2,8,0,8,16842.0006,5945.9994
"LOC100577027",2,0,1,0,3341.0001,1077.9999
"LOC100577030",3,3,1,1,6272,2368
"LOC100577033",0,3,0,0,2021.0001,642.9999
"LOC100577035",0,5,0,1,1410,732
"LOC100577039",4,2,0,1,4564,1778
"LOC100577041",4,1,2,1,2298.6664,1301.3336
"LOC100577043",7,2,5,0,14760.6662,5189.3338
"LOC100577044",0,0,1,0,343,122
"LOC100577045",5,8,3,4,24260,10000
"LOC100577046",6,1,1,0,6184,2096
"LOC100577047",5,6,8,11,58620,22200
"LOC100577050",1,3,0,0,5528,1924
"LOC100577053",3,9,0,1,27807,9594
"LOC100577054",4,1,9,2,11013.3328,4394.6672
"LOC100577057",0,1,0,0,183.6667,62.3333
"LOC100577062",4,3,0,4,10171.3337,3490.6663
"LOC100577064",4,7,0,2,6708,2106
"LOC100577065",0,3,1,0,1117.3332,358.6668
"LOC100577068",7,9,1,9,23634,8112
"LOC100577069",2,14,2,6,19663.9992,8128.0008
"LOC100577071",1,2,1,1,2188.3335,856.6665
"LOC100577073",1,4,0,0,910,365
"LOC100577076",0,4,0,3,2450,952
"LOC100577080",3,7,0,2,10796.0004,3927.9996
"LOC100577081",1,13,2,0,13914.6672,4949.3328
"LOC100577082",1,11,1,13,37639.3342,13840.6658
"LOC100577091",6,2,12,9,25723,8729
"LOC100577092",1,3,2,0,4327.9998,1810.0002
"LOC100577094",2,1,0,0,1211.0001,507.9999
"LOC100577095",1,6,0,0,3129,1092
"LOC100577098",3,8,7,8,23226.6658,9065.3342
"LOC100577099",3,5,5,10,18231.3341,7229.6659
"LOC100577101",4,7,0,1,11108.0004,3579.9996
"LOC100577102",13,15,13,16,146376,51471
"LOC100577103",3,0,0,1,1198.6668,349.3332
"LOC100577106",10,10,15,14,65578.3317,25561.6683
"LOC100577107",1,0,3,3,1523.6669,597.3331
"LOC100577110",1,9,2,12,21751.9992,8560.0008
"LOC100577112",1,2,0,0,753.9999,245.0001
"LOC100577113",1,5,0,0,3960,1296
"LOC100577118",2,5,0,0,6087.6669,2627.3331
"LOC100577120",1,2,0,0,5676.9999,1865.0001
"LOC100577121",2,2,1,2,4069.3331,1579.6669
"LOC100577127",16,13,6,9,78408,26136
"LOC100577128",2,0,0,0,764,226
"LOC100577132",0,3,0,0,1326.9999,509.0001
"LOC100577135",6,6,7,20,40533.9987,15860.0013
"LOC100577136",3,6,0,1,8366.667,2703.333
"LOC100577138",0,1,0,1,4114.6666,1561.3334
"LOC100577139",5,36,0,8,143782.3317,65545.6683
"LOC100577140",0,12,1,1,15218,5614
"LOC100577142",4,1,3,12,22146.666,7793.334
"LOC100577143",3,0,0,1,1373.3332,366.6668
"LOC100577145",3,4,0,0,7203,2352
"LOC100577146",3,0,3,0,2914.0002,1171.9998
"LOC100577147",0,4,4,6,20248.6662,7639.3338
"LOC100577149",0,5,0,0,3516.6665,1298.3335
"LOC100577150",10,6,2,6,22375.9992,8368.0008
"LOC100577155",1,3,0,6,3083.333,1296.667
"LOC100577156",5,6,1,5,14756,5185
"LOC100577159",4,2,0,1,6269.6669,2109.3331
"LOC100577161",6,3,0,0,5181.0003,1919.9997
"LOC100577163",2,9,1,2,10173.3338,4400.6662
"LOC100577165",8,10,1,4,24686.6659,8226.3341
"LOC100577168",2,5,1,8,15584,7024
"LOC100577174",1,29,0,4,108346.6678,41083.3322
"LOC100577178",4,0,2,7,3943.3329,1633.6671
"LOC100577187",0,4,0,0,2594.6668,1089.3332
"LOC100577188",0,3,0,5,2293.3336,1042.6664
"LOC100577194",3,7,0,0,12253.333,3676.667
"LOC100577196",3,6,5,8,35647.3326,14314.6674
"LOC100577197",1,0,0,0,612,171
"LOC100577198",6,15,1,3,61983.3325,23441.6675
"LOC100577201",2,1,0,2,2318.3335,1146.6665
"LOC100577202",3,3,0,0,4164,1614
"LOC100577209",3,1,0,0,2621.3332,810.6668
"LOC100577213",1,9,0,4,5357.3338,2076.6662
"LOC100577214",1,3,0,1,3183.3335,1301.6665
"LOC100577220",0,4,0,0,5404,2000
"LOC100577221",5,4,0,1,10516.667,3733.333
"LOC100577222",1,0,0,0,351.3333,149.6667
"LOC100577224",8,12,0,0,61700,18940
"LOC100577226",8,8,0,8,22864.0008,7591.9992
"LOC100577227",0,3,0,1,1237.3332,490.6668
"LOC100577228",7,9,0,0,53045.3328,16314.6672
"LOC100577231",4,9,0,1,31262,13216
"LOC100577235",3,7,0,4,17490.6662,5819.3338
"LOC100577237",0,2,0,5,7996.3331,3028.6669
"LOC100577239",2,4,1,2,9159.0003,3314.9997
"LOC100577242",1,3,1,4,5550.0003,2441.9997
"LOC100577248",0,9,1,1,4924.3337,2005.6663
"LOC100577249",2,3,1,10,10442.6672,3717.3328
"LOC100577250",1,3,1,0,6730,2105
"LOC100577252",1,2,0,0,2984.0001,1155.9999
"LOC100577253",21,17,1,4,161809,52589
"LOC100577254",0,6,0,2,9178.6664,3541.3336
"LOC100577255",0,1,0,5,2926.0002,1087.9998
"LOC100577263",0,5,0,2,3077.6669,1017.3331
"LOC100577266",1,1,3,2,1659,714
"LOC100577269",1,0,0,0,188.6667,69.3333
"LOC100577272",5,24,3,3,127131.6655,42338.3345
"LOC100577273",1,15,0,10,25523.3342,9342.6658
"LOC100577278",3,1,2,0,1608,696
"LOC100577279",1,1,0,0,1484.6666,531.3334
"LOC100577280",6,17,3,6,147872,55264
"LOC100577283",0,5,0,8,8276.6671,3462.3329
"LOC100577285",0,1,0,0,357.6667,137.3333
"LOC100577288",0,3,0,0,3800.0001,1167.9999
"LOC100577293",1,0,0,0,437.3333,144.6667
"LOC100577295",1,4,0,0,11761.6665,4138.3335
"LOC100577296",2,8,1,0,5492.6663,1932.3337
"LOC100577298",3,2,0,2,5397,2058
"LOC100577300",2,1,0,1,2746.6668,817.3332
"LOC100577302",2,1,0,0,1533,465
"LOC100577308",2,2,0,0,5597.3332,2022.6668
"LOC100577313",0,1,0,3,1206.6668,473.3332
"LOC100577320",4,2,0,0,4128,1398
"LOC100577322",4,5,4,12,19050,8025
"LOC100577324",2,3,0,0,3321.6665,1118.3335
"LOC100577325",1,5,0,0,2610,1134
"LOC100577327",0,6,4,4,6239.3338,2034.6662
"LOC100577328",3,0,0,0,2874.9999,896.0001
"LOC100577330",0,15,0,1,41642.6672,13749.3328
"LOC100577331",2,2,12,6,11264,4972
"LOC100577332",2,15,0,4,31626,13230
"LOC100577334",4,9,3,10,23703.3342,8120.6658
"LOC100577335",1,2,0,0,1904.0001,642.9999
"LOC100577341",3,0,0,0,762,210
"LOC100577342",0,2,0,0,1200,450
"LOC100577343",2,2,0,2,6109.9998,2566.0002
"LOC100577344",0,1,0,0,473,151
"LOC100577345",3,6,4,7,17773.334,6046.666
"LOC100577346",3,10,1,4,21695.9994,6870.0006
"LOC100577347",3,11,3,14,47430,19065
"LOC100577348",5,16,1,2,28096.0008,12871.9992
"LOC100577358",2,4,1,0,6916,2072
"LOC100577359",9,8,6,12,42723.3345,16286.6655
"LOC100577362",0,5,0,1,2335.9998,814.0002
"LOC100577363",3,5,2,11,15897,5271
"LOC100577364",4,8,0,1,29544.6671,11249.3329
"LOC100577365",2,12,0,3,21063,9231
"LOC100577367",1,4,1,0,15774,5934
"LOC100577369",8,3,0,0,21483,7656
"LOC100577376",5,31,2,8,121900,43562
"LOC100577378",3,3,1,1,7016,2440
"LOC100577380",1,3,0,6,5746.667,1873.333
"LOC100577381",1,2,0,1,1029.3332,410.6668
"LOC100577382",4,4,0,0,12410.6664,3933.3336
"LOC100577385",6,4,1,10,19586.0007,8511.9993
"LOC100577386",2,2,0,1,5826.6665,2003.3335
"LOC100577387",1,2,1,0,1614.6668,677.3332
"LOC100577393",0,23,0,14,120040.3321,41686.6679
"LOC100577394",0,1,0,0,1386.3333,458.6667
"LOC100577396",2,2,2,1,2128,791
"LOC100577397",4,11,6,23,84201.3348,32618.6652
"LOC100577399",5,1,2,1,4623.0003,1370.9997
"LOC100577401",6,12,0,0,53472.0006,17915.9994
"LOC100577408",6,10,2,2,28326.666,10133.334
"LOC100577409",3,2,0,1,8695.9998,3382.0002
"LOC100577411",2,1,2,1,1818,828
"LOC100577415",3,13,0,2,14310,4482
"LOC100577417",1,3,5,5,7928.6662,2907.3338
"LOC100577418",0,5,0,0,1955,625
"LOC100577423",0,2,0,0,1687.3334,556.6666
"LOC100577425",23,16,0,0,97604.0013,29808.9987
"LOC100577428",0,0,3,0,1533.9999,590.0001
"LOC100577430",12,4,1,2,16713.6673,5744.3327
"LOC100577431",3,1,2,0,1861.9998,640.0002
"LOC100577436",11,18,2,17,117648,38160
"LOC100577437",0,1,2,2,1573.3335,586.6665
"LOC100577441",0,3,0,2,2180,760
"LOC100577449",17,4,9,2,49290.6656,13397.3344
"LOC100577450",1,1,0,0,1316.6666,393.3334
"LOC100577451",0,3,0,0,1442.0001,483.9999
"LOC100577452",3,6,0,0,13043.9997,4722.0003
"LOC100577453",6,14,3,10,46420.0011,16246.9989
"LOC100577454",0,1,1,0,2218,770
"LOC100577455",4,12,5,16,37678.3321,13714.6679
"LOC100577456",5,117,2,35,1044259.0053,328069.9947
"LOC100577464",1,1,2,10,6444.6662,2585.3338
"LOC100577466",4,2,0,0,3115.9998,1042.0002
"LOC100577472",0,2,0,0,2001.3334,776.6666
"LOC100577481",2,5,0,1,13714.6664,4357.3336
"LOC100577486",2,0,5,0,5964,2226
"LOC100577488",0,1,0,0,421.6667,142.3333
"LOC100577489",0,3,0,0,1107.9999,368.0001
"LOC100577491",1,1,0,0,1158,360
"LOC100577492",5,29,2,17,185394,76797
"LOC100577493",2,8,1,1,15944.0004,5691.9996
"LOC100577496",6,8,0,7,30023.0007,11052.9993
"LOC100577497",9,9,3,4,38716.6675,11383.3325
"LOC100577498",10,23,6,17,187730.6648,82245.3352
"LOC100577499",2,3,0,0,4953.3335,1421.6665
"LOC100577501",2,14,0,0,68026.6672,23845.3328
"LOC100577504",3,9,3,12,44982,18927
"LOC100577506",0,1,0,0,662.3333,183.6667
"LOC100577507",0,1,5,4,2753.333,1056.667
"LOC100577510",4,6,4,2,12821.3328,4650.6672
"LOC100577513",4,4,2,9,19690.3327,7612.6673
"LOC100577515",1,9,0,2,16131.9996,7088.0004
"LOC100577516",4,11,0,0,13180.0005,4459.9995
"LOC100577517",4,47,5,47,704623,273980
"LOC100577519",4,2,1,1,7216,2336
"LOC100577520",0,5,0,0,4466.6665,1668.3335
"LOC100577521",30,27,1,1,238891,68381
"LOC100577522",5,4,10,12,37479,15717
"LOC100577524",0,3,0,1,1449.3332,578.6668
"LOC100577525",1,6,0,0,11368,3920
"LOC100577527",1,0,0,1,622.6666,253.3334
"LOC100577530",8,18,4,9,79976.0013,34332.9987
"LOC100577533",5,3,0,0,3669.3336,1202.6664
"LOC100577536",4,6,1,7,21618,7326
"LOC100577537",0,3,4,1,6653.3336,2850.6664
"LOC100577541",0,1,0,0,349,110
"LOC100577543",1,7,0,3,11473,4895
"LOC100577546",5,3,0,0,7656,2400
"LOC100577548",3,7,0,5,14970,5640
"LOC100577552",0,4,0,0,7497.3332,2774.6668
"LOC100577553",0,2,0,0,1060.6666,361.3334
"LOC100577558",1,1,1,3,3384,1440
"LOC100577561",0,2,0,0,2432.6666,855.3334
"LOC100577562",2,20,3,10,53958.3345,22166.6655
"LOC100577566",1,1,1,0,812.0001,258.9999
"LOC100577567",1,2,1,10,3112.6662,1003.3338
"LOC100577569",12,14,12,19,125514,56943
"LOC100577573",1,1,0,1,972,369
"LOC100577574",10,6,2,0,16698.0006,6305.9994
"LOC100577575",7,2,0,0,5798.9997,2004.0003
"LOC100577576",0,15,1,3,10735,3971
"LOC100577577",2,3,0,0,1138.3335,316.6665
"LOC100577578",0,2,0,0,2608,992
"LOC100577579",2,1,0,0,1268.0001,441.9999
"LOC100577580",2,2,0,0,2768,928
"LOC100577582",4,5,0,0,4871.9997,1824.0003
"LOC100577584",4,9,0,1,21658,7868
"LOC100577585",0,6,0,5,4106.6663,1404.3337
"LOC100577586",0,3,0,1,628,236
"LOC100577587",29,13,0,0,142632,43974
"LOC100577590",1,4,0,1,5502,1842
"LOC100577593",4,1,1,0,5059.9998,1726.0002
"LOC100577594",0,2,0,0,810,306
"LOC100577595",0,4,0,2,2928,1032
"LOC100577596",2,0,0,1,1473,444
"LOC100577598",2,3,3,2,6450,2130
"LOC100577600",0,7,0,2,7337.9997,2895.0003
"LOC100577602",13,12,1,1,82034.9991,26343.0009
"LOC100577605",5,3,1,1,6533.333,2196.667
"LOC100577606",2,3,0,0,2876.6665,873.3335
"LOC100577607",6,1,0,0,3488.3331,1236.6669
"LOC100577608",0,1,2,3,2262,726
"LOC100577610",0,2,0,0,846.6666,305.3334
"LOC100577614",1,8,0,2,5342.3337,2082.6663
"LOC100577620",1,0,2,1,1545.3332,614.6668
"LOC100577622",3,12,7,13,41580,16380
"LOC100577623",0,3,0,0,2598.9999,902.0001
"LOC100577629",2,6,0,3,10457.3337,3798.6663
"LOC100577632",1,1,1,0,659.0001,285.9999
"LOC100577634",1,2,0,3,2236.0002,661.9998
"LOC100577635",2,18,1,4,30750,14400
"LOC100577636",3,11,5,8,17531.9991,6849.0009
"LOC100577638",0,3,1,2,4356,1674
"LOC100577640",6,2,0,0,7768,2024
"LOC100577641",3,1,0,2,2179.9998,754.0002
"LOC100577644",3,3,0,0,3511.9998,1078.0002
"LOC100577647",2,5,1,3,7142.6663,2559.3337
"LOC100577648",5,4,3,0,7016.0004,2487.9996
"LOC100577649",2,1,0,0,4676.0001,1560.9999
"LOC100577651",1,3,0,0,1825.3332,610.6668
"LOC100577655",2,1,0,1,2833.3332,1486.6668
"LOC100577656",5,14,0,25,52814.6652,24009.3348
"LOC100577661",13,1,2,0,8208,2832
"LOC100577667",1,1,2,2,2152.0002,835.9998
"LOC100577669",8,28,6,8,118266.665,45533.335
"LOC100577670",0,3,0,1,2004,960
"LOC100577671",4,5,2,9,15340,5240
"LOC100577672",0,5,0,0,7725,2505
"LOC100577673",2,3,0,0,2373.3335,731.6665
"LOC100577675",10,11,2,6,64911.6657,22610.3343
"LOC100577676",3,5,1,0,7184.9997,2292.0003
"LOC100577678",13,6,2,3,37831.9992,11632.0008
"LOC100577679",7,7,3,1,21882.0006,7871.9994
"LOC100577680",1,5,0,0,4912.0002,1999.9998
"LOC100577681",4,1,0,0,8443.3335,2686.6665
"LOC100577682",0,0,0,1,377,130
"LOC100577683",4,1,4,1,4273.333,1366.667
"LOC100577687",2,0,0,1,3771.9999,1538.0001
"LOC100577689",3,5,2,0,15736.667,5203.333
"LOC100577690",1,0,0,0,323.3333,114.6667
"LOC100577692",6,23,5,5,51960.9987,22802.0013
"LOC100577693",4,3,2,0,6486.0003,1856.9997
"LOC100577694",6,10,1,8,25800,11400
"LOC100577695",1,1,1,7,2230,830
"LOC100577696",1,3,3,5,10472.0004,3927.9996
"LOC100577697",0,1,2,1,3384,1260
"LOC100577698",0,0,3,21,21967.9992,9136.0008
"LOC100577699",3,1,0,0,1770.6668,581.3332
"LOC100577702",5,0,0,0,2186.6665,768.3335
"LOC100577707",2,3,0,0,4426.6665,1753.3335
"LOC100577711",6,6,0,0,13200,4224
"LOC100577712",11,9,2,3,32833.3325,10066.6675
"LOC100577715",4,7,1,4,15866.6672,6069.3328
"LOC100577717",3,8,0,0,8319.6663,3395.3337
"LOC100577719",3,12,0,3,31356,11898
"LOC100577722",1,5,0,0,3763.9998,1132.0002
"LOC100577724",0,2,0,0,1390,494
"LOC100577725",0,1,0,0,181.3333,55.6667
"LOC100577727",0,3,0,0,578.0001,231.9999
"LOC100577735",1,7,1,2,6801.6663,2108.3337
"LOC100577739",9,12,0,0,125706,42000
"LOC100577742",1,2,0,0,4799.0001,1806.9999
"LOC100577743",3,11,2,2,16392.0006,6179.9994
"LOC100577746",2,4,0,1,6594,2142
"LOC100577747",3,8,1,6,16410.0006,5621.9994
"LOC100577748",2,1,0,1,882.6668,389.3332
"LOC100577749",2,6,0,3,9713,3157
"LOC100577751",0,2,0,2,4110.6668,1649.3332
"LOC100577753",1,8,2,0,5837.3337,2478.6663
"LOC100577754",0,1,6,5,2772,864
"LOC100577755",1,8,0,11,17860,6320
"LOC100577756",0,3,0,0,5016.9999,1544.0001
"LOC100577758",4,9,1,4,22595.9994,8292.0006
"LOC100577759",1,3,3,1,3122.6664,1245.3336
"LOC100577763",13,12,2,1,168709.3324,56914.6676
"LOC100577764",0,1,0,0,461.3333,168.6667
"LOC100577766",11,8,0,0,44738.6673,15225.3327
"LOC100577768",4,2,4,2,5544,1512
"LOC100577769",3,7,0,6,14602.6672,5269.3328
"LOC100577771",0,0,2,0,884,352
"LOC100577772",1,0,0,1,448,188
"LOC100577777",1,1,2,2,1338,408
"LOC100577778",0,12,3,14,91997.6657,33891.3343
"LOC100577783",2,15,4,14,56000,20545
"LOC100577784",12,3,0,0,31060.0005,9619.9995
"LOC100577787",2,7,1,4,13426,4970
"LOC100577795",6,12,0,0,19290.0006,8519.9994
"LOC100577801",0,23,0,5,46265.3324,20430.6676
"LOC100577803",4,2,0,0,3007.9998,916.0002
"LOC100577805",4,2,4,8,11676.0006,3335.9994
"LOC100577806",2,4,0,0,2413.9998,898.0002
"LOC100577809",4,2,1,1,7258.6664,2365.3336
"LOC100577810",2,1,0,1,1212,552
"LOC100577815",3,3,2,11,18176.6673,5706.3327
"LOC100577816",5,10,0,0,49729.9995,16555.0005
"LOC100577817",2,3,2,1,8229.3336,3098.6664
"LOC100577819",0,4,0,0,1617.3332,590.6668
"LOC100577825",3,3,0,0,5134.0002,1525.9998
"LOC100577829",2,1,2,6,4495.3337,1411.6663
"LOC100577833",1,2,1,1,2536.6665,943.3335
"LOC100577836",3,3,0,3,5573.9997,1608.0003
"LOC100577839",1,3,0,3,4468.3331,1537.6669
"LOC100577840",1,1,0,0,1342,356
"LOC100577841",3,3,0,3,3516.0003,1127.9997
"LOC100577844",7,1,0,0,4357.3336,1450.6664
"LOC100577845",18,7,9,1,78586.6655,25363.3345
"LOC100577846",0,1,0,0,1167.3333,317.6667
"LOC100577847",1,11,2,5,12901,4997
"LOC100577849",3,4,0,1,10128,3336
"LOC100577852",1,12,0,9,18876,6930
"LOC100577856",4,4,0,0,4904,1504
"LOC100577870",0,1,0,0,450.6667,155.3333
"LOC100577872",4,8,0,0,12039.9996,4016.0004
"LOC100577875",5,3,0,0,3456,1080
"LOC100577876",0,2,0,2,2188,668
"LOC100577877",2,1,0,0,3486.9999,1148.0001
"LOC100577879",0,1,0,4,3628.3335,1366.6665
"LOC100577882",2,4,0,0,4513.9998,1750.0002
"LOC100577883",2,3,0,0,3740,1240
"LOC100577885",4,2,2,0,7773.3336,2450.6664
"LOC100577886",11,21,3,1,188615.9988,61404.0012
"LOC100577888",6,16,2,18,72253.9986,25900.0014
"LOC100577889",0,2,0,0,856.6666,325.3334
"LOC100577894",28,16,3,8,228928.3315,69391.6685
"LOC100577895",12,2,0,7,16772.0007,6978.9993
"LOC100577899",0,1,0,0,491.6667,168.3333
"LOC100577901",1,11,0,1,5832.6671,2591.3329
"LOC100577903",2,8,1,1,53208,19224
"LOC100577905",18,18,0,2,140232.6654,52199.3346
"LOC100577908",2,2,0,0,2548,908
"LOC100577909",1,0,0,0,256,86
"LOC100577912",1,1,0,3,1721.6665,678.3335
"LOC100577913",4,3,1,2,7910,2890
"LOC100577915",0,0,5,2,1507.3331,340.6669
"LOC100577918",0,4,7,12,16268.6659,6225.3341
"LOC100577919",0,8,3,7,35501.9994,11424.0006
"LOC100577920",1,2,0,0,2328.9999,956.0001
"LOC100577923",1,3,0,1,1610,520
"LOC100577927",9,21,3,3,60408,22212
"LOC100577928",0,21,1,14,94920.0012,36191.9988
"LOC100577931",0,4,0,0,3894.6668,1325.3332
"LOC100577932",0,0,0,2,401.3334,174.6666
"LOC100577933",0,0,7,4,2658.3337,1103.6663
"LOC100577936",0,3,0,0,1499.0001,561.9999
"LOC100577938",0,16,0,3,17290,6194
"LOC100577941",0,0,0,2,1460,472
"LOC100577942",0,11,4,6,15336.9993,6272.0007
"LOC100577943",5,13,2,4,25975.9992,9520.0008
"LOC100577949",9,5,0,1,18805.0005,6439.9995
"LOC100577955",8,11,1,7,20754.0009,7676.9991
"LOC100577957",2,1,0,0,699.9999,299.0001
"LOC100577958",2,3,0,0,10795,3710
"LOC100577959",1,6,0,1,6293.3336,2946.6664
"LOC100577960",0,3,1,0,997.3332,322.6668
"LOC100577961",1,2,1,0,1442.6668,429.3332
"LOC100577963",4,3,0,0,7028,2275
"LOC100577966",0,0,0,1,240,72
"LOC100577967",2,5,0,0,6892.6669,2410.3331
"LOC100577972",23,52,2,0,773182.6641,260080.3359
"LOC100577974",5,18,1,7,48494.3323,18558.6677
"LOC100577976",0,3,0,0,809.0001,252.9999
"LOC100577977",1,1,0,0,503.3334,192.6666
"LOC100577980",0,3,0,4,8932,3878
"LOC100577981",10,10,4,5,46632,20706
"LOC100577982",5,4,0,0,5177.9997,1734.0003
"LOC100577986",11,2,9,3,31766.6675,12858.3325
"LOC100577988",0,3,0,0,5361,1776
"LOC100577992",3,2,1,2,4632,1416
"LOC100577994",0,0,3,5,2362.6664,973.3336
"LOC100577995",3,20,0,1,96631.9992,32176.0008
"LOC100577996",1,11,0,6,17796.0006,5801.9994
"LOC100577997",0,2,0,1,1026,450
"LOC100577998",2,7,0,0,13304.9997,4515.0003
"LOC100578004",2,1,0,0,756.9999,287.0001
"LOC100578005",1,2,2,1,6222,2238
"LOC100578006",1,2,0,0,2256.9999,740.0001
"LOC100578011",2,5,0,0,10395,3318
"LOC100578014",3,3,0,0,11707.9998,3790.0002
"LOC100578015",1,24,0,12,70374,27639
"LOC100578017",0,2,0,1,2021.0001,678.9999
"LOC100578020",1,8,0,0,4124.9997,1329.0003
"LOC100578021",1,2,5,5,6136,2366
"LOC100578023",0,2,2,1,771.6665,338.3335
"LOC100578025",5,7,1,6,11970,4218
"LOC100578030",5,7,0,0,8520,2676
"LOC100578031",0,12,0,0,11156.0004,4827.9996
"LOC100578035",2,0,0,1,1736.0001,585.9999
"LOC100578040",13,16,2,6,175614.3321,64367.6679
"LOC100578041",2,2,0,5,6671.9997,2238.0003
"LOC100578042",1,1,1,16,27531,10260
"LOC100578044",0,0,0,2,2250,924
"LOC100578045",6,23,6,9,77938.6652,29509.3348
"LOC100578046",5,8,0,0,12163.6671,4255.3329
"LOC100578048",7,6,2,8,27370,8717
"LOC100578051",2,27,0,5,41491.3322,20116.6678
"LOC100578059",2,27,1,6,60180.0012,25247.9988
"LOC100578060",4,3,2,1,9306.667,2753.333
"LOC100578064",2,1,0,0,878.0001,336.9999
"LOC100578066",4,19,0,5,46648,18788
"LOC100578067",2,8,1,4,8254.9995,3355.0005
"LOC100578068",1,9,0,0,6053.333,2646.667
"LOC100578071",26,18,2,0,203948.6682,66945.3318
"LOC100578072",0,4,0,0,2909.3332,1170.6668
"LOC100578074",2,3,0,0,1761.6665,683.3335
"LOC100578084",3,5,6,7,10311,3360
"LOC100578085",2,2,1,1,3823.9998,1324.0002
"LOC100578089",4,11,3,1,31761.6673,8765.3327
"LOC100578090",6,1,2,0,4583.9997,1869.0003
"LOC100578091",0,9,0,0,5276.9997,2067.0003
"LOC100578093",1,4,0,0,1736.6665,663.3335
"LOC100578098",0,4,0,3,2279.6669,891.3331
"LOC100578100",2,3,0,5,20883.333,7436.667
"LOC100578105",6,3,0,0,15657.0003,5402.9997
"LOC100578106",1,0,0,1,2516.6666,1107.3334
"LOC100578107",7,4,7,5,21037.3341,8011.6659
"LOC100578109",6,3,2,0,10193.3337,3699.6663
"LOC100578111",1,2,0,2,2196.6665,713.3335
"LOC100578112",14,14,0,0,38416,13496
"LOC100578113",0,5,1,1,3376.3331,1012.6669
"LOC100578116",0,2,0,0,3096,1062
"LOC100578119",2,1,0,0,1425.9999,392.0001
"LOC100578121",2,8,0,1,7795.3337,2632.6663
"LOC100578123",6,2,0,0,4525.3336,1642.6664
"LOC100578126",1,11,0,0,9044.0004,3807.9996
"LOC100578128",0,0,1,0,238.3333,97.6667
"LOC100578129",0,2,0,0,468,138
"LOC100578130",2,3,1,14,8800,3860
"LOC100578132",0,9,0,0,11436.0003,4034.9997
"LOC100578135",0,4,0,0,1780,548
"LOC100578136",0,0,0,1,226.6667,94.3333
"LOC100578137",3,8,0,1,5352,2352
"LOC100578144",3,24,0,3,35400,12660
"LOC100578151",6,15,0,0,25739.0007,8721.9993
"LOC100578156",2,6,2,4,6477.3338,2174.6662
"LOC100578157",5,6,0,2,9901.6671,3748.3329
"LOC100578159",1,10,0,1,28796.0004,9651.9996
"LOC100578161",0,3,0,0,2997.9999,1070.0001
"LOC100578162",2,2,3,4,3450.3337,1433.6663
"LOC100578165",1,0,0,0,429,189
"LOC100578168",0,9,0,3,12732,4548
"LOC100578170",12,8,1,6,26019.0009,9053.9991
"LOC100578177",2,4,1,2,9639,3564
"LOC100578184",1,0,3,5,3278.9997,1203.0003
"LOC100578186",2,5,0,0,8171.3331,3126.6669
"LOC100578191",1,5,0,1,1899.3331,515.6669
"LOC100578193",0,2,0,0,597.3334,272.6666
"LOC100578195",2,2,2,6,5247.9996,2024.0004
"LOC100578201",3,3,1,0,23531.6669,7989.3331
"LOC100578205",5,4,0,0,13232.9997,4290.0003
