gene,isoform,Trepl,Tsil
LOC102654242,rna17322,271.3333,88.6667
LOC725358,rna5183,696.3333,245.6667
LOC102654047,rna58,446.6667,225.3333
LOC102655178,rna25996,569.3333,159.6667
LOC552685,rna15414,649.6667,259.3333
LOC100577584,rna9279,1547.0000,562.0000
LOC102655461,rna25500,245.3333,75.6667
LOC100578779,rna8533,599.3333,195.6667
LOC413837,rna19781,3871.6667,1474.3333
LOC409557,rna15308,1073.6667,372.3333
LOC551428,rna23660,1068.6667,440.3333
LOC102653946,rna7575,252.3333,95.6667
LOC107964723,rna13379,195.3333,95.6667
LOC724663,rna16351,2826.0000,978.0000
LOC411053,rna7480,8252.6667,2859.3333
LOC724431,rna8991,1950.3333,644.6667
LOC100576258,rna3110,230.0000,88.0000
LOC412710,rna17593,399.3333,137.6667
LOC107965020,rna18436,1375.3333,607.6667
LOC727144,rna3659,1119.6667,374.3333
LOC107965011,rna16632,525.0000,195.0000
LOC100576145,rna29119,129.3333,47.6667
LOC411493,rna6227,436.6667,178.3333
LOC107964328,rna8541,1338.0000,558.0000
LOC725593,rna12110,5507.0000,2005.0000
LOC107966055,rna483,387.6667,104.3333
LOC413588,rna10468,964.3333,337.6667
LOC412705,rna21054,524.3333,168.6667
Foxp,rna22822,1585.6667,622.3333
LOC107963959,rna26694,893.0000,406.0000
LOC727639,rna28185,2759.0000,964.0000
Qbp-1,rna10557,268.0000,92.0000
LOC411960,rna27520,2269.3333,742.6667
LOC107966050,rna1482,445.3333,139.6667
LOC726770,rna27468,1366.6667,610.3333
LOC725503,rna24925,6762.3333,2468.6667
LOC551205,rna2283,2072.6667,729.3333
LOC551153,rna17586,732.0000,231.0000
LOC409318,rna25474,576.6667,215.3333
LOC726760,rna3766,2419.0000,665.0000
LOC102654795,rna16841,2244.0000,927.0000
LOC726745,rna24700,497.3333,171.6667
LOC406132,rna2295,219.3333,92.6667
LOC409010,rna16521,1247.3333,474.6667
LOC726335,rna8383,1816.3333,793.6667
LOC413690,rna9481,2720.3333,957.6667
LOC725959,rna6418,2085.3333,1079.6667
LOC552398,rna22429,839.6667,321.3333
LOC102655873,rna28895,498.6667,191.3333
LOC726771,rna21046,1866.0000,708.0000
LOC100577771,rna19271,442.0000,176.0000
LOC724585,rna734,680.0000,241.0000
LOC100576433,rna4427,1276.3333,451.6667
LOC414037,rna457,802.6667,325.3333
LOC411959,rna13813,5309.3333,1875.6667
LOC727210,rna15740,326.3333,102.6667
LOC102654766,rna27547,822.3333,254.6667
LOC411764,rna5306,1497.0000,627.0000
LOC412629,rna16714,1476.3333,533.6667
LOC410194,rna18116,1258.6667,460.3333
LOC411196,rna13655,1321.3333,454.6667
LOC412919,rna12238,690.0000,231.0000
LOC100578132,rna17450,1270.6667,448.3333
Gycbeta1,rna11732,1238.3333,477.6667
LOC409681,rna25884,500.3333,156.6667
LOC724843,rna21349,1335.6667,410.3333
LOC552367,rna19475,1366.0000,527.0000
LOC410151,rna24814,956.3333,372.6667
LOC551216,rna6304,1205.6667,405.3333
LOC725803,rna14549,2980.3333,1315.6667
LOC727023,rna17506,515.3333,186.6667
LOC551636,rna1646,903.0000,312.0000
LOC409226,rna2986,1376.0000,499.0000
LOC100576610,rna16763,1202.6667,318.3333
LOC410723,rna1861,1304.0000,502.0000
LOC726936,rna27832,360.3333,149.6667
LOC724899,rna22860,679.3333,226.6667
LOC724997,rna19606,1164.3333,473.6667
LOC552586,rna12541,534.0000,168.0000
LOC552277,rna5093,757.6667,316.3333
LOC102655500,rna4337,731.0000,310.0000
LOC411658,rna14093,993.6667,392.3333
LOC724619,rna27484,1005.6667,314.3333
LOC725571,rna15017,1034.6667,396.3333
LOC724236,rna2281,668.6667,234.3333
LOC102655971,rna4685,1119.0000,351.0000
LOC409886,rna3300,751.3333,265.6667
LOC412281,rna28115,11707.6667,4558.3333
LOC724502,rna20477,1401.3333,557.6667
LOC411781,rna28051,1101.3333,368.6667
LOC551770,rna25036,1461.0000,402.0000
LOC727154,rna28866,824.0000,310.0000
LOC412487,rna10470,703.0000,218.0000
LOC100577920,rna3711,776.3333,318.6667
LOC107964839,rna15516,3535.6667,1192.3333
LOC410992,rna8386,406.3333,142.6667
LOC100577595,rna28856,488.0000,172.0000
LOC100578074,rna27096,352.3333,136.6667
nAChRa3,rna10320,1009.3333,400.6667
LOC409531,rna19731,538.3333,193.6667
LOC408392,rna21994,1653.6667,569.3333
LOC725835,rna10340,304.0000,92.0000
LOC409122,rna15171,812.0000,325.0000
LOC411797,rna24650,899.0000,322.0000
LOC413450,rna21347,1060.6667,391.3333
LOC409504,rna13654,2668.6667,1063.3333
LOC412018,rna20209,1280.6667,417.3333
LOC411759,rna8701,1775.3333,633.6667
LOC410970,rna5854,2302.3333,850.6667
LOC412020,rna11821,1513.6667,517.3333
LOC102655762,rna25279,842.0000,298.0000
LOC725326,rna6670,675.3333,215.6667
LOC411206,rna8664,624.6667,224.3333
LOC413959,rna25602,3005.3333,1065.6667
LOC411011,rna8591,847.3333,298.6667
LOC550711,rna17453,699.0000,255.0000
LOC726727,rna28416,1263.6667,497.3333
LOC550794,rna19658,892.3333,325.6667
LOC411808,rna155,1149.6667,404.3333
LOC551654,rna6563,283.3333,91.6667
LOC100578059,rna12246,1671.6667,701.3333
LOC551661,rna13052,1597.3333,586.6667
LOC413324,rna15254,960.0000,357.0000
LOC100578324,rna575,680.6667,246.3333
LOC412314,rna5346,2105.6667,765.3333
LOC100578862,rna23841,4262.3333,1437.6667
LOC409981,rna8708,6647.6667,2307.3333
LOC100577752,rna27901,741.0000,336.0000
LOC724678,rna1598,262.6667,112.3333
LOC551738,rna22150,1508.6667,537.3333
LOC412817,rna13612,2384.0000,856.0000
LOC724256,rna6768,637.3333,193.6667
LOC100578609,rna8171,276.0000,117.0000
LOC409165,rna14106,959.3333,252.6667
LOC410705,rna2589,1164.0000,444.0000
LOC107965942,rna28757,650.6667,198.3333
LOC100577081,rna25540,869.6667,309.3333
LOC724770,rna19655,1457.3333,474.6667
LOC100578466,rna18721,1422.6667,542.3333
LOC409851,rna13092,854.6667,303.3333
LOC410606,rna25521,1523.0000,538.0000
LOC412596,rna7394,1137.3333,437.6667
LOC100578042,rna420,1449.0000,540.0000
LOC552161,rna27390,253.3333,94.6667
LOC107964284,rna7814,320.3333,129.6667
LOC413702,rna17731,1568.3333,633.6667
LOC726983,rna18174,1217.3333,294.6667
LOC551497,rna18349,1285.0000,428.0000
LOC102653762,rna14566,626.3333,201.6667
LOC411630,rna14460,1807.3333,745.6667
LOC100577655,rna668,708.3333,371.6667
LOC412396,rna28090,365.0000,142.0000
LOC410270,rna20980,1428.0000,546.0000
LOC410583,rna25697,923.3333,354.6667
LOC724927,rna10464,2437.6667,871.3333
LOC727597,rna29031,403.6667,154.3333
LOC100576445,rna1251,260.3333,90.6667
LOC724399,rna11397,994.6667,316.3333
LOC552409,rna22427,687.0000,198.0000
LOC726890,rna14043,375.0000,126.0000
LOC102656517,rna29191,287.3333,57.6667
LOC412804,rna13273,1182.6667,449.3333
LOC102654289,rna26778,432.6667,134.3333
LOC100577636,rna12022,649.3333,253.6667
LOC107965473,rna24140,531.6667,170.3333
LOC100576243,rna28130,750.3333,251.6667
LOC725625,rna4215,657.6667,311.3333
LOC102655502,rna15416,384.0000,144.0000
LOC725793,rna7674,1622.6667,543.3333
LOC413299,rna27133,742.6667,289.3333
LOC102654936,rna21753,352.3333,139.6667
LOC411450,rna16369,1420.3333,460.6667
LOC102653862,rna23260,335.3333,123.6667
LOC107965126,rna18251,465.3333,128.6667
LOC726220,rna2108,465.3333,137.6667
LOC410561,rna24377,540.3333,167.6667
LOC100577707,rna12781,885.3333,350.6667
LOC410620,rna25257,1424.6667,498.3333
LOC413782,rna12171,2688.0000,864.0000
LOC102655134,rna8963,122.0000,52.0000
LOC413394,rna5658,464.0000,178.0000
LOC411923,rna16157,2686.6667,898.3333
LOC411995,rna2425,1092.6667,389.3333
LOC100576547,rna887,1305.0000,513.0000
LOC409688,rna26188,940.0000,371.0000
LOC725893,rna5245,4932.0000,2133.0000
LOC725473,rna5453,755.6667,231.3333
LOC551695,rna21827,234.0000,72.0000
LOC410672,rna3126,753.3333,302.6667
LOC725161,rna24171,617.3333,189.6667
LOC413098,rna12962,1469.0000,583.0000
LOC409523,rna6138,813.6667,284.3333
LOC107965917,rna28660,562.6667,223.3333
LOC727156,rna8979,325.6667,115.3333
LOC551409,rna14851,926.3333,384.6667
LOC102654192,rna22204,390.0000,135.0000
LOC107965960,rna28858,89.3333,33.6667
LOC102655408,rna8265,6951.3333,2378.6667
LOC551920,rna10346,2047.6667,829.3333
LOC727236,rna19429,3109.3333,1123.6667
LOC409671,rna17927,1261.6667,475.3333
Or27,rna4567,913.0000,305.0000
LOC726145,rna136,209.3333,81.6667
LOC413186,rna4419,273.0000,105.0000
LOC100577035,rna28689,235.0000,122.0000
LOC409622,rna19369,1405.3333,478.6667
LOC724341,rna5335,545.3333,186.6667
LOC411024,rna8229,991.6667,346.3333
LOC100578473,rna21410,314.6667,75.3333
LOC412227,rna10364,1316.3333,396.6667
LOC726667,rna2058,1340.3333,555.6667
LOC100576850,rna7399,822.6667,302.3333
LOC727434,rna29081,360.0000,150.0000
LOC412189,rna937,440.0000,157.0000
LOC727303,rna28273,823.0000,242.0000
LOC410872,rna4811,756.0000,249.0000
LOC724558,rna7042,395.6667,129.3333
LOC409368,rna15113,1613.3333,600.6667
LOC409308,rna6815,227.3333,69.6667
LOC100578044,rna25873,1125.0000,462.0000
LOC724513,rna8955,2063.0000,568.0000
LOC409915,rna21336,2036.3333,846.6667
LOC551141,rna29196,1025.6667,339.3333
LOC409105,rna3655,717.6667,335.3333
LOC724168,rna9421,766.3333,325.6667
LOC412889,rna11985,898.6667,334.3333
LOC726599,rna22665,1824.3333,629.6667
LOC102654530,rna3749,852.3333,272.6667
LOC411209,rna8656,1409.0000,634.0000
LOC107963995,rna13845,1412.6667,522.3333
LOC102654777,rna13315,1219.0000,488.0000
LOC725668,rna13340,890.6667,354.3333
LOC107964020,rna28916,809.3333,288.6667
LOC726315,rna15551,1274.3333,381.6667
LOC102655457,rna25151,604.0000,227.0000
LOC100577562,rna8014,1541.6667,633.3333
LOC409139,rna28218,2132.3333,801.6667
LOC552759,rna21065,1844.3333,741.6667
LOC100576466,rna28463,1019.0000,391.0000
LOC409574,rna21052,1063.3333,358.6667
LOC408635,rna3413,1118.0000,409.0000
LOC411769,rna19653,2189.3333,777.6667
LOC100578470,rna10786,896.0000,337.0000
LOC551297,rna15556,1901.3333,696.6667
LOC551717,rna14310,449.3333,138.6667
LOC408594,rna1561,6493.6667,2563.3333
LOC724680,rna1896,292.3333,94.6667
LOC107964133,rna6551,383.6667,126.3333
LOC550987,rna19390,887.0000,313.0000
LOC102655963,rna28989,422.0000,139.0000
LOC551804,rna13682,733.3333,319.6667
LOC552143,rna18392,588.6667,188.3333
LOC102655905,rna8438,322.6667,103.3333
LOC725541,rna21376,716.6667,267.3333
LOC410264,rna20455,1020.0000,363.0000
LOC551842,rna482,756.6667,272.3333
LOC727151,rna24457,550.3333,160.6667
LOC551219,rna9117,1210.6667,481.3333
LOC100578522,rna26036,572.0000,190.0000
Kr-h1,rna12254,790.6667,283.3333
LOC107965532,rna23634,518.3333,189.6667
LOC724810,rna6179,1625.3333,693.6667
LOC726841,rna10614,2628.0000,954.0000
LOC102653856,rna20584,155.0000,52.0000
LOC726459,rna25762,934.3333,352.6667
LOC107965313,rna2044,458.6667,147.3333
LOC102654194,rna12942,168.0000,87.0000
LOC551632,rna27299,919.0000,311.0000
LOC409427,rna17653,753.0000,243.0000
LOC552623,rna15209,1030.6667,358.3333
LOC409199,rna23203,1194.6667,452.3333
LOC100576260,rna12578,329.0000,127.0000
LOC409672,rna17915,1003.6667,352.3333
LOC100578311,rna11249,448.6667,151.3333
LOC409563,rna23568,1800.6667,731.3333
LOC727483,rna7650,132.6667,44.3333
LOC413490,rna6543,1023.3333,380.6667
LOC100577784,rna24190,2070.6667,641.3333
LOC413374,rna2433,1179.3333,377.6667
LOC412256,rna6834,5916.0000,2226.0000
LOC551089,rna13636,1199.0000,484.0000
Hex70a,rna15531,1373.0000,433.0000
LOC107964077,rna4646,368.6667,156.3333
LOC100578269,rna13740,868.0000,314.0000
LOC409515,rna16084,1590.3333,557.6667
LOC410317,rna19852,1891.6667,841.3333
LOC552354,rna22610,513.3333,182.6667
LOC409963,rna22865,1031.0000,400.0000
LOC409979,rna10467,1588.0000,590.0000
LOC107966034,rna29206,373.0000,107.0000
LOC411637,rna12242,2044.3333,730.6667
LOC413787,rna5507,1274.6667,450.3333
LOC551794,rna17871,345.3333,122.6667
LOC726908,rna14039,6158.6667,2127.3333
LOC727282,rna18864,534.0000,159.0000
LOC410039,rna22773,934.6667,337.3333
LOC411639,rna10763,8590.6667,3718.3333
LOC100578579,rna8132,3665.3333,1560.6667
LOC107965397,rna22346,273.0000,117.0000
LOC409074,rna2445,445.6667,178.3333
LOC725966,rna13599,1089.6667,410.3333
LOC552495,rna14702,1461.3333,533.6667
LOC410093,rna6200,387.0000,141.0000
LOC551720,rna15561,791.0000,226.0000
LOC102655247,rna23863,408.3333,113.6667
LOC411495,rna24289,961.3333,364.6667
LOC411348,rna4020,3331.6667,1195.3333
LOC551330,rna4995,518.0000,211.0000
LOC411167,rna11653,1657.3333,532.6667
LOC552571,rna6583,1586.3333,672.6667
LOC724775,rna4876,1578.6667,527.3333
LOC100579058,rna4192,909.3333,260.6667
LOC100578442,rna22508,357.0000,150.0000
LOC102656824,rna5014,1172.0000,253.0000
LOC552584,rna29135,1112.6667,390.3333
LOC409986,rna12499,1598.3333,585.6667
LOC552076,rna6199,258.0000,93.0000
LOC726918,rna1628,3524.6667,1212.3333
LOC107965879,rna28534,374.0000,124.0000
LOC726852,rna22320,416.0000,127.0000
LOC100576894,rna8619,975.0000,399.0000
LOC726871,rna14025,719.3333,273.6667
LOC100576088,rna258,300.3333,83.6667
LOC410446,rna22774,1367.0000,532.0000
LOC102654644,rna28362,306.6667,101.3333
LOC724525,rna28798,562.0000,197.0000
LOC413256,rna15856,1514.3333,612.6667
LOC725031,rna27561,654.6667,215.3333
LOC100578298,rna9802,1126.0000,329.0000
LOC412222,rna27576,2196.6667,890.3333
LOC107965762,rna27418,303.6667,101.3333
LOC552422,rna4143,888.0000,327.0000
LOC725346,rna1073,1422.0000,534.0000
LOC726916,rna27831,4476.3333,1451.6667
WRNexo,rna27685,419.0000,133.0000
FAR1,rna21771,1144.6667,406.3333
LOC551897,rna9392,1001.6667,342.3333
LOC412388,rna27907,647.0000,286.0000
LOC102654099,rna27421,484.3333,223.6667
LOC409810,rna11354,1559.0000,592.0000
B-gluc1,rna16302,1078.6667,358.3333
LOC726310,rna10182,1899.6667,650.3333
LOC409460,rna18702,1299.3333,470.6667
LOC408922,rna13237,1910.3333,762.6667
LOC725363,rna9974,541.0000,197.0000
LOC724895,rna16348,683.0000,250.0000
LOC413318,rna10178,1929.6667,815.3333
LOC100576456,rna28965,1011.0000,402.0000
LOC551753,rna21823,2643.6667,971.3333
Tpx-3,rna25146,460.6667,169.3333
LOC725123,rna7244,654.3333,224.6667
LOC100578745,rna20614,933.3333,353.6667
LOC411962,rna9742,1185.6667,407.3333
LOC107965765,rna27419,255.0000,114.0000
LOC725475,rna8794,396.6667,143.3333
LOC410959,rna6434,1723.0000,668.0000
LOC724402,rna27193,5422.3333,1993.6667
LOC725929,rna4682,247.6667,82.3333
LOC100578369,rna26020,308.6667,117.3333
LOC410627,rna25185,1123.3333,451.6667
RpL35,rna14061,264.0000,108.0000
LOC413460,rna15206,2392.3333,892.6667
LOC100576647,rna20570,796.6667,277.3333
LOC413636,rna25370,2376.0000,951.0000
LOC107965882,rna28546,1651.3333,586.6667
LOC102655344,rna28881,443.0000,157.0000
LOC408409,rna22491,547.6667,211.3333
LOC725067,rna16168,660.0000,258.0000
LOC411195,rna13663,605.0000,223.0000
LOC102655877,rna14206,755.0000,259.0000
LOC102655436,rna22037,5763.6667,2033.3333
Tpx-4,rna15843,488.6667,174.3333
LOC725212,rna9337,540.3333,200.6667
LOC410799,rna5522,1420.6667,499.3333
LOC411582,rna8444,1698.3333,620.6667
LOC724608,rna10430,2389.0000,842.0000
LOC724908,rna18458,939.3333,410.6667
LOC102654783,rna28269,388.0000,125.0000
LOC410498,rna23847,2898.0000,1242.0000
LOC724208,rna25080,882.3333,299.6667
LOC410510,rna23907,1803.3333,665.6667
LOC726019,rna20819,3244.0000,1349.0000
LOC727135,rna24460,360.3333,125.6667
LOC107966032,rna29201,815.6667,288.3333
LOC552477,rna23330,1923.0000,723.0000
LOC100577895,rna422,798.6667,332.3333
LOC552081,rna26008,760.0000,254.0000
LOC411009,rna8574,1627.0000,692.0000
LOC408655,rna5538,783.3333,299.6667
LOC100578467,rna2961,716.0000,307.0000
LOC107965966,rna28875,410.3333,168.6667
LOC100577365,rna2582,1239.0000,543.0000
LOC726256,rna10680,894.0000,318.0000
LOC100578233,rna6940,1787.3333,561.6667
LOC411969,rna11319,1225.0000,500.0000
LOC552758,rna27228,733.0000,254.0000
LOC411586,rna12649,1924.3333,829.6667
LOC102655885,rna28714,546.3333,215.6667
LOC100577092,rna23033,721.3333,301.6667
LOC551768,rna23261,505.0000,188.0000
LOC408791,rna8565,2796.3333,1013.6667
LOC727231,rna29032,452.6667,156.3333
LOC725332,rna15023,3039.3333,1151.6667
LOC409675,rna11086,1504.6667,553.3333
LOC413940,rna5512,2247.0000,849.0000
LOC726595,rna21005,1952.6667,723.3333
LOC100578503,rna13270,1210.6667,499.3333
LOC726590,rna1132,601.3333,199.6667
LOC551585,rna3010,393.3333,134.6667
LOC551529,rna2494,511.0000,188.0000
LOC413048,rna15382,1401.3333,509.6667
LOC727300,rna4328,361.3333,115.6667
LOC102655530,rna2671,634.3333,199.6667
LOC724559,rna7158,860.3333,294.6667
LOC413121,rna26873,477.6667,158.3333
LOC102656934,rna8522,1213.6667,406.3333
LOC412430,rna24725,1185.6667,407.3333
LOC413126,rna28098,1961.3333,732.6667
LOC107965267,rna19159,237.3333,98.6667
LOC727172,rna28759,380.0000,118.0000
LOC100578170,rna5185,963.6667,335.3333
LOC107965937,rna28734,424.6667,151.3333
LOC413709,rna21298,979.3333,352.6667
LOC102655143,rna12893,1939.3333,796.6667
LOC727453,rna28593,367.3333,133.6667
LOC726412,rna1092,1531.3333,595.6667
LOC552757,rna24808,1572.6667,419.3333
LOC102656885,rna21992,378.6667,122.3333
LOC413501,rna2846,774.6667,296.3333
LOC409608,rna1225,695.0000,289.0000
LOC551144,rna19228,641.3333,225.6667
LOC550914,rna23399,835.3333,220.6667
LOC413164,rna5293,437.6667,159.3333
LOC724467,rna25983,350.6667,123.3333
LOC107965398,rna22465,236.6667,120.3333
LOC100576967,rna27711,313.0000,119.0000
LOC552009,rna26661,548.6667,189.3333
LOC409897,rna11416,2849.0000,1027.0000
LOC409143,rna8351,890.3333,327.6667
LOC413344,rna19621,2607.0000,1047.0000
LOC727091,rna13122,934.6667,388.3333
LOC100576606,rna13098,1011.6667,323.3333
LOC726637,rna15194,1575.0000,570.0000
LOC409084,rna23746,3033.3333,1244.6667
LOC410512,rna23914,793.0000,290.0000
LOC726020,rna23667,805.6667,274.3333
LOC100577150,rna14500,932.3333,348.6667
LOC408645,rna3209,2001.6667,743.3333
LOC102654715,rna9923,956.3333,363.6667
LOC551479,rna6325,185.3333,66.6667
LOC552460,rna20024,336.6667,131.3333
LOC408587,rna2208,1554.3333,611.6667
LOC102653832,rna24962,812.6667,363.3333
LOC100578733,rna9947,1588.3333,568.6667
LOC727232,rna24388,1874.3333,792.6667
CPR17,rna3820,350.0000,127.0000
LOC725215,rna10515,822.6667,263.3333
LOC408792,rna8575,2072.0000,694.0000
LOC727235,rna24385,1737.0000,690.0000
LOC724872,rna17508,315.3333,98.6667
LOC102655392,rna6492,986.6667,396.3333
LOC726679,rna4484,1179.6667,452.3333
LOC727019,rna162,431.0000,136.0000
LOC413378,rna3289,315.0000,105.0000
LOC727170,rna27584,1262.3333,432.6667
LOC551914,rna4736,911.0000,349.0000
LOC100576799,rna27705,2515.3333,931.6667
LOC552601,rna5999,556.0000,203.0000
LOC552673,rna10423,607.6667,187.3333
LOC100577507,rna12978,275.3333,105.6667
LOC409871,rna4632,3137.0000,1129.0000
LOC725894,rna6026,626.0000,304.0000
LOC551551,rna25046,1017.3333,320.6667
LOC100577963,rna10913,1004.0000,325.0000
LOC412315,rna5336,582.3333,179.6667
LOC100576837,rna18708,163.6667,58.3333
LOC726278,rna25000,715.0000,326.0000
LOC550930,rna12366,1146.3333,422.6667
LOC102655435,rna4497,911.6667,321.3333
LOC551360,rna17953,999.3333,443.6667
LOC100578399,rna6335,475.3333,145.6667
LOC726989,rna7531,3313.3333,1096.6667
LOC724154,rna20057,1209.6667,422.3333
LOC100302106,rna19276,129.6667,56.3333
LOC551814,rna17472,1460.6667,468.3333
LOC724622,rna27949,2707.0000,800.0000
LOC552691,rna9192,715.0000,233.0000
LOC409849,rna17301,1957.3333,694.6667
LOC409633,rna14476,483.3333,212.6667
LOC409293,rna11324,1009.0000,392.0000
Obp16,rna24752,322.6667,85.3333
LOC411141,rna12119,1272.6667,488.3333
LOC412016,rna365,738.0000,282.0000
LOC412480,rna708,1586.3333,501.6667
LOC102653637,rna4499,914.0000,319.0000
LOC410811,rna5426,1999.6667,790.3333
LOC552018,rna25225,1884.0000,621.0000
LOC410067,rna13526,2121.0000,861.0000
LOC411585,rna28149,697.3333,250.6667
LOC412956,rna7129,832.3333,340.6667
LOC724164,rna5611,397.3333,136.6667
LOC551671,rna2290,324.0000,102.0000
LOC724653,rna8547,415.3333,160.6667
LOC551356,rna2675,16915.3333,6199.6667
LOC102655303,rna28497,494.3333,204.6667
LOC725954,rna25390,532.6667,190.3333
LOC410761,rna297,1139.0000,472.0000
LOC107965251,rna18832,393.3333,137.6667
LOC411809,rna8974,2388.0000,777.0000
LOC102653767,rna21203,867.3333,338.6667
LOC100578107,rna15280,914.6667,348.3333
CPR5,rna26053,476.0000,217.0000
LOC724902,rna504,1021.6667,460.3333
LOC410258,rna20303,906.3333,335.6667
LOC102654049,rna22167,929.6667,318.3333
LOC100577949,rna17895,1253.6667,429.3333
LOC413213,rna23349,1260.0000,447.0000
LOC107965161,rna19352,245.6667,87.3333
LOC413264,rna15678,1974.6667,731.3333
LOC411557,rna7365,1063.0000,413.0000
STT3B,rna9705,1745.6667,666.3333
LOC411694,rna25247,1066.0000,488.0000
LOC413357,rna1313,2011.6667,736.3333
LOC100576623,rna27836,652.3333,232.6667
LOC726904,rna21074,1912.6667,571.3333
LOC725890,rna25382,298.0000,89.0000
LOC102654041,rna20359,1682.0000,463.0000
LOC726422,rna14867,920.0000,334.0000
LOC412187,rna26027,862.6667,349.3333
LOC102655005,rna28483,720.0000,282.0000
LOC100576454,rna3135,2187.3333,1037.6667
LOC411173,rna11597,735.0000,297.0000
LOC412409,rna20637,1014.3333,356.6667
LOC724226,rna2838,556.3333,169.6667
LOC107965695,rna26022,293.0000,103.0000
LOC412129,rna7507,2561.0000,1006.0000
LOC409540,rna15389,490.3333,163.6667
LOC724262,rna12725,631.0000,227.0000
LOC107965907,rna28627,404.3333,147.6667
LOC410953,rna6386,1806.3333,704.6667
LOC102655399,rna15468,293.6667,96.3333
LOC726543,rna25009,280.3333,127.6667
LOC414048,rna18252,2752.6667,907.3333
LOC100576434,rna10509,558.6667,224.3333
LOC413356,rna12365,1061.3333,378.6667
LOC552115,rna27111,241.6667,88.3333
LOC725775,rna1030,1690.0000,677.0000
LOC410732,rna1198,1304.6667,495.3333
