Gene	dN_dS
LOC105839421	0.4875
LOC105829235	0.1063
LOC105834337	0.1350
LOC105835514	0.1870
LOC105828502	0.0071
LOC105828621	0.1363
LOC105832076	0.1314
LOC105834247	0.0235
LOC105840729	0.2774
LOC105839623	0.0585
LOC105838521	0.1142
LOC105833051	0.2690
LOC105828149	0.1124
LOC105839255	0.1184
LOC105828926	0.0545
LOC105834474	0.1575
LOC105830072	0.1878
LOC105833291	0.0742
LOC105839408	0.1575
LOC105834138	0.0247
LOC105831911	0.2756
LOC105835424	0.1395
LOC105833672	0.1699
LOC105832141	0.0532
LOC105828551	0.0844
LOC105828426	0.2870
LOC105829520	0.1155
LOC105834676	0.1335
LOC105838339	0.1627
LOC105838431	0.1131
LOC105835613	0.2778
LOC105833737	0.1205
LOC105829092	0.0052
LOC105829444	0.2746
LOC105830418	0.1075
LOC105835100	0.0736
LOC105837614	0.2795
LOC105830893	0.1209
LOC105830382	0.0536
LOC105838967	0.2390
LOC105834158	0.1080
LOC105828893	0.0696
LOC105831757	0.0449
LOC105835812	0.1894
LOC105833526	0.1541
LOC105837918	0.0688
LOC105836234	0.0832
LOC105839251	0.0230
LOC105831219	0.0365
LOC105836893	0.1027
LOC105841120	0.1005
LOC105834199	0.0180
LOC105839688	0.2427
LOC105833732	0.2538
LOC105831195	0.1814
LOC105834074	0.0382
LOC105835533	0.1856
LOC105833455	0.1670
LOC105837732	0.2001
LOC105838949	0.2933
LOC105833955	0.1596
LOC105834177	0.1445
LOC105832347	0.3220
LOC105837085	0.0252
LOC105836082	0.0336
LOC105828640	0.0936
LOC105833961	0.0151
LOC105840300	0.2819
LOC105831676	0.1753
LOC105834750	0.0010
LOC105829145	0.0680
LOC105830619	0.2028
LOC105840553	0.2198
LOC105832193	0.0627
LOC105835273	0.2094
LOC105833813	0.0010
LOC105833836	0.3398
LOC105832899	0.1034
LOC105836147	0.1933
LOC105836421	0.0087
LOC105832266	0.0868
LOC105834953	0.0646
LOC105837252	0.1642
LOC105828443	0.0784
LOC105840440	0.1098
LOC105831852	0.2723
LOC105831760	0.0978
LOC105839932	0.0257
LOC105831549	0.2522
LOC105836630	0.0463
LOC105832675	0.1589
LOC105834641	0.0300
LOC105830584	0.0327
LOC105841069	0.2661
LOC105835408	0.0452
LOC105837848	0.2461
LOC105833911	0.2322
LOC105839557	0.1109
LOC105838620	0.1924
LOC105839404	0.1715
LOC105830167	0.0120
LOC105830999	0.0010
LOC105837938	0.1698
LOC105834629	0.0052
LOC105840057	0.1475
LOC105828382	0.1583
LOC105840820	0.0996
LOC105836749	0.0169
LOC105829409	0.1851
LOC105841061	0.1260
LOC105833452	0.0891
LOC105839735	0.3388
LOC105839554	0.0580
LOC105829176	0.1878
LOC105837227	0.0256
LOC105828623	0.3092
LOC105840162	0.1229
LOC105834647	0.1579
LOC105829168	0.0784
LOC105838239	0.2096
LOC105833397	0.1175
LOC105828627	0.3337
LOC105832977	0.1226
LOC105831454	0.1749
LOC105835876	0.0250
LOC105834352	0.1319
LOC105833515	0.0536
LOC105829482	0.0464
LOC105840695	0.2347
LOC105840783	0.2142
LOC105835851	0.2003
LOC105835325	0.0849
LOC105837772	0.0965
LOC105831333	0.0402
LOC105831913	0.1098
LOC105832095	0.0333
LOC105828386	0.1961
LOC105836258	0.0736
LOC105839360	0.5714
LOC105836468	0.0624
LOC105832276	0.0010
LOC105837083	0.0978
LOC105836787	0.1215
LOC105833152	0.2699
LOC105833167	0.1609
LOC105840167	0.0070
LOC105829305	0.2003
LOC105828839	0.0204
LOC105827895	0.2454
LOC105841133	0.0617
LOC105835418	0.0034
LOC105830938	0.1513
LOC105833719	0.0062
LOC105829128	0.0167
LOC105829123	0.1495
LOC105828430	0.0010
LOC105835880	0.0782
LOC105839140	0.1272
LOC105833530	0.1553
LOC105832888	0.1227
LOC105834042	0.1935
LOC105829426	0.3593
LOC105832947	0.1818
LOC105840340	0.0056
LOC105838721	0.0993
LOC105832828	0.2498
LOC105830755	0.0109
LOC105840273	0.0679
LOC105837501	0.1424
LOC105832360	0.3071
LOC105832705	0.1728
LOC105839411	0.1288
LOC105836064	0.1057
LOC105837840	0.3363
LOC105835419	0.1513
LOC105840107	0.1983
LOC105832039	0.2586
LOC105834579	0.0049
LOC105834619	0.1606
LOC105830960	0.2543
LOC105835884	0.0365
LOC105838454	0.0060
LOC105833790	0.0835
LOC105833421	0.2182
LOC105839474	0.1608
LOC105830578	0.1625
LOC105828195	0.1709
LOC105839090	0.0873
LOC105840917	0.3338
LOC105835390	0.2083
LOC105835343	0.0755
LOC105834865	0.0455
LOC105839301	0.0898
LOC105834846	0.0474
LOC105831848	0.1948
LOC105833915	0.0936
LOC105831564	0.0419
LOC105835525	0.2315
LOC105833434	0.3634
LOC105832638	0.0415
LOC105828121	0.0404
LOC105834815	0.2680
LOC105828351	0.3222
LOC105838645	0.9086
LOC105837126	0.0443
LOC105836429	0.0110
LOC105839387	0.1648
LOC105827898	0.2355
LOC105831737	0.0861
LOC105838459	0.0548
LOC105830867	0.0058
LOC105832671	0.3089
LOC105838132	0.2258
LOC105832102	0.0279
LOC105828656	0.1370
LOC105834392	0.1010
LOC105831286	0.2358
LOC105837077	0.1226
LOC105828931	0.1242
LOC105828737	0.0147
LOC105832418	0.0085
LOC105840016	0.1261
LOC105838139	0.0419
LOC105837301	0.3019
LOC105832636	0.0153
LOC105840718	0.2391
LOC105828822	0.3799
LOC105831003	0.2036
LOC105838043	0.0501
LOC105837157	0.1619
LOC105840463	0.2293
LOC105835640	0.0643
LOC105827844	0.1942
LOC105836058	0.1575
LOC105838887	0.3388
LOC105831855	0.1450
LOC105829640	0.1309
LOC105834413	0.2101
LOC105836149	0.3510
LOC105840920	0.0543
LOC105830799	0.3119
LOC105834757	0.1775
LOC105830490	0.0062
LOC105829425	0.0646
LOC105838134	0.2915
LOC105829746	0.3374
LOC105829119	0.0725
LOC105835603	0.0218
LOC105828685	0.0803
LOC105830714	0.1306
LOC105840246	0.1065
LOC105833380	0.3717
LOC105835247	0.3587
LOC105837221	0.1690
LOC105840050	0.1597
LOC105831179	0.0172
LOC105829299	0.6174
LOC105834835	0.6495
LOC105836593	0.0972
LOC105830309	0.0572
LOC105834148	0.1940
LOC105829476	0.3381
LOC105840063	0.0973
LOC105833802	0.1417
LOC105828383	0.1681
LOC105831841	0.1174
LOC105831270	0.0674
LOC105836711	0.1548
LOC105840970	0.2851
LOC105838718	0.0010
LOC105839362	0.1754
LOC105834836	0.1286
LOC105831581	0.1265
LOC105835008	0.0966
LOC105836369	0.1690
LOC105837509	0.2843
LOC105838869	0.5127
LOC105828983	0.0240
LOC105839233	0.1610
LOC105838634	0.2949
LOC105835448	0.1635
LOC105830666	0.2422
LOC105836557	0.3258
LOC105837543	0.0010
LOC105838994	0.0849
LOC105837277	0.0184
LOC105833551	0.0056
LOC105837142	0.0171
LOC105828472	0.0124
LOC105829191	0.0592
LOC105838903	0.3288
LOC105835129	0.2976
LOC105837094	0.0010
LOC105830020	0.1464
LOC105829144	0.2098
LOC105834073	0.0437
LOC105828993	0.0180
LOC105837088	0.0584
LOC105830175	0.2415
LOC105835916	0.2219
LOC105837972	0.3894
LOC105828955	0.3905
LOC105835661	0.0625
LOC105834362	0.0327
LOC105837769	0.2992
LOC105831452	0.1052
LOC105837635	0.0506
LOC105832466	0.3417
LOC105833142	0.4058
LOC105839037	0.1212
LOC105835995	0.0151
LOC105833007	0.1383
LOC105829929	0.2956
LOC105834499	0.1882
LOC105839532	0.2626
LOC105835411	0.3709
LOC105831089	0.6995
LOC105831743	0.0515
LOC105831557	0.1074
LOC105840796	0.2359
LOC105839537	0.0214
LOC105835465	0.1852
LOC105830044	0.1822
LOC105834358	0.0156
LOC105829071	0.1867
LOC105833099	0.1050
LOC105835287	0.0638
LOC105833968	0.0699
LOC105832814	0.4120
LOC105839279	0.3640
LOC105835001	0.2142
LOC105830351	0.0282
LOC105839113	0.1112
LOC105838015	0.2584
LOC105835253	0.0262
LOC105836049	0.1280
LOC105834987	0.3652
LOC105830317	0.1535
LOC105835688	0.2206
LOC105832138	0.0010
LOC105836947	0.1016
LOC105830943	0.1457
LOC105837005	0.1471
LOC105828543	0.2878
LOC105839335	0.2463
LOC105829379	0.1041
LOC105840010	0.2859
LOC105827756	0.0667
LOC105834849	0.0553
LOC105828708	0.1766
LOC105833983	0.2531
LOC105837981	0.2592
LOC105839516	0.0781
LOC105830386	0.1565
LOC105829355	0.3753
LOC105829919	0.0259
LOC105829083	0.2055
LOC105830214	0.0424
LOC105832082	0.1384
LOC105837968	0.1384
LOC105838312	0.1017
LOC105831025	0.0892
LOC105835136	0.1104
LOC105831369	0.1054
LOC105831708	0.2510
LOC105840182	0.0090
LOC105834847	0.0947
LOC105838075	0.3560
LOC105836550	0.0715
LOC105833733	0.2772
LOC105830842	0.0218
LOC105838486	0.1775
LOC105832013	0.0618
LOC105832489	0.0626
LOC105834387	0.2486
LOC105838490	0.0230
LOC105836019	0.1285
LOC105840740	0.0010
LOC105831857	0.1515
LOC105834451	0.1734
LOC105839946	0.1049
LOC105835317	0.0010
LOC105838331	0.0727
LOC105837607	0.5074
LOC105833901	0.0528
LOC105831545	0.1184
LOC105831829	0.0784
LOC105835319	0.2331
LOC105834361	0.0378
LOC105835389	0.0560
LOC105829756	0.0588
LOC105834343	0.0092
LOC105831503	0.0276
LOC105831739	0.2688
LOC105835548	0.1117
LOC105839939	0.0159
LOC105835274	0.0122
LOC105837181	0.1791
LOC105835091	0.2135
LOC105831491	0.1319
LOC105832594	0.0313
LOC105833202	0.4575
LOC105838574	0.0121
LOC105828986	0.0793
LOC105834927	0.4088
LOC105831823	0.1783
LOC105829085	0.4537
LOC105840782	0.1879
LOC105831965	0.0170
LOC105840265	0.4213
LOC105833658	0.0161
LOC105841156	0.0725
LOC105834771	0.3182
LOC105837230	0.4444
LOC105834303	0.4177
LOC105834143	0.0142
LOC105836660	0.1609
LOC105829036	0.2168
LOC105836628	0.1446
LOC105828210	0.3331
LOC105835506	0.3306
LOC105838340	0.0548
LOC105831983	0.1512
LOC105841007	0.1195
LOC105836563	0.3599
LOC105838481	0.0094
LOC105836999	0.3038
LOC105837668	0.3442
LOC105836954	0.2024
LOC105828838	0.0552
LOC105837075	0.3452
LOC105831517	0.1685
LOC105838977	0.0657
LOC105827790	0.2000
LOC105836174	0.3421
LOC105830114	0.1984
LOC105829961	0.0010
LOC105829315	0.0521
LOC105834460	0.2580
LOC105831407	0.0241
LOC105835879	0.6259
LOC105830954	0.5756
LOC105838190	0.2796
LOC105837310	0.0543
LOC105829171	0.1545
LOC105828831	0.0778
LOC105834242	0.2043
LOC105838244	0.2373
LOC105835175	0.1788
LOC105834299	0.0557
LOC105833217	0.1038
LOC105836510	0.0784
LOC105838692	0.3818
LOC105838512	0.2763
LOC105833678	0.0987
LOC105834530	0.3262
LOC105834581	0.2538
LOC105833817	0.3308
LOC105832916	0.0328
LOC105838265	0.5594
LOC105839792	0.6354
LOC105834591	0.0660
LOC105828766	0.0010
LOC105838844	0.2737
LOC105833233	0.0010
LOC105839994	0.1073
LOC105836547	0.1818
LOC105835683	0.2245
LOC105838136	0.1678
LOC105838666	0.1545
LOC105837304	0.3777
LOC105839293	0.2011
LOC105828425	0.0279
LOC105837433	0.1646
LOC105831579	0.1230
LOC105834427	0.0881
LOC105830774	0.0570
LOC105836395	0.2300
LOC105834053	0.0245
LOC105834101	0.2021
LOC105838391	0.0566
LOC105830585	0.1588
LOC105830235	0.0732
LOC105833764	0.0358
LOC105837917	0.0964
LOC105835401	0.4071
LOC105830500	0.2921
LOC105829538	0.1096
LOC105839705	0.3634
LOC105835202	0.4282
LOC105829637	0.7027
LOC105835858	0.1145
LOC105836450	0.0061
LOC105831301	0.0526
LOC105840363	0.0010
LOC105832328	0.4918
LOC105834840	0.0317
LOC105838798	0.0699
LOC105829602	0.3084
LOC105832669	0.5126
LOC105839101	0.2925
LOC105836511	0.1508
LOC105840261	0.0297
LOC105836775	0.1943
LOC105836691	0.1655
LOC105830233	0.3418
LOC105838842	0.0301
LOC105839220	0.0645
LOC105836183	0.2289
LOC105833643	0.0677
LOC105831630	0.0295
LOC105828894	0.2495
LOC105833355	0.0928
LOC105839185	0.0751
LOC105837273	0.2745
LOC105839542	0.0405
LOC105832831	0.2186
LOC105829027	0.2820
LOC105834856	0.1251
LOC105840441	0.0257
LOC105832027	0.5157
LOC105829390	0.0840
LOC105835108	0.0824
LOC105835940	0.0641
LOC105836541	0.5538
LOC105833792	0.0684
LOC105828795	0.4486
LOC105834574	0.0649
LOC105841038	0.5194
LOC105828889	0.1363
LOC105837311	0.3027
LOC105836383	0.2544
LOC105829888	0.0800
LOC105833065	0.1536
LOC105832844	0.0411
LOC105829744	0.0671
LOC105837330	0.2751
LOC105830423	0.0861
LOC105830891	0.3034
LOC105835126	0.1503
LOC105836866	0.1361
LOC105832362	0.0387
LOC105835909	0.1215
LOC105839995	0.0010
LOC105839760	0.1697
LOC105830315	0.0010
LOC105830314	0.2152
LOC105829320	0.1375
LOC105835488	0.0167
LOC105840407	0.0646
LOC105840348	0.4478
LOC105833162	0.0193
LOC105838885	0.1960
LOC105837628	0.1571
LOC105832553	0.1244
LOC105838451	0.2548
LOC105829636	0.7245
LOC105836683	0.3864
LOC105833119	0.2325
LOC105839214	0.1675
LOC105836725	0.0347
LOC105840776	0.1119
LOC105839406	0.1800
LOC105831689	0.0134
LOC105828575	0.0580
LOC105834326	0.0847
LOC105837681	0.0440
LOC105832829	0.2163
LOC105833253	0.2135
LOC105833875	0.1164
LOC105838192	0.4209
LOC105837222	0.1929
LOC105828212	0.0181
LOC105839409	0.0891
LOC105831749	0.0684
LOC105838668	0.0859
LOC105828512	0.0473
LOC105831893	0.1135
LOC105839514	0.1934
LOC105831717	0.0685
LOC105837670	0.2473
LOC105830586	0.0010
LOC105839482	0.1783
LOC105832459	0.1803
LOC105831828	0.2623
LOC105832863	0.0269
LOC105829282	0.0835
LOC105827803	0.1160
LOC105838119	0.0804
LOC105832143	0.0218
LOC105828582	0.1405
LOC105830079	0.0102
LOC105837244	0.1675
LOC105838246	0.0010
LOC105827869	0.0826
LOC105832189	0.1832
LOC105829070	0.1697
LOC105830553	0.0571
LOC105833562	0.0669
LOC105832615	0.1438
LOC105838016	0.2262
LOC105839035	0.1196
LOC105836800	0.0506
LOC105836609	0.1419
LOC105832431	0.1324
LOC105830136	0.2725
LOC105836990	0.0314
LOC105830433	0.2348
LOC105832860	0.1494
LOC105837502	0.3453
LOC105835736	0.0675
LOC105839522	0.5275
LOC105834765	0.1395
LOC105839269	0.2112
LOC105830311	0.7093
LOC105828569	0.1847
LOC105831761	0.1924
LOC105831455	0.0084
LOC105836962	0.1426
LOC105837979	0.2575
LOC105833177	0.1386
LOC105837042	0.4224
LOC105840254	0.4453
LOC105837717	0.6304
LOC105837669	0.0899
LOC105831955	0.1962
LOC105833659	0.1302
LOC105838004	0.3238
LOC105839305	0.0010
LOC105838906	0.0315
LOC105840770	0.1305
LOC105837519	0.0762
LOC105839135	0.2198
LOC105833750	0.1711
LOC105838555	0.3351
LOC105840386	0.0413
LOC105838135	0.5276
LOC105835252	0.0920
LOC105840746	0.4660
LOC105834670	0.0377
LOC105838985	0.2189
LOC105838314	0.2505
LOC105837345	0.2350
LOC105832663	0.1878
LOC105832232	0.1148
LOC105839150	0.2612
LOC105838334	0.1937
LOC105840252	0.3396
LOC105838657	0.0370
LOC105836377	0.2373
LOC105835676	0.1664
LOC105832978	0.1475
LOC105836640	0.2129
LOC105829314	0.2059
LOC105836878	0.2216
LOC105839366	0.0218
LOC105833687	0.1902
LOC105834536	0.2352
LOC105831699	0.2815
LOC105835670	0.5002
LOC105841135	0.1894
LOC105837006	0.5456
LOC105835732	0.0681
LOC105835428	0.0010
LOC105835578	0.1999
LOC105829195	0.0069
LOC105835841	0.0973
LOC105840103	0.1690
LOC105835303	0.3711
LOC105839878	0.3488
LOC105830723	0.2574
LOC105828236	0.1319
LOC105828385	0.2434
LOC105837132	0.4167
LOC105834332	0.0411
LOC105829116	0.1285
LOC105833839	0.1306
LOC105832010	0.3207
LOC105831347	0.3052
LOC105838420	0.0326
LOC105830469	0.6138
LOC105835686	0.1861
LOC105838174	0.1812
LOC105840008	0.0010
LOC105831926	0.0436
LOC105831447	0.0010
LOC105835330	0.2270
LOC105832527	0.1817
LOC105831381	0.5189
LOC105833306	0.1930
LOC105830379	0.1572
LOC105840190	0.0010
LOC105840055	0.1792
LOC105834369	0.1146
LOC105839769	0.3019
LOC105833474	0.0801
LOC105839552	0.0010
LOC105838974	0.1660
LOC105829478	0.3277
LOC105837156	0.0544
LOC105835311	0.3551
LOC105837683	0.0620
LOC105838394	0.0567
LOC105830122	0.1848
LOC105832284	0.1214
LOC105832208	0.1034
LOC105829267	0.0143
LOC105832764	0.2735
LOC105834894	0.1604
LOC105838614	0.0119
LOC105833784	0.2134
LOC105837728	0.3354
LOC105837081	0.1024
LOC105835834	0.0827
LOC105829883	0.0694
LOC105828470	0.1506
LOC105836819	0.1266
LOC105828481	0.2142
LOC105838313	0.1427
LOC105831605	0.0552
LOC105831548	0.1217
LOC105832951	0.0010
LOC105833747	0.2327
LOC105834059	0.2250
LOC105838276	0.3990
LOC105835157	0.1444
LOC105835929	0.4282
LOC105828493	0.2826
LOC105832756	0.4605
LOC105834963	0.0010
LOC105832901	0.0691
LOC105838469	0.3617
LOC105831865	0.1474
LOC105838411	0.0010
LOC105830234	0.2753
LOC105839825	0.5898
LOC105838573	0.5049
LOC105838325	0.1696
LOC105838476	0.1167
LOC105839770	0.0010
LOC105839962	0.0092
LOC105840090	0.0854
LOC105840828	0.1006
LOC105838789	0.0251
LOC105833072	0.1775
LOC105835691	0.0010
LOC105830480	0.3771
LOC105830397	0.1146
LOC105839647	0.0115
LOC105837693	0.1467
LOC105830472	0.0556
LOC105837303	0.0619
LOC105840798	0.1527
LOC105828928	0.3468
LOC105830009	0.1623
LOC105833467	0.1686
LOC105828486	0.3280
LOC105830969	0.2075
LOC105836328	0.0489
LOC105839114	0.0581
LOC105831589	0.0858
LOC105834974	0.6995
LOC105828022	0.0506
LOC105831534	0.1498
LOC105838950	0.1457
LOC105837978	0.1998
LOC105830660	0.3228
LOC105830970	0.1564
LOC105833536	0.1533
LOC105831138	0.0010
LOC105835541	0.0174
LOC105834956	0.0010
LOC105831616	0.1253
LOC105839442	0.1047
LOC105831317	0.2277
LOC105837164	0.6347
LOC105836481	0.0586
LOC105836158	0.2747
LOC105833841	0.1346
LOC105836100	0.1104
LOC105839445	0.3425
LOC105828328	0.0386
LOC105829354	0.0366
LOC105838466	0.1039
LOC105838222	0.2742
LOC105829342	0.0010
LOC105828431	0.1241
LOC105833485	0.2082
LOC105829041	0.5558
LOC105837646	0.0250
LOC105836772	0.0500
LOC105831488	0.2421
LOC105828956	0.1999
LOC105838419	0.3571
LOC105836278	0.3624
LOC105829716	0.0331
LOC105833493	0.0126
LOC105831241	0.4171
LOC105838850	0.0096
LOC105828381	0.0186
LOC105830923	0.0471
LOC105834309	0.1065
LOC105837743	0.0281
LOC105837537	0.0010
LOC105834650	0.3173
LOC105840574	0.1374
LOC105835557	0.1668
LOC105832611	0.2490
LOC105833381	0.0036
LOC105838108	0.1064
LOC105832370	0.2453
LOC105836431	0.4253
LOC105832650	0.4196
LOC105832092	0.3598
LOC105835999	0.0723
LOC105838357	0.1224
LOC105839198	0.1908
LOC105834446	0.4473
LOC105837590	0.1505
LOC105830036	0.0068
LOC105838332	0.0232
LOC105839456	0.2807
LOC105834033	0.1036
LOC105833224	0.2109
LOC105837854	0.1056
LOC105836807	0.1479
LOC105838087	0.2119
LOC105841090	0.6779
LOC105830016	0.4815
LOC105831849	0.0979
LOC105830936	0.2641
LOC105837980	0.3221
LOC105837863	0.1266
LOC105834755	0.0626
LOC105831425	0.0010
LOC105829093	0.1341
LOC105839318	0.0879
LOC105835409	0.0010
LOC105833249	0.0010
LOC105833923	0.1578
LOC105835191	0.3257
LOC105839423	0.3071
LOC105840129	0.1023
LOC105836052	0.2777
LOC105834289	0.1103
LOC105840849	0.0010
LOC105830716	0.2630
LOC105833030	0.1275
LOC105829485	0.2262
LOC105830618	0.0927
LOC105828920	0.0010
LOC105833013	0.2350
LOC105832619	0.2214
LOC105837078	0.0910
LOC105829275	0.1321
LOC105834851	0.2336
LOC105831201	0.4951
LOC105839875	0.2847
LOC105835073	0.0348
LOC105829765	0.1445
LOC105834644	0.5940
LOC105835928	0.1389
LOC105839060	0.4105
LOC105832729	0.2884
LOC105839398	0.0114
LOC105829102	0.4470
LOC105834129	0.1113
LOC105833516	0.2858
LOC105830914	0.0880
LOC105838324	0.3727
LOC105833890	0.1387
LOC105835153	0.0946
LOC105829033	0.0800
LOC105838356	0.0010
LOC105831053	0.1915
LOC105830199	0.1235
LOC105838290	0.0201
LOC105829773	0.1537
LOC105836652	0.3921
LOC105831080	0.1240
LOC105840439	0.1299
LOC105830007	0.3317
LOC105836401	0.2787
LOC105838971	0.1286
LOC105840683	0.0785
LOC105832906	0.2823
LOC105837258	0.0287
LOC105838300	0.0798
LOC105835967	0.0359
LOC105829877	0.0397
LOC105834223	0.0454
LOC105838660	0.1259
LOC105829300	0.0691
LOC105837969	0.1568
LOC105840911	0.0273
LOC105839006	0.0256
LOC105836771	0.2046
LOC105836131	0.0178
LOC105836071	0.0209
LOC105834183	0.0675
LOC105830871	0.5535
LOC105829169	0.0010
LOC105838775	0.2268
LOC105837656	0.4438
LOC105832461	0.0547
LOC105838377	0.1933
LOC105832785	0.3828
LOC105832352	0.0682
LOC105839197	0.1389
LOC105829747	0.5232
LOC105830925	0.2845
LOC105835790	0.1126
LOC105833689	0.3992
LOC105831492	0.4916
LOC105831888	0.1136
LOC105833430	0.1234
LOC105834456	0.1724
LOC105835423	0.0962
LOC105838504	0.4954
LOC105833436	0.2284
LOC105828951	0.0632
LOC105838409	0.3449
LOC105829498	0.1378
LOC105828992	0.2691
LOC105837410	0.1555
LOC105839975	0.1287
LOC105837238	0.4244
LOC105833842	0.3854
LOC105833469	0.4283
LOC105830643	0.0856
LOC105841003	0.0923
LOC105830740	0.1608
LOC105835673	0.0010
LOC105829222	0.0994
LOC105837466	0.2536
LOC105830398	0.4773
LOC105837770	0.0010
LOC105838249	0.2971
LOC105830545	0.0780
LOC105838039	0.1534
LOC105830177	0.2333
LOC105831433	0.2813
LOC105832950	0.1235
LOC105835719	0.6250
LOC105830031	0.6307
LOC105838689	0.3533
LOC105837661	0.2339
LOC105837165	0.0027
LOC105836857	0.0399
LOC105840049	0.2359
LOC105838853	0.3425
LOC105838017	0.3832
LOC105834178	0.1950
LOC105831180	0.1482
LOC105834204	0.0800
LOC105836865	0.0284
LOC105837914	0.2117
LOC105834374	0.1473
LOC105829283	0.0500
LOC105834193	0.2650
LOC105838496	0.1531
LOC105829391	0.0010
LOC105835499	0.0995
LOC105829129	0.1501
LOC105836280	0.0084
LOC105838702	0.1217
LOC105828830	0.0737
LOC105832539	0.0420
LOC105831995	0.0010
LOC105836236	0.1225
LOC105831188	0.3609
LOC105835241	0.1678
LOC105831371	0.3340
LOC105836520	0.2328
LOC105834912	0.0010
LOC105832843	0.0719
LOC105832101	0.2236
LOC105832111	0.1759
LOC105830257	0.0120
LOC105829502	0.2758
LOC105829237	0.4803
LOC105834112	0.1557
LOC105840868	0.1450
LOC105840289	0.1823
LOC105839620	0.0858
LOC105833967	0.1413
LOC105828175	0.0641
LOC105829327	0.0728
LOC105840635	0.2913
LOC105838233	0.3885
LOC105832385	0.1970
LOC105832123	0.2210
LOC105837189	0.1491
LOC105838963	0.1264
LOC105840428	0.7452
LOC105840662	0.2192
LOC105840402	0.1151
LOC105838019	0.3881
LOC105828963	0.0664
LOC105832365	0.2548
LOC105840037	0.1451
LOC105838735	0.1591
LOC105840183	0.0010
LOC105828159	0.3636
LOC105829274	0.3453
LOC105834188	0.2562
LOC105830838	0.4189
LOC105837557	0.2379
LOC105834278	0.0759
LOC105832454	0.0160
LOC105835022	0.3569
LOC105830878	0.3368
LOC105834146	0.1821
LOC105840317	0.1820
LOC105831978	0.1185
LOC105840863	0.0101
LOC105838968	0.2858
LOC105828131	0.0867
LOC105828859	0.0707
LOC105833203	0.4911
LOC105831387	0.0281
LOC105838480	0.0782
LOC105838395	0.4022
LOC105838772	0.1407
LOC105828965	0.3348
LOC105830190	0.1137
LOC105838599	0.0553
LOC105834127	0.8730
LOC105836599	0.0501
LOC105840930	0.1495
LOC105840161	0.0777
LOC105835527	0.1587
LOC105836427	0.2763
LOC105837052	0.2932
LOC105835283	0.1138
LOC105833791	0.5438
LOC105830375	0.1740
LOC105829914	0.3907
LOC105838840	0.0311
LOC105832482	0.1071
LOC105837619	0.0569
LOC105840870	0.4780
LOC105839297	0.1200
LOC105836675	0.0010
LOC105828434	0.0537
LOC105836182	0.2109
LOC105838557	0.1919
LOC105832028	0.2527
LOC105832320	0.4051
LOC105837620	0.1418
LOC105829484	0.2945
LOC105837424	0.0347
LOC105840903	0.0104
LOC105840106	0.0212
LOC105837141	0.1574
LOC105840897	0.1893
LOC105838479	0.1709
LOC105839249	0.0010
LOC105831728	0.9677
LOC105836571	0.1885
LOC105833204	0.0010
LOC105832261	0.1661
LOC105837076	0.2741
LOC105839970	0.2569
LOC105831121	0.2603
LOC105834043	0.0010
LOC105831174	0.1278
LOC105828198	0.0220
LOC105840714	0.4389
LOC105837064	0.2297
LOC105828206	0.5291
LOC105828387	0.0309
LOC105836454	0.0835
LOC105834126	0.4272
LOC105832323	0.3718
LOC105834380	0.0417
LOC105829752	0.2114
LOC105840929	0.0611
LOC105831560	0.0329
LOC105840630	0.8243
LOC105834596	0.0466
LOC105832528	0.3205
LOC105828276	0.0225
LOC105830593	0.0831
LOC105833388	0.0328
LOC105832810	0.3808
LOC105835344	0.2789
LOC105835012	0.0010
LOC105832958	0.1319
LOC105828671	0.7407
LOC105838421	0.0659
LOC105838415	0.0988
LOC105836671	0.2763
LOC105838567	0.2456
LOC105835472	0.3655
LOC105837905	0.0246
LOC105837062	0.1660
LOC105830402	0.0010
LOC105835689	0.0952
LOC105833312	0.1363
LOC105834277	0.0469
LOC105830145	0.6793
LOC105838445	0.0010
LOC105828312	0.0236
LOC105835912	0.0599
LOC105838518	0.2023
LOC105831100	1.4612
LOC105830665	0.0053
LOC105834769	0.5333
LOC105834160	0.1192
LOC105832803	0.0373
LOC105834464	0.1278
LOC105835095	0.0241
LOC105833352	0.1551
LOC105841122	0.0801
