"Gene","pi"
"LOC100578071",0.00875211086956522
"LOC100578072",0
"LOC100578074",0
"LOC100578084",0.1234796
"LOC100578085",0.0699855
"LOC100578089",0.0624287421052632
"LOC100578090",0.0202020222222222
"LOC100578091",0
"LOC100578093",0
"LOC100578098",0.123685857142857
"LOC100578100",0.09783542
"LOC100578105",0
"LOC100578106",0.08658
"LOC100578107",0.073216647826087
"LOC100578109",0.0460448272727273
"LOC100578111",0.069264
"LOC100578112",0
"LOC100578113",0.0655534428571429
"LOC100578116",0
"LOC100578119",0
"LOC100578121",0.0157418181818182
"LOC100578123",0
"LOC100578126",0
"LOC100578128",0.0909091
"LOC100578129",0
"LOC100578130",0.116233705
"LOC100578132",0
"LOC100578135",0
"LOC100578136",0.17316
"LOC100578137",0.00757575833333333
"LOC100578144",0.0145743033333333
"LOC100578151",0
"LOC100578156",0.0606060285714286
"LOC100578157",0.0139860153846154
"LOC100578159",0.02056275
"LOC100578161",0
"LOC100578162",0.101534772727273
"LOC100578165",0
"LOC100578168",0.022727275
"LOC100578170",0.0561167185185185
"LOC100578177",0.0394420222222222
"LOC100578184",0.214526155555556
"LOC100578186",0
"LOC100578191",0.0247371428571429
"LOC100578193",0
"LOC100578195",0.150072
"LOC100578201",0.0129870142857143
"LOC100578205",0
"LOC100578207",0.0577200515151515
"LOC100578209",0
"LOC100578212",0
"LOC100578213",0.0487413925925926
"LOC100578218",0
"LOC100578220",0
"LOC100578226",0.00534759411764706
"LOC100578227",0.0224320909090909
"LOC100578232",0
"LOC100578233",0.0559785
"LOC100578235",0.0303030333333333
"LOC100578236",0.0708383
"LOC100578237",0
"LOC100578238",0.076792752173913
"LOC100578239",0.0145389094339623
"LOC100578246",0.152751857142857
"LOC100578247",0.01704545625
"LOC100578248",0.027537275
"LOC100578249",0.0151515166666667
"LOC100578253",0
"LOC100578255",0.0661156363636364
"LOC100578257",0.04329
"LOC100578258",0.484848
"LOC100578259",0.01818182
"LOC100578260",0
"LOC100578262",0.034632
"LOC100578263",0
"LOC100578264",0.0909091
"LOC100578265",0
"LOC100578266",0
"LOC100578269",0.0558834863636364
"LOC100578271",0
"LOC100578276",0.0202020222222222
"LOC100578277",0
"LOC100578281",0.0169037238095238
"LOC100578282",0.04329
"LOC100578286",0.107263107407407
"LOC100578289",0.031655875
"LOC100578291",0.0868686066666667
"LOC100578292",0.253555885714286
"LOC100578294",0.15449119375
"LOC100578296",0
"LOC100578298",0.021645
"LOC100578300",0.0970607473684211
"LOC100578304",0.0247371428571429
"LOC100578307",0.00909091
"LOC100578309",0.06753242
"LOC100578311",0
"LOC100578314",0.0240062818181818
"LOC100578316",0.04545455
"LOC100578320",0.255565778571429
"LOC100578321",0.0610698571428571
"LOC100578323",0
"LOC100578324",0.0784030055555556
"LOC100578329",0.00649350714285714
"LOC100578330",0
"LOC100578332",0.0129870142857143
"LOC100578333",0.02886
"LOC100578334",0
"LOC100578337",0.0134680148148148
"LOC100578339",0
"LOC100578341",0.0411255
"LOC100578345",0.0561763674418605
"LOC100578346",0
"LOC100578347",0
"LOC100578349",0
"LOC100578350",0.132683855
"LOC100578352",0
"LOC100578353",0.069264
"LOC100578355",0
"LOC100578356",0
"LOC100578360",0
"LOC100578363",0
"LOC100578368",0.0598189212121212
"LOC100578369",0
"LOC100578370",0
"LOC100578380",0.04329
"LOC100578382",0.0722842860465116
"LOC100578386",0.00779220857142857
"LOC100578388",0.0359407953488372
"LOC100578389",0.0129870142857143
"LOC100578392",0.05281382
"LOC100578397",0.0493506
"LOC100578399",0
"LOC100578400",0.0238095111111111
"LOC100578404",0
"LOC100578406",0
"LOC100578412",0.12244890952381
"LOC100578413",0.196137253846154
"LOC100578417",0.142988187878788
"LOC100578418",0
"LOC100578420",0.0545935388888889
"LOC100578421",0.0259740076923077
"LOC100578423",0.04545455
"LOC100578424",0
"LOC100578428",0
"LOC100578429",0
"LOC100578431",0.104914605882353
"LOC100578433",0
"LOC100578434",0.112475361818182
"LOC100578437",0.063131275
"LOC100578439",0.0524085617021277
"LOC100578442",0
"LOC100578443",0
"LOC100578445",0.0607297242857143
"LOC100578446",0.0157418181818182
"LOC100578448",0
"LOC100578450",0.121212
"LOC100578451",0
"LOC100578454",0.0839826
"LOC100578460",0.177489
"LOC100578464",0.1941866
"LOC100578466",0.0949975055555556
"LOC100578467",0.03636364
"LOC100578468",0
"LOC100578470",0.147382868181818
"LOC100578472",0
"LOC100578473",0.068181825
"LOC100578476",0
"LOC100578478",0.1480518
"LOC100578479",0
"LOC100578482",0
"LOC100578483",0.00790513913043478
"LOC100578484",0
"LOC100578486",0.0584415625
"LOC100578497",0.069264
"LOC100578498",0.0403384136363636
"LOC100578502",0.0440115166666667
"LOC100578503",0
"LOC100578507",0
"LOC100578511",0.0447330111111111
"LOC100578512",0.04264068375
"LOC100578513",0
"LOC100578514",0.101534827272727
"LOC100578515",0
"LOC100578519",0.0297937117647059
"LOC100578522",0
"LOC100578523",0.069264
"LOC100578524",0.111471825
"LOC100578526",0.17316
"LOC100578529",0.00824571428571429
"LOC100578530",0.09653671
"LOC100578532",0.08571424
"LOC100578535",0.167236110526316
"LOC100578537",0
"LOC100578540",0
"LOC100578542",0.0572046785714286
"LOC100578547",0.060606
"LOC100578548",0.0762987625
"LOC100578551",0
"LOC100578553",0
"LOC100578556",0
"LOC100578557",0.0389610071428571
"LOC100578559",0.00909091
"LOC100578560",0
"LOC100578561",0.0404040444444444
"LOC100578562",0.022727275
"LOC100578563",0
"LOC100578566",0
"LOC100578571",0.049512975
"LOC100578575",0.023976
"LOC100578576",0.163738158823529
"LOC100578579",0.0516200696969697
"LOC100578581",0
"LOC100578586",0
"LOC100578587",0
"LOC100578588",0.175197235294118
"LOC100578592",0.0113636375
"LOC100578597",0.00550964242424242
"LOC100578600",0.031385259375
"LOC100578601",0.212121
"LOC100578602",0
"LOC100578606",0.01818182
"LOC100578609",0
"LOC100578611",0.0474878484848485
"LOC100578613",0.06883122
"LOC100578614",0
"LOC100578616",0.1316016
"LOC100578617",0.0389610076923077
"LOC100578618",0.03636364
"LOC100578621",0.0194805214285714
"LOC100578623",0.01818182
"LOC100578624",0
"LOC100578625",0
"LOC100578628",0
"LOC100578629",0.0129870142857143
"LOC100578631",0.0287569357142857
"LOC100578641",0.00699300769230769
"LOC100578648",0.152416920833333
"LOC100578649",0.0101010111111111
"LOC100578651",0
"LOC100578653",0
"LOC100578654",0.05757571
"LOC100578659",0.0880230333333333
"LOC100578660",0
"LOC100578661",0.0101858823529412
"LOC100578662",0.022727275
"LOC100578664",0.0562771111111111
"LOC100578665",0.122392686363636
"LOC100578666",0.17316
"LOC100578668",0.090909
"LOC100578672",0.0273060153846154
"LOC100578674",0.0346320666666667
"LOC100578680",0.05125536
"LOC100578683",0.05772
"LOC100578685",0.0157418181818182
"LOC100578691",0.0309690076923077
"LOC100578694",0.0303030333333333
"LOC100578696",0.0934743925925926
"LOC100578697",0
"LOC100578699",0.0640744530120482
"LOC100578703",0.0669964333333333
"LOC100578704",0
"LOC100578705",0.116656929850746
"LOC100578706",0.0970206588235294
"LOC100578708",0
"LOC100578709",0.0377241571428571
"LOC100578713",0
"LOC100578714",0.1212121
"LOC100578715",0
"LOC100578716",0.0487734266666667
"LOC100578718",0.00505050555555556
"LOC100578719",0.038961
"LOC100578721",0
"LOC100578723",0
"LOC100578724",0
"LOC100578726",0
"LOC100578727",0.0729564235294118
"LOC100578729",0.0374378611111111
"LOC100578730",0.165289127272727
"LOC100578731",0.0198624764705882
"LOC100578732",0.0964748785714286
"LOC100578733",0.0383426
"LOC100578734",0.0303030333333333
"LOC100578735",0
"LOC100578736",0
"LOC100578739",0.09437221
"LOC100578741",0.21558434
"LOC100578743",0
"LOC100578744",0.0583474260869565
"LOC100578745",0.0839160307692308
"LOC100578746",0
"LOC100578747",0
"LOC100578751",0.0615420243243243
"LOC100578754",0
"LOC100578763",0
"LOC100578764",0.132756
"LOC100578765",0.10360742
"LOC100578769",0
"LOC100578770",0.063182819047619
"LOC100578771",0
"LOC100578773",0
"LOC100578774",0.0365419
"LOC100578776",0.0446570736842105
"LOC100578779",0.0151515166666667
"LOC100578780",0.00757575833333333
"LOC100578782",0
"LOC100578783",0.20129855
"LOC100578797",0.0602452666666667
"LOC100578798",0.216450008
"LOC100578801",0.2792205
"LOC100578805",0
"LOC100578810",0.0899470333333333
"LOC100578811",0
"LOC100578813",0.0833804173913043
"LOC100578814",0.0120031409090909
"LOC100578816",0.0442176642857143
"LOC100578818",0.0469696975
"LOC100578820",0
"LOC100578821",0.051948
"LOC100578822",0.0223665166666667
"LOC100578823",0.00413223181818182
"LOC100578824",0
"LOC100578826",0.0297937647058824
"LOC100578828",0
"LOC100578829",0.021645
"LOC100578833",0
"LOC100578834",0
"LOC100578836",0
"LOC100578838",0.225108
"LOC100578842",0.0831870783783784
"LOC100578852",0.034632
"LOC100578853",0
"LOC100578854",0
"LOC100578856",0.073112
"LOC100578860",0.02727273
"LOC100578862",0.05822509125
"LOC100578864",0
"LOC100578865",0.0421093757575758
"LOC100578873",0.3670992
"LOC100578875",0
"LOC100578877",0.1839825
"LOC100578879",0.0800865833333333
"LOC100578883",0.0303030333333333
"LOC100578885",0.01818182
"LOC100578886",0.0476190142857143
"LOC100578888",0.0121212133333333
"LOC100578890",0
"LOC100578892",0
"LOC100578893",0.03192638125
"LOC100578894",0
"LOC100578899",0.059740226
"LOC100578901",0
"LOC100578903",0
"LOC100578907",0
"LOC100578909",0.0487734266666667
"LOC100578910",0.138528
"LOC100578913",0.0659340076923077
"LOC100578919",0.0764790166666667
"LOC100578920",0.454545
"LOC100578921",0.022727275
"LOC100578924",0.0768913047619048
"LOC100578925",0.0255617333333333
"LOC100578928",0.0865800375
"LOC100578929",0.158626935714286
"LOC100578931",0.0303030333333333
"LOC100578935",0.0220057583333333
"LOC100578936",0
"LOC100578937",0
"LOC100578939",0.0459540153846154
"LOC100578947",0
"LOC100578952",0.0494015558823529
"LOC100578953",0.0129870142857143
"LOC100578955",0.0928137866666667
"LOC100578957",0.101731566666667
"LOC100578966",0.034632
"LOC100578968",0.0246753
"LOC100578975",0
"LOC100578976",0.02727273
"LOC100578978",0.0959595166666667
"LOC100578984",0.0733137193548387
"LOC100578988",0.1317253
"LOC100578989",0.0695526266666667
"LOC100578990",0
"LOC100578995",0.155844048484848
"LOC100578998",0
"LOC100578999",0
"LOC100579003",0
"LOC100579005",0.0939510432432432
"LOC100579007",0.0979542803921569
"LOC100579008",0.03636364
"LOC100579011",0
"LOC100579015",0
"LOC100579021",0
"LOC100579022",0
"LOC100579026",0.00699300769230769
"LOC100579028",0
"LOC100579034",0.0151515166666667
"LOC100579037",0.164502109090909
"LOC100579038",0
"LOC100579040",0
"LOC100579047",0
"LOC100579049",0
"LOC100579052",0
"LOC100579053",0.00568181875
"LOC100579054",0.0113636375
"LOC100579055",0.0909091
"LOC100579056",0.01818182
"LOC100579057",0.0113636375
"LOC100579058",0.05454546
"LOC100579060",0.0591002826086957
"LOC100579061",0
"LOC100642173",0.0371057357142857
"LOC100820634",0.0288600125
"LOC100859932",0.0592145678571429
"LOC101664701",0.173160066666667
"LOC101664702",0.0887445
"LOC102653572",0.192331457142857
"LOC102653577",0.169372125
"LOC102653581",0.13468
"LOC102653587",0.0876624
"LOC102653590",0.023467752631579
"LOC102653596",0.0909091
"LOC102653601",0
"LOC102653604",0.0906685296296296
"LOC102653607",0.1459492
"LOC102653609",0.0213903764705882
"LOC102653614",0.0834879
"LOC102653615",0.0453102066666667
"LOC102653623",0.131879964285714
"LOC102653636",0.0151515166666667
"LOC102653637",0.138528
"LOC102653640",0.050505
"LOC102653641",0
"LOC102653652",0.139009048148148
"LOC102653654",0.246753
"LOC102653655",0.0643882073684211
"LOC102653658",0.0165289272727273
"LOC102653663",0.0957473441176471
"LOC102653671",0.017316
"LOC102653672",0
"LOC102653673",0.0680615388888889
"LOC102653680",0.0562770111111111
"LOC102653682",0.11544
"LOC102653693",0
"LOC102653695",0.0773448133333333
"LOC102653696",0.186147
"LOC102653701",0
"LOC102653702",0
"LOC102653703",0.133059789473684
"LOC102653709",0.03398265
"LOC102653716",0.130811143478261
"LOC102653718",0
"LOC102653727",0.0303030333333333
"LOC102653738",0.017316
"LOC102653748",0.05367964
"LOC102653753",0.0602124545454545
"LOC102653755",0.168375373684211
"LOC102653759",0
"LOC102653762",0
"LOC102653763",0.0157101048387097
"LOC102653764",0.0303030333333333
"LOC102653767",0.15131825
"LOC102653771",0
"LOC102653773",0
"LOC102653778",0.0444444133333333
"LOC102653779",0.04329
"LOC102653780",0.13197268
"LOC102653782",0.108706011111111
"LOC102653784",0.04545455
"LOC102653785",0.29783528
"LOC102653787",0
"LOC102653793",0.0755170111111111
"LOC102653795",0
"LOC102653800",0.0380730282051282
"LOC102653803",0.03636364
"LOC102653810",0.148629066666667
"LOC102653814",0.0194805214285714
"LOC102653815",0
"LOC102653824",0
"LOC102653832",0.0332546090909091
"LOC102653835",0.124278529166667
"LOC102653839",0
"LOC102653840",0.0844155133333333
"LOC102653843",0
"LOC102653846",0.294372
"LOC102653847",0.151515029411765
"LOC102653848",0
"LOC102653856",0
"LOC102653857",0
"LOC102653858",0.0822510142857143
"LOC102653862",0
"LOC102653864",0
"LOC102653865",0.0755170111111111
"LOC102653873",0.05772
"LOC102653876",0.13203455
"LOC102653879",0.155844
"LOC102653881",0.123640558536585
"LOC102653886",0.185892423529412
"LOC102653887",0.304762
"LOC102653888",0.0259740285714286
"LOC102653890",0.0406030586206897
"LOC102653893",0.0575138714285714
"LOC102653894",0.044372275
"LOC102653897",0.199855833333333
"LOC102653899",0.0766852
"LOC102653904",0.158249055555556
"LOC102653910",0.3766235
"LOC102653914",0.0884353285714286
"LOC102653920",0.119288025
"LOC102653922",0.0404040305555556
"LOC102653932",0.108843488095238
"LOC102653935",0.0305576647058824
"LOC102653936",0.017316
"LOC102653946",0.08658
"LOC102653947",0.0486291166666667
"LOC102653950",0.1731602
"LOC102653951",0
"LOC102653952",0
"LOC102653954",0.130591566666667
"LOC102653955",0
"LOC102653956",0
"LOC102653957",0.0303030333333333
"LOC102653958",0.022727275
"LOC102653960",0
"LOC102653961",0.02294374
"LOC102653965",0
"LOC102653967",0
"LOC102653979",0.0129870142857143
"LOC102653988",0.082251
"LOC102653993",0.0516594133333333
"LOC102654001",0.0754483142857143
"LOC102654004",0.082251
"LOC102654007",0
"LOC102654008",0.11484588627451
"LOC102654009",0.16450202
"LOC102654012",0.0880230333333333
"LOC102654014",0
"LOC102654016",0.10606055
"LOC102654024",0
"LOC102654025",0
"LOC102654028",0
"LOC102654029",0
"LOC102654032",0.08658
"LOC102654033",0
"LOC102654041",0.0161353727272727
"LOC102654046",0.219336
"LOC102654047",0.04329
"LOC102654049",0.0160427823529412
"LOC102654053",0.0577200285714286
"LOC102654060",0.0969696
"LOC102654066",0.125541
"LOC102654069",0
"LOC102654074",0
"LOC102654078",0
"LOC102654083",0
"LOC102654084",0.02727273
"LOC102654086",0.232804144444444
"LOC102654090",0
"LOC102654091",0
"LOC102654097",0.04545455
"LOC102654099",0
"LOC102654105",0.01818182
"LOC102654108",0
"LOC102654111",0.0279720307692308
"LOC102654114",0
"LOC102654116",0.12207782
"LOC102654121",0.0303030333333333
"LOC102654122",0
"LOC102654127",0.017316
"LOC102654136",0.1593072
"LOC102654146",0.027417
"LOC102654148",0.124098
"LOC102654149",0.123685714285714
"LOC102654152",0.0430353764705882
"LOC102654158",0.0925324
"LOC102654159",0
"LOC102654160",0.036741041025641
"LOC102654161",0.00909091
"LOC102654164",0.0909091
"LOC102654165",0.044125450877193
"LOC102654166",0.114812726086957
"LOC102654168",0
"LOC102654169",0
"LOC102654173",0.0840335588235294
"LOC102654175",0
"LOC102654178",0.073593
"LOC102654182",0.04329
"LOC102654183",0.0838589685714286
"LOC102654184",0.0574795166666667
"LOC102654192",0
"LOC102654194",0.2272725
"LOC102654200",0.1113172
"LOC102654206",0.0731601
"LOC102654211",0.00865800952380952
"LOC102654212",0.12337655
"LOC102654215",0
"LOC102654216",0
"LOC102654217",0.519481
"LOC102654220",0.0546536375
"LOC102654224",0.101731566666667
"LOC102654242",0.0303030333333333
"LOC102654245",0.10194803
"LOC102654246",0.0766852
"LOC102654257",0
"LOC102654261",0
"LOC102654264",0
"LOC102654268",0
"LOC102654271",0.0417621411764706
"LOC102654281",0.0310245138888889
"LOC102654282",0
"LOC102654286",0.0780390135135135
"LOC102654289",0
"LOC102654309",0
"LOC102654312",0
"LOC102654313",0
"LOC102654315",0.00826446363636364
"LOC102654317",0.08658
"LOC102654331",0.0511951608695652
"LOC102654338",0.17316
"LOC102654339",0.17316
"LOC102654344",0.0446674181818182
"LOC102654345",0.034632
"LOC102654353",0.112794505555556
"LOC102654355",0
"LOC102654365",0
"LOC102654366",0.0419580153846154
"LOC102654367",0
"LOC102654368",0
"LOC102654369",0.04022365
"LOC102654371",0.066017275
"LOC102654379",0
"LOC102654380",0
"LOC102654391",0.253968
"LOC102654393",0.252609947058824
"LOC102654395",0.0757575625
"LOC102654398",0.0101010111111111
"LOC102654405",0.0389610076923077
"LOC102654408",0.192881085185185
"LOC102654422",0
"LOC102654426",0
"LOC102654427",0.087702462962963
"LOC102654432",0.0440115166666667
"LOC102654435",0.0151515166666667
"LOC102654436",0.102813796428571
"LOC102654448",0.0444238190476191
"LOC102654452",0.110165662068966
"LOC102654459",0
"LOC102654461",0
"LOC102654462",0.121933566666667
"LOC102654465",0
"LOC102654470",0.0259740285714286
"LOC102654472",0.127705568181818
"LOC102654481",0
"LOC102654482",0.08744582
"LOC102654495",0
"LOC102654496",0
"LOC102654503",0.05281382
"LOC102654510",0.03217892
"LOC102654517",0
"LOC102654520",0.00339529411764706
"LOC102654525",0.0909091
"LOC102654530",0
"LOC102654534",0.167388044444444
"LOC102654542",0.0458364941176471
"LOC102654554",0
"LOC102654555",0
"LOC102654563",0.259485364705882
"LOC102654567",0
"LOC102654575",0.1316016
"LOC102654576",0
"LOC102654580",0.022727275
"LOC102654585",0.1266235
"LOC102654592",0.0537517708333333
"LOC102654594",0.103896
"LOC102654597",0.0494742857142857
"LOC102654608",0.0637544727272727
"LOC102654609",0.238428065384615
"LOC102654610",0
"LOC102654620",0.170995566666667
"LOC102654621",0.0588744933333333
"LOC102654626",0
"LOC102654640",0.0464383727272727
"LOC102654641",0
"LOC102654644",0
"LOC102654652",0
"LOC102654653",0.0254930055555556
"LOC102654660",0.04545455
"LOC102654669",0.1325756375
"LOC102654676",0.16341979375
"LOC102654682",0
"LOC102654683",0.00568181875
"LOC102654684",0.05772
"LOC102654685",0.01818182
"LOC102654696",0.04329
"LOC102654703",0.102813758333333
"LOC102654704",0.0623376
"LOC102654708",0.0606060666666667
"LOC102654712",0.100804028571429
"LOC102654715",0.0364357583333333
"LOC102654726",0.0326883857142857
"LOC102654729",0
"LOC102654736",0
"LOC102654737",0
"LOC102654740",0.0333588088235294
"LOC102654743",0.288600333333333
"LOC102654745",0
"LOC102654746",0.02110388125
"LOC102654758",0.08874455
"LOC102654766",0.02664
"LOC102654768",0.00757575833333333
"LOC102654773",0.0139860153846154
"LOC102654776",0
"LOC102654777",0.0129870142857143
"LOC102654781",0.0708383
"LOC102654782",0.1038962
"LOC102654783",0
"LOC102654785",0.0940011428571429
"LOC102654791",0
"LOC102654795",0.111673596610169
"LOC102654799",0.0336330076923077
"LOC102654800",0.370851
"LOC102654804",0
"LOC102654821",0.01924
"LOC102654839",0.00826446363636364
"LOC102654841",0.0945967666666667
"LOC102654851",0.1073592
"LOC102654853",0.08658
"LOC102654858",0.0209790230769231
"LOC102654860",0.0591630333333333
"LOC102654864",0.05772
"LOC102654867",0.15367957375
"LOC102654871",0.0493506
"LOC102654874",0.04545455
"LOC102654878",0.0720652058823529
"LOC102654889",0.0281385555555556
"LOC102654890",0
"LOC102654894",0.066017275
"LOC102654897",0.00909091
"LOC102654899",0.0214904
"LOC102654905",0
"LOC102654906",0.0593073
"LOC102654907",0.133237011111111
"LOC102654908",0
"LOC102654913",0
"LOC102654918",0.196248
"LOC102654920",0
"LOC102654921",0.0582750230769231
"LOC102654925",0.1233765
"LOC102654930",0.0869236126984127
"LOC102654933",0.04545455
"LOC102654936",0.061688275
"LOC102654949",0.0247371428571429
"LOC102654952",0
