LOC105827748	XP_012521288.1
LOC105828403	XP_012522165.1
LOC105828404	XP_012522166.1
LOC105828404	XP_012522167.1
LOC105828404	XP_012522168.1
LOC105828404	XP_012522169.1
LOC105828405	XP_012522173.1
LOC105828406	XP_012522170.1
LOC105828407	XP_012522171.1
LOC105828408	XP_012522174.1
LOC105828409	XP_012522175.1
LOC105828410	XP_012522176.1
LOC105828410	XP_012522177.1
LOC105828410	XP_012522178.1
LOC105828410	XP_012522179.1
LOC105828411	XP_012522180.1
LOC105828412	XP_012522181.1
LOC105828413	XP_012522185.1
LOC105828414	XP_012522182.1
LOC105828415	XP_012522183.1
LOC105828416	XP_012522184.1
LOC105828416	XP_012522186.1
LOC105828417	XP_012522187.1
LOC105828418	XP_012522188.1
LOC105828419	XP_012522189.1
LOC105828420	XP_012522190.1
LOC105828421	XP_012522195.1
LOC105828421	XP_012522202.1
LOC105828422	XP_012522191.1
LOC105828422	XP_012522192.1
LOC105828422	XP_012522193.1
LOC105828423	XP_012522194.1
LOC105828425	XP_012522196.1
LOC105828426	XP_012522197.1
LOC105828427	XP_012522198.1
LOC105828427	XP_012522199.1
LOC105828427	XP_012522200.1
LOC105828427	XP_012522201.1
LOC105828428	XP_012522203.1
LOC105828429	XP_012522204.1
LOC105828430	XP_012522205.1
LOC105828431	XP_012522206.1
LOC105828432	XP_012522207.1
LOC105828433	XP_012522208.1
LOC105828433	XP_012522209.1
LOC105828434	XP_012522212.1
LOC105828435	XP_012522210.1
LOC105828436	XP_012522211.1
LOC105828437	XP_012522213.1
LOC105828438	XP_012522214.1
LOC105828438	XP_012522215.1
LOC105828440	XP_012522216.1
LOC105828442	XP_012522217.1
LOC105828443	XP_012522218.1
LOC105828444	XP_012522221.1
LOC105828444	XP_012522228.1
LOC105828445	XP_012522219.1
LOC105828446	XP_012522220.1
LOC105828447	XP_012522222.1
LOC105828447	XP_012522223.1
LOC105828447	XP_012522224.1
LOC105828447	XP_012522225.1
LOC105828448	XP_012522226.1
LOC105828449	XP_012522227.1
LOC105828450	XP_012522229.1
LOC105828451	XP_012522230.1
LOC105828452	XP_012522231.1
LOC105828452	XP_012522232.1
LOC105828453	XP_012522233.1
LOC105828454	XP_012522234.1
LOC105828454	XP_012522235.1
LOC105828455	XP_012522236.1
LOC105828456	XP_012522240.1
LOC105828457	XP_012522237.1
LOC105828458	XP_012522238.1
LOC105828458	XP_012522239.1
LOC105828459	XP_012522241.1
LOC105828460	XP_012522242.1
LOC105828461	XP_012522243.1
LOC105828461	XP_012522244.1
LOC105828461	XP_012522245.1
LOC105828462	XP_012522246.1
LOC105828462	XP_012522247.1
LOC105828463	XP_012522248.1
LOC105828465	XP_012522249.1
LOC105828466	XP_012522250.1
LOC105828467	XP_012522251.1
LOC105828468	XP_012522252.1
LOC105828469	XP_012522253.1
LOC105828469	XP_012522254.1
LOC105828470	XP_012522255.1
LOC105828471	XP_012522256.1
LOC105828471	XP_012522257.1
LOC105828472	XP_012522258.1
LOC105828473	XP_012522259.1
LOC105828473	XP_012522260.1
LOC105828473	XP_012522261.1
LOC105828474	XP_012522264.1
LOC105828475	XP_012522262.1
LOC105828475	XP_012522263.1
LOC105828476	XP_012522265.1
LOC105828476	XP_012522266.1
LOC105828477	XP_012522267.1
LOC105828478	XP_012522268.1
LOC105828478	XP_012522269.1
LOC105828479	XP_012522270.1
LOC105828480	XP_012522271.1
LOC105828480	XP_012522272.1
LOC105828480	XP_012522273.1
LOC105828481	XP_012522277.1
LOC105828482	XP_012522274.1
LOC105828482	XP_012522275.1
LOC105828482	XP_012522276.1
LOC105828482	XP_012522278.1
LOC105828482	XP_012522279.1
LOC105828482	XP_012522280.1
LOC105828482	XP_012522281.1
LOC105828483	XP_012522282.1
LOC105828484	XP_012522283.1
LOC105828484	XP_012522284.1
LOC105828484	XP_012522285.1
LOC105828484	XP_012522286.1
LOC105828485	XP_012522323.1
LOC105828486	XP_012522291.1
LOC105828487	XP_012522287.1
LOC105828487	XP_012522288.1
LOC105828487	XP_012522289.1
LOC105828487	XP_012522290.1
LOC105828487	XP_012522292.1
LOC105828487	XP_012522293.1
LOC105828488	XP_012522294.1
LOC105828489	XP_012522295.1
LOC105828490	XP_012522296.1
LOC105828491	XP_012522297.1
LOC105828492	XP_012522298.1
LOC105828493	XP_012522302.1
LOC105828494	XP_012522299.1
LOC105828494	XP_012522300.1
LOC105828496	XP_012522301.1
LOC105828496	XP_012522303.1
LOC105828496	XP_012522304.1
LOC105828497	XP_012522305.1
LOC105828497	XP_012522306.1
LOC105828498	XP_012522307.1
LOC105828499	XP_012522308.1
LOC105828499	XP_012522309.1
LOC105828500	XP_012522310.1
LOC105828500	XP_012522311.1
LOC105828501	XP_012522313.1
LOC105828502	XP_012522312.1
LOC105828504	XP_012522314.1
LOC105828504	XP_012522315.1
LOC105828505	XP_012522316.1
LOC105828505	XP_012522317.1
LOC105828505	XP_012522318.1
LOC105828505	XP_012522319.1
LOC105828507	XP_012522324.1
LOC105828507	XP_012522332.1
LOC105828508	XP_012522320.1
LOC105828509	XP_012522321.1
LOC105828510	XP_012522322.1
LOC105828511	XP_012522325.1
LOC105828512	XP_012522326.1
LOC105828513	XP_012522327.1
LOC105828514	XP_012522328.1
LOC105828514	XP_012522329.1
LOC105828515	XP_012522330.1
LOC105828516	XP_012522331.1
LOC105828517	XP_012522333.1
LOC105828517	XP_012522334.1
LOC105828518	XP_012522335.1
LOC105828519	XP_012522336.1
LOC105828520	XP_012522337.1
LOC105828521	XP_012522338.1
LOC105828522	XP_012522339.1
LOC105828522	XP_012522340.1
LOC105828522	XP_012522341.1
LOC105828523	XP_012522344.1
LOC105828524	XP_012522342.1
LOC105828525	XP_012522343.1
LOC105828526	XP_012522345.1
LOC105828527	XP_012522346.1
LOC105828528	XP_012522347.1
LOC105828529	XP_012522348.1
LOC105828530	XP_012522349.1
LOC105828531	XP_012522350.1
LOC105828532	XP_012522351.1
LOC105828533	XP_012522354.1
LOC105828533	XP_012522363.1
LOC105828534	XP_012522352.1
LOC105828535	XP_012522353.1
LOC105828536	XP_012522355.1
LOC105828537	XP_012522356.1
LOC105828537	XP_012522357.1
LOC105828538	XP_012522358.1
LOC105828539	XP_012522359.1
LOC105828540	XP_012522360.1
LOC105828541	XP_012522361.1
LOC105828541	XP_012522362.1
LOC105828542	XP_012522364.1
LOC105828542	XP_012522365.1
LOC105828543	XP_012522366.1
LOC105828544	XP_012522367.1
LOC105828544	XP_012522368.1
LOC105828545	XP_012522369.1
LOC105828546	XP_012522370.1
LOC105828547	XP_012522375.1
LOC105828547	XP_012522383.1
LOC105828547	XP_012522391.1
LOC105828547	XP_012522400.1
LOC105828547	XP_012522409.1
LOC105828548	XP_012522371.1
LOC105828549	XP_012522372.1
LOC105828550	XP_012522373.1
LOC105828550	XP_012522374.1
LOC105828551	XP_012522376.1
LOC105828551	XP_012522377.1
LOC105828552	XP_012522378.1
LOC105828553	XP_012522379.1
LOC105828554	XP_012522380.1
LOC105828554	XP_012522381.1
LOC105828555	XP_012522382.1
LOC105828556	XP_012522384.1
LOC105828557	XP_012522385.1
LOC105828557	XP_012522386.1
LOC105828558	XP_012522387.1
LOC105828559	XP_012522388.1
LOC105828559	XP_012522389.1
LOC105828559	XP_012522390.1
LOC105828560	XP_012522392.1
LOC105828561	XP_012522393.1
LOC105828561	XP_012522394.1
LOC105828562	XP_012522395.1
LOC105828562	XP_012522396.1
LOC105828562	XP_012522397.1
LOC105828563	XP_012522398.1
LOC105828564	XP_012522399.1
LOC105828565	XP_012522401.1
LOC105828566	XP_012522402.1
LOC105828567	XP_012522403.1
LOC105828568	XP_012522404.1
LOC105828568	XP_012522405.1
LOC105828568	XP_012522406.1
LOC105828569	XP_012522447.1
LOC105828570	XP_012522407.1
LOC105828570	XP_012522408.1
LOC105828570	XP_012522410.1
LOC105828570	XP_012522411.1
LOC105828570	XP_012522412.1
LOC105828570	XP_012522413.1
LOC105828572	XP_012522414.1
LOC105828572	XP_012522415.1
LOC105828573	XP_012522416.1
LOC105828574	XP_012522417.1
LOC105828574	XP_012522418.1
LOC105828575	XP_012522421.1
LOC105828576	XP_012522419.1
LOC105828576	XP_012522420.1
LOC105828577	XP_012522422.1
LOC105828578	XP_012522423.1
LOC105828578	XP_012522424.1
LOC105828578	XP_012522425.1
LOC105828579	XP_012522426.1
LOC105828579	XP_012522427.1
LOC105828580	XP_012522428.1
LOC105828580	XP_012522429.1
LOC105828581	XP_012522430.1
LOC105828581	XP_012522431.1
LOC105828581	XP_012522432.1
LOC105828581	XP_012522433.1
LOC105828582	XP_012522435.1
LOC105828583	XP_012522434.1
LOC105828583	XP_012522436.1
LOC105828584	XP_012522437.1
LOC105828585	XP_012522438.1
LOC105828586	XP_012522439.1
LOC105828587	XP_012522440.1
LOC105828588	XP_012522441.1
LOC105828589	XP_012522442.1
LOC105828589	XP_012522443.1
LOC105828589	XP_012522444.1
LOC105828590	XP_012522448.1
LOC105828590	XP_012522457.1
LOC105828591	XP_012522445.1
LOC105828591	XP_012522446.1
LOC105828592	XP_012522449.1
LOC105828592	XP_012522450.1
LOC105828592	XP_012522451.1
LOC105828592	XP_012522452.1
LOC105828592	XP_012522453.1
LOC105828593	XP_012522454.1
LOC105828594	XP_012522455.1
LOC105828594	XP_012522456.1
LOC105828595	XP_012522458.1
LOC105828595	XP_012522459.1
LOC105828597	XP_012522460.1
LOC105828597	XP_012522461.1
LOC105828597	XP_012522462.1
LOC105828597	XP_012522463.1
LOC105828597	XP_012522464.1
LOC105828597	XP_012522465.1
LOC105828597	XP_012522466.1
LOC105828597	XP_012522467.1
LOC105828597	XP_012522468.1
LOC105828597	XP_012522469.1
LOC105828598	XP_012522471.1
LOC105828598	XP_012522481.1
LOC105828598	XP_012522491.1
LOC105828599	XP_012522470.1
LOC105828600	XP_012522472.1
LOC105828601	XP_012522473.1
LOC105828602	XP_012522474.1
LOC105828602	XP_012522475.1
LOC105828602	XP_012522476.1
LOC105828602	XP_012522477.1
LOC105828602	XP_012522478.1
LOC105828602	XP_012522479.1
LOC105828602	XP_012522480.1
LOC105828602	XP_012522482.1
LOC105828602	XP_012522483.1
LOC105828603	XP_012522484.1
LOC105828603	XP_012522485.1
LOC105828603	XP_012522486.1
LOC105828603	XP_012522487.1
LOC105828603	XP_012522488.1
LOC105828603	XP_012522489.1
LOC105828604	XP_012522490.1
LOC105828604	XP_012522492.1
LOC105828604	XP_012522493.1
LOC105828604	XP_012522494.1
LOC105828605	XP_012522495.1
LOC105828605	XP_012522496.1
LOC105828605	XP_012522497.1
LOC105828606	XP_012522498.1
LOC105828606	XP_012522499.1
LOC105828606	XP_012522500.1
LOC105828606	XP_012522501.1
LOC105828607	XP_012522505.1
LOC105828608	XP_012522502.1
LOC105828608	XP_012522503.1
LOC105828608	XP_012522504.1
LOC105828609	XP_012522506.1
LOC105828610	XP_012522507.1
LOC105828610	XP_012522508.1
LOC105828610	XP_012522509.1
LOC105828610	XP_012522510.1
LOC105828610	XP_012522511.1
LOC105828610	XP_012522512.1
LOC105828611	XP_012522513.1
LOC105828612	XP_012522514.1
LOC105828613	XP_012522518.1
LOC105828613	XP_012522526.1
LOC105828614	XP_012522515.1
LOC105828615	XP_012522516.1
LOC105828616	XP_012522517.1
LOC105828617	XP_012522519.1
LOC105828618	XP_012522520.1
LOC105828618	XP_012522521.1
LOC105828619	XP_012522522.1
LOC105828620	XP_012522523.1
LOC105828620	XP_012522524.1
LOC105828621	XP_012522525.1
LOC105828622	XP_012522527.1
LOC105828622	XP_012522528.1
LOC105828623	XP_012522529.1
LOC105828623	XP_012522530.1
LOC105828623	XP_012522531.1
LOC105828624	XP_012522532.1
LOC105828624	XP_012522533.1
LOC105828625	XP_012522534.1
LOC105828625	XP_012522535.1
LOC105828625	XP_012522536.1
LOC105828627	XP_012522537.1
LOC105828628	XP_012522538.1
LOC105828631	XP_012522539.1
LOC105828632	XP_012522540.1
LOC105828632	XP_012522541.1
LOC105828633	XP_012522545.1
LOC105828634	XP_012522542.1
LOC105828635	XP_012522543.1
LOC105828635	XP_012522544.1
LOC105828636	XP_012522546.1
LOC105828637	XP_012522547.1
LOC105828638	XP_012522548.1
LOC105828638	XP_012522549.1
LOC105828638	XP_012522550.1
LOC105828639	XP_012522551.1
LOC105828640	XP_012522552.1
LOC105828640	XP_012522553.1
LOC105828641	XP_012522557.1
LOC105828642	XP_012522554.1
LOC105828643	XP_012522555.1
LOC105828644	XP_012522556.1
LOC105828646	XP_012522558.1
LOC105828647	XP_012522559.1
LOC105828648	XP_012522560.1
LOC105828649	XP_012522561.1
LOC105828650	XP_012522562.1
LOC105828651	XP_012522563.1
LOC105828652	XP_012522564.1
LOC105828653	XP_012522569.1
LOC105828654	XP_012522565.1
LOC105828654	XP_012522566.1
LOC105828654	XP_012522567.1
LOC105828654	XP_012522568.1
LOC105828655	XP_012522570.1
LOC105828656	XP_012522571.1
LOC105828656	XP_012522572.1
LOC105828656	XP_012522573.1
LOC105828657	XP_012522574.1
LOC105828658	XP_012522575.1
LOC105828660	XP_012522578.1
LOC105828661	XP_012522576.1
LOC105828662	XP_012522577.1
LOC105828663	XP_012522579.1
LOC105828664	XP_012522580.1
LOC105828664	XP_012522581.1
LOC105828665	XP_012522582.1
LOC105828665	XP_012522583.1
LOC105828666	XP_012522584.1
LOC105828667	XP_012522585.1
LOC105828668	XP_012522586.1
LOC105828669	XP_012522590.1
LOC105828670	XP_012522587.1
LOC105828671	XP_012522588.1
LOC105828672	XP_012522589.1
LOC105828672	XP_012522591.1
LOC105828673	XP_012522592.1
LOC105828674	XP_012522593.1
LOC105828675	XP_012522594.1
LOC105828675	XP_012522595.1
LOC105828675	XP_012522596.1
LOC105828676	XP_012522597.1
LOC105828676	XP_012522598.1
LOC105828677	XP_012522604.1
LOC105828678	XP_012522599.1
LOC105828678	XP_012522600.1
LOC105828678	XP_012522601.1
LOC105828678	XP_012522602.1
LOC105828678	XP_012522603.1
LOC105828679	XP_012522605.1
LOC105828680	XP_012522606.1
LOC105828682	XP_012522607.1
LOC105828683	XP_012522608.1
LOC105828684	XP_012522609.1
LOC105828685	XP_012522610.1
LOC105828686	XP_012522613.1
LOC105828687	XP_012522611.1
LOC105828688	XP_012522612.1
LOC105828690	XP_012522645.1
LOC105828691	XP_012522614.1
LOC105828692	XP_012522615.1
LOC105828692	XP_012522616.1
LOC105828693	XP_012522617.1
LOC105828694	XP_012522618.1
LOC105828695	XP_012522619.1
LOC105828696	XP_012522620.1
LOC105828697	XP_012522621.1
LOC105828698	XP_012522622.1
LOC105828699	XP_012522623.1
LOC105828701	XP_012522624.1
LOC105828702	XP_012522628.1
LOC105828703	XP_012522625.1
LOC105828704	XP_012522626.1
LOC105828705	XP_012522627.1
LOC105828707	XP_012522629.1
LOC105828707	XP_012522630.1
LOC105828707	XP_012522631.1
LOC105828707	XP_012522632.1
LOC105828708	XP_012522633.1
LOC105828708	XP_012522634.1
LOC105828708	XP_012522635.1
LOC105828708	XP_012522636.1
LOC105828709	XP_012522640.1
LOC105828710	XP_012522637.1
LOC105828711	XP_012522638.1
LOC105828711	XP_012522639.1
LOC105828712	XP_012522641.1
LOC105828712	XP_012522642.1
LOC105828713	XP_012522643.1
LOC105828714	XP_012522644.1
LOC105828716	XP_012522646.1
LOC105828717	XP_012522651.1
LOC105828717	XP_012522657.1
LOC105828718	XP_012522647.1
LOC105828719	XP_012522648.1
LOC105828719	XP_012522649.1
LOC105828720	XP_012522650.1
LOC105828721	XP_012522652.1
LOC105828721	XP_012522653.1
LOC105828722	XP_012522654.1
LOC105828723	XP_012522655.1
LOC105828724	XP_012522656.1
LOC105828725	XP_012522658.1
LOC105828726	XP_012522659.1
LOC105828727	XP_012522660.1
LOC105828728	XP_012522661.1
LOC105828729	XP_012522662.1
LOC105828730	XP_012522663.1
LOC105828731	XP_012522667.1
LOC105828732	XP_012522664.1
LOC105828732	XP_012522665.1
LOC105828733	XP_012522666.1
LOC105828734	XP_012522668.1
LOC105828734	XP_012522669.1
LOC105828734	XP_012522670.1
LOC105828734	XP_012522671.1
LOC105828734	XP_012522672.1
LOC105828735	XP_012522673.1
LOC105828736	XP_012522674.1
LOC105828737	XP_012522675.1
LOC105828738	XP_012522679.1
LOC105828739	XP_012522676.1
LOC105828740	XP_012522677.1
LOC105828741	XP_012522678.1
LOC105828742	XP_012522680.1
LOC105828742	XP_012522681.1
LOC105828743	XP_012522682.1
LOC105828744	XP_012522683.1
LOC105828745	XP_012522684.1
LOC105828746	XP_012522685.1
LOC105828746	XP_012522686.1
LOC105828747	XP_012522690.1
LOC105828749	XP_012522687.1
LOC105828749	XP_012522688.1
LOC105828750	XP_012522689.1
LOC105828751	XP_012522691.1
LOC105828752	XP_012522692.1
LOC105828753	XP_012522693.1
LOC105828754	XP_012522694.1
LOC105828755	XP_012522695.1
LOC105828756	XP_012522696.1
LOC105828757	XP_012522697.1
LOC105828758	XP_012522701.1
LOC105828759	XP_012522698.1
LOC105828759	XP_012522699.1
LOC105828759	XP_012522700.1
LOC105828760	XP_012522702.1
LOC105828761	XP_012522703.1
LOC105828762	XP_012522704.1
LOC105828762	XP_012522705.1
LOC105828762	XP_012522706.1
LOC105828762	XP_012522707.1
LOC105828762	XP_012522708.1
LOC105828762	XP_012522709.1
LOC105828762	XP_012522710.1
LOC105828762	XP_012522711.1
LOC105828763	XP_012522712.1
LOC105828764	XP_012522713.1
LOC105828765	XP_012522714.1
LOC105828766	XP_012522715.1
LOC105828767	XP_012522716.1
LOC105828768	XP_012522758.1
LOC105828769	XP_012522717.1
LOC105828770	XP_012522718.1
LOC105828771	XP_012522719.1
LOC105828773	XP_012522723.1
LOC105828774	XP_012522720.1
LOC105828775	XP_012522721.1
LOC105828776	XP_012522722.1
LOC105828777	XP_012522724.1
LOC105828778	XP_012522725.1
LOC105828780	XP_012522726.1
LOC105828781	XP_012522727.1
LOC105828782	XP_012522728.1
LOC105828782	XP_012522729.1
LOC105828783	XP_012522733.1
LOC105828783	XP_012522741.1
LOC105828783	XP_012522752.1
LOC105828784	XP_012522730.1
LOC105828784	XP_012522731.1
LOC105828784	XP_012522732.1
LOC105828784	XP_012522734.1
LOC105828785	XP_012522735.1
LOC105828786	XP_012522736.1
LOC105828787	XP_012522737.1
LOC105828789	XP_012522738.1
LOC105828789	XP_012522739.1
LOC105828790	XP_012522740.1
LOC105828790	XP_012522742.1
LOC105828790	XP_012522743.1
LOC105828790	XP_012522744.1
LOC105828790	XP_012522745.1
LOC105828790	XP_012522746.1
LOC105828790	XP_012522747.1
LOC105828790	XP_012522748.1
LOC105828790	XP_012522749.1
LOC105828790	XP_012522750.1
LOC105828790	XP_012522751.1
LOC105828790	XP_012522753.1
LOC105828790	XP_012522754.1
LOC105828790	XP_012522755.1
LOC105828790	XP_012522756.1
LOC105828790	XP_012522757.1
LOC105828791	XP_012522759.1
LOC105828792	XP_012522760.1
LOC105828793	XP_012522761.1
LOC105828793	XP_012522762.1
LOC105828794	XP_012522764.1
LOC105828795	XP_012522763.1
LOC105828797	XP_012522765.1
LOC105828797	XP_012522766.1
LOC105828798	XP_012522767.1
LOC105828800	XP_012522768.1
LOC105828801	XP_012522769.1
LOC105828801	XP_012522770.1
LOC105828801	XP_012522771.1
LOC105828801	XP_012522772.1
LOC105828802	XP_012522773.1
LOC105828803	XP_012522774.1
LOC105828804	XP_012522778.1
LOC105828805	XP_012522775.1
LOC105828806	XP_012522776.1
LOC105828808	XP_012522777.1
LOC105828808	XP_012522779.1
LOC105828809	XP_012522780.1
LOC105828810	XP_012522781.1
LOC105828811	XP_012522782.1
LOC105828813	XP_012522783.1
LOC105828813	XP_012522784.1
LOC105828813	XP_012522785.1
LOC105828814	XP_012522788.1
LOC105828815	XP_012522786.1
LOC105828815	XP_012522787.1
LOC105828815	XP_012522789.1
LOC105828816	XP_012522790.1
LOC105828816	XP_012522791.1
LOC105828816	XP_012522792.1
LOC105828817	XP_012522793.1
LOC105828818	XP_012523182.1
LOC105828818	XP_012523976.1
LOC105828818	XP_012524715.1
LOC105828819	XP_012522794.1
LOC105828820	XP_012522795.1
LOC105828821	XP_012522796.1
LOC105828821	XP_012522797.1
LOC105828821	XP_012522798.1
LOC105828821	XP_012522799.1
LOC105828821	XP_012522800.1
LOC105828822	XP_012522801.1
LOC105828823	XP_012522802.1
LOC105828823	XP_012522803.1
LOC105828825	XP_012522804.1
LOC105828826	XP_012522805.1
LOC105828827	XP_012522806.1
LOC105828828	XP_012522807.1
LOC105828828	XP_012522808.1
LOC105828829	XP_012522812.1
LOC105828830	XP_012522809.1
LOC105828831	XP_012522810.1
LOC105828832	XP_012522811.1
LOC105828833	XP_012522813.1
LOC105828833	XP_012522814.1
LOC105828834	XP_012522815.1
LOC105828834	XP_012522816.1
LOC105828834	XP_012522817.1
LOC105828834	XP_012522818.1
LOC105828834	XP_012522819.1
LOC105828834	XP_012522820.1
LOC105828834	XP_012522821.1
LOC105828834	XP_012522822.1
LOC105828834	XP_012522823.1
LOC105828834	XP_012522824.1
LOC105828835	XP_012522827.1
LOC105828836	XP_012522825.1
LOC105828837	XP_012522826.1
LOC105828838	XP_012522828.1
LOC105828839	XP_012522829.1
LOC105828840	XP_012522830.1
LOC105828841	XP_012522831.1
LOC105828842	XP_012522832.1
LOC105828843	XP_012522833.1
LOC105828844	XP_012522834.1
LOC105828844	XP_012522835.1
LOC105828844	XP_012522836.1
LOC105828844	XP_012522837.1
LOC105828845	XP_012522873.1
LOC105828846	XP_012522839.1
LOC105828847	XP_012522838.1
LOC105828847	XP_012522840.1
LOC105828847	XP_012522841.1
LOC105828847	XP_012522842.1
LOC105828847	XP_012522843.1
LOC105828847	XP_012522844.1
LOC105828848	XP_012522845.1
LOC105828849	XP_012522846.1
LOC105828850	XP_012522847.1
LOC105828851	XP_012522848.1
LOC105828852	XP_012522849.1
LOC105828853	XP_012522850.1
LOC105828853	XP_012522851.1
LOC105828853	XP_012522852.1
LOC105828853	XP_012522853.1
LOC105828853	XP_012522854.1
LOC105828853	XP_012522855.1
LOC105828853	XP_012522856.1
LOC105828854	XP_012522857.1
LOC105828854	XP_012522858.1
LOC105828854	XP_012522859.1
LOC105828854	XP_012522860.1
LOC105828855	XP_012522861.1
LOC105828855	XP_012522862.1
LOC105828856	XP_012522863.1
LOC105828857	XP_012522864.1
LOC105828858	XP_012522865.1
LOC105828858	XP_012522866.1
LOC105828859	XP_012522867.1
LOC105828860	XP_012522868.1
LOC105828861	XP_012522869.1
LOC105828862	XP_012522870.1
LOC105828863	XP_012522871.1
LOC105828864	XP_012522872.1
LOC105828865	XP_012522874.1
LOC105828865	XP_012522875.1
LOC105828866	XP_012522876.1
LOC105828866	XP_012522877.1
LOC105828866	XP_012522878.1
LOC105828866	XP_012522879.1
LOC105828867	XP_012522880.1
LOC105828868	XP_012522881.1
LOC105828868	XP_012522882.1
LOC105828869	XP_012522883.1
LOC105828870	XP_012522884.1
LOC105828871	XP_012522885.1
LOC105828872	XP_012522886.1
LOC105828873	XP_012522887.1
LOC105828874	XP_012522888.1
LOC105828875	XP_012522889.1
LOC105828875	XP_012522890.1
LOC105828876	XP_012522891.1
LOC105828876	XP_012522892.1
LOC105828877	XP_012522893.1
LOC105828878	XP_012522894.1
LOC105828879	XP_012522895.1
LOC105828880	XP_012522896.1
