NP_001011562.1	gnl|BL_ORD_ID|7560 7460:001d88
NP_001229926.1	gnl|BL_ORD_ID|428 7460:0001ac
NP_001229922.1	gnl|BL_ORD_ID|7578 7460:001d9a
NP_001229923.1	gnl|BL_ORD_ID|3828 7460:000ef4
NP_001229928.1	gnl|BL_ORD_ID|2472 7460:0009a8
NP_001233180.1	gnl|BL_ORD_ID|1233 7460:0004d1
NP_001229927.1	gnl|BL_ORD_ID|2473 7460:0009a9
NP_001239357.1	gnl|BL_ORD_ID|8604 7460:00219c
NP_001239359.1	gnl|BL_ORD_ID|8544 7460:002160
NP_001238948.1	gnl|BL_ORD_ID|5037 7460:0013ad
NP_001239361.1	gnl|BL_ORD_ID|5229 7460:00146d
NP_001233596.1	gnl|BL_ORD_ID|14725 7460:003985
NP_001242961.1	gnl|BL_ORD_ID|1645 7460:00066d
NP_001239353.1	gnl|BL_ORD_ID|1407 7460:00057f
NP_001242964.1	gnl|BL_ORD_ID|3076 7460:000c04
NP_001242967.1	gnl|BL_ORD_ID|11112 7460:002b68
NP_001257742.1	gnl|BL_ORD_ID|5998 7460:00176e
NP_001252514.1	gnl|BL_ORD_ID|6955 7460:001b2b
NP_001257743.1	gnl|BL_ORD_ID|6013 7460:00177d
NP_001257744.1	gnl|BL_ORD_ID|6012 7460:00177c
NP_001257746.1	gnl|BL_ORD_ID|8414 7460:0020de
NP_001257747.1	gnl|BL_ORD_ID|8404 7460:0020d4
NP_001242969.1	gnl|BL_ORD_ID|2733 7460:000aad
NP_001257749.1	gnl|BL_ORD_ID|8412 7460:0020dc
NP_001239355.1	gnl|BL_ORD_ID|10492 7460:0028fc
NP_001242963.1	gnl|BL_ORD_ID|4051 7460:000fd3
NP_001257750.1	gnl|BL_ORD_ID|287 7460:00011f
NP_001257753.1	gnl|BL_ORD_ID|11650 7460:002d82
NP_001257751.1	gnl|BL_ORD_ID|537 7460:000219
NP_001257752.1	gnl|BL_ORD_ID|2458 7460:00099a
NP_001257754.1	gnl|BL_ORD_ID|11651 7460:002d83
NP_001257755.1	gnl|BL_ORD_ID|12334 7460:00302e
NP_001257756.1	gnl|BL_ORD_ID|6011 7460:00177b
NP_001257757.1	gnl|BL_ORD_ID|6000 7460:001770
NP_001257759.1	gnl|BL_ORD_ID|11611 7460:002d5b
NP_001257758.1	gnl|BL_ORD_ID|9969 7460:0026f1
NP_001257760.1	gnl|BL_ORD_ID|9534 7460:00253e
NP_001257748.1	gnl|BL_ORD_ID|8413 7460:0020dd
NP_001257761.1	gnl|BL_ORD_ID|9772 7460:00262c
NP_001257762.1	gnl|BL_ORD_ID|1310 7460:00051e
NP_001263356.1	gnl|BL_ORD_ID|7959 7460:001f17
NP_001265254.1	gnl|BL_ORD_ID|2955 7460:000b8b
NP_001264229.1	gnl|BL_ORD_ID|4934 7460:001346
NP_001265255.1	gnl|BL_ORD_ID|2953 7460:000b89
NP_001265257.1	gnl|BL_ORD_ID|7440 7460:001d10
NP_001265256.1	gnl|BL_ORD_ID|7439 7460:001d0f
NP_001265259.1	gnl|BL_ORD_ID|2396 7460:00095c
NP_001265261.1	gnl|BL_ORD_ID|9181 7460:0023dd
NP_001242968.1	gnl|BL_ORD_ID|2732 7460:000aac
NP_001265263.1	gnl|BL_ORD_ID|8834 7460:002282
NP_001265262.1	gnl|BL_ORD_ID|9180 7460:0023dc
NP_001264228.1	gnl|BL_ORD_ID|4887 7460:001317
NP_001265258.1	gnl|BL_ORD_ID|7935 7460:001eff
NP_001265260.1	gnl|BL_ORD_ID|12669 7460:00317d
NP_001265266.1	gnl|BL_ORD_ID|8834 7460:002282
NP_001265265.1	gnl|BL_ORD_ID|14312 7460:0037e8
NP_001265267.1	gnl|BL_ORD_ID|8845 7460:00228d
NP_001265609.1	gnl|BL_ORD_ID|4905 7460:001329
NP_001265610.1	gnl|BL_ORD_ID|4760 7460:001298
NP_001265634.1	gnl|BL_ORD_ID|4799 7460:0012bf
NP_001265636.1	gnl|BL_ORD_ID|4800 7460:0012c0
NP_001276370.1	gnl|BL_ORD_ID|6467 7460:001943
NP_001265635.1	gnl|BL_ORD_ID|4853 7460:0012f5
NP_001292813.1	gnl|BL_ORD_ID|771 7460:000303
NP_001265608.1	gnl|BL_ORD_ID|4843 7460:0012eb
NP_001265264.1	gnl|BL_ORD_ID|14313 7460:0037e9
NP_001305411.1	gnl|BL_ORD_ID|589 7460:00024d
NP_001301008.1	gnl|BL_ORD_ID|4594 7460:0011f2
NP_001306198.1	gnl|BL_ORD_ID|14810 7460:0039da
NP_008084.1	gnl|BL_ORD_ID|8113 7460:001fb1
NP_001242966.1	gnl|BL_ORD_ID|839 7460:000347
NP_001306197.1	gnl|BL_ORD_ID|4426 7460:00114a
NP_001264230.1	gnl|BL_ORD_ID|4721 7460:001271
NP_008089.1	gnl|BL_ORD_ID|9289 7460:002449
XP_001119823.1	gnl|BL_ORD_ID|10455 7460:0028d7
XP_001119824.1	gnl|BL_ORD_ID|4995 7460:001383
XP_001119826.1	gnl|BL_ORD_ID|622 7460:00026e
XP_001119829.1	gnl|BL_ORD_ID|10129 7460:002791
XP_001119832.2	gnl|BL_ORD_ID|3267 7460:000cc3
XP_001119842.1	gnl|BL_ORD_ID|12279 7460:002ff7
XP_001119845.1	gnl|BL_ORD_ID|7923 7460:001ef3
XP_001119831.2	gnl|BL_ORD_ID|9300 7460:002454
XP_001119858.2	gnl|BL_ORD_ID|13670 7460:003566
XP_001119847.1	gnl|BL_ORD_ID|758 7460:0002f6
XP_001119855.2	gnl|BL_ORD_ID|13783 7460:0035d7
XP_001119871.2	gnl|BL_ORD_ID|12693 7460:003195
XP_001119873.3	gnl|BL_ORD_ID|10733 7460:0029ed
XP_001119879.1	gnl|BL_ORD_ID|6902 7460:001af6
XP_001119836.2	gnl|BL_ORD_ID|11732 7460:002dd4
XP_001119882.2	gnl|BL_ORD_ID|3441 7460:000d71
XP_001119884.1	gnl|BL_ORD_ID|5628 7460:0015fc
XP_001119883.1	gnl|BL_ORD_ID|12223 7460:002fbf
XP_001119885.1	gnl|BL_ORD_ID|13083 7460:00331b
XP_001119891.2	gnl|BL_ORD_ID|13311 7460:0033ff
XP_001119895.1	gnl|BL_ORD_ID|4960 7460:001360
XP_001119897.1	gnl|BL_ORD_ID|10145 7460:0027a1
XP_001119896.1	gnl|BL_ORD_ID|174 7460:0000ae
XP_001119899.1	gnl|BL_ORD_ID|4532 7460:0011b4
XP_001119898.1	gnl|BL_ORD_ID|8381 7460:0020bd
XP_001119900.1	gnl|BL_ORD_ID|757 7460:0002f5
XP_001119907.2	gnl|BL_ORD_ID|13652 7460:003554
XP_001119904.3	gnl|BL_ORD_ID|13308 7460:0033fc
XP_001119908.1	gnl|BL_ORD_ID|12080 7460:002f30
XP_001119914.2	gnl|BL_ORD_ID|13546 7460:0034ea
XP_001119910.2	gnl|BL_ORD_ID|4775 7460:0012a7
XP_001119919.1	gnl|BL_ORD_ID|15291 7460:003bbb
XP_001119921.1	gnl|BL_ORD_ID|1155 7460:000483
XP_001119912.1	gnl|BL_ORD_ID|7886 7460:001ece
XP_001119916.1	gnl|BL_ORD_ID|13669 7460:003565
XP_001119929.2	gnl|BL_ORD_ID|532 7460:000214
XP_001119937.1	gnl|BL_ORD_ID|6192 7460:001830
XP_001119915.1	gnl|BL_ORD_ID|9727 7460:0025ff
XP_001119931.1	gnl|BL_ORD_ID|12889 7460:003259
XP_001119928.2	gnl|BL_ORD_ID|7512 7460:001d58
XP_001119944.1	gnl|BL_ORD_ID|13463 7460:003497
XP_001119946.1	gnl|BL_ORD_ID|10007 7460:002717
XP_001119951.1	gnl|BL_ORD_ID|2647 7460:000a57
XP_001119906.2	gnl|BL_ORD_ID|4178 7460:001052
XP_001119960.1	gnl|BL_ORD_ID|13735 7460:0035a7
XP_001119959.2	gnl|BL_ORD_ID|9882 7460:00269a
XP_001119965.2	gnl|BL_ORD_ID|11110 7460:002b66
XP_001119966.1	gnl|BL_ORD_ID|11085 7460:002b4d
XP_001119958.2	gnl|BL_ORD_ID|8338 7460:002092
XP_001119967.1	gnl|BL_ORD_ID|14226 7460:003792
XP_001119963.2	gnl|BL_ORD_ID|5551 7460:0015af
XP_001119973.3	gnl|BL_ORD_ID|8918 7460:0022d6
XP_001119971.2	gnl|BL_ORD_ID|2964 7460:000b94
XP_001119976.3	gnl|BL_ORD_ID|13547 7460:0034eb
XP_001119986.1	gnl|BL_ORD_ID|3855 7460:000f0f
XP_001119982.2	gnl|BL_ORD_ID|8652 7460:0021cc
XP_001119981.3	gnl|BL_ORD_ID|14962 7460:003a72
XP_001119993.2	gnl|BL_ORD_ID|11149 7460:002b8d
XP_001119995.2	gnl|BL_ORD_ID|2900 7460:000b54
XP_001119992.2	gnl|BL_ORD_ID|7781 7460:001e65
XP_001119997.3	gnl|BL_ORD_ID|14315 7460:0037eb
XP_001120000.1	gnl|BL_ORD_ID|4922 7460:00133a
XP_001119998.1	gnl|BL_ORD_ID|7942 7460:001f06
XP_001120006.2	gnl|BL_ORD_ID|5629 7460:0015fd
XP_001120009.1	gnl|BL_ORD_ID|8656 7460:0021d0
XP_001120007.2	gnl|BL_ORD_ID|14949 7460:003a65
XP_001120011.1	gnl|BL_ORD_ID|6255 7460:00186f
XP_001120012.2	gnl|BL_ORD_ID|3969 7460:000f81
XP_001119975.2	gnl|BL_ORD_ID|7632 7460:001dd0
XP_001120014.1	gnl|BL_ORD_ID|4537 7460:0011b9
XP_001120016.1	gnl|BL_ORD_ID|2563 7460:000a03
XP_001120018.1	gnl|BL_ORD_ID|9518 7460:00252e
XP_001120020.1	gnl|BL_ORD_ID|509 7460:0001fd
XP_001120019.3	gnl|BL_ORD_ID|7186 7460:001c12
XP_001120023.2	gnl|BL_ORD_ID|8380 7460:0020bc
XP_001120025.1	gnl|BL_ORD_ID|2620 7460:000a3c
XP_001120029.4	gnl|BL_ORD_ID|7048 7460:001b88
XP_001119962.2	gnl|BL_ORD_ID|819 7460:000333
XP_001120030.2	gnl|BL_ORD_ID|9278 7460:00243e
XP_001120032.3	gnl|BL_ORD_ID|11064 7460:002b38
XP_001120034.1	gnl|BL_ORD_ID|13651 7460:003553
XP_001120033.2	gnl|BL_ORD_ID|13280 7460:0033e0
XP_001120039.1	gnl|BL_ORD_ID|9449 7460:0024e9
XP_001120040.2	gnl|BL_ORD_ID|3459 7460:000d83
XP_001120056.1	gnl|BL_ORD_ID|7513 7460:001d59
XP_001120052.1	gnl|BL_ORD_ID|5712 7460:001650
XP_001120054.2	gnl|BL_ORD_ID|5960 7460:001748
XP_001120043.2	gnl|BL_ORD_ID|9000 7460:002328
XP_001120037.2	gnl|BL_ORD_ID|13218 7460:0033a2
XP_001120035.2	gnl|BL_ORD_ID|14410 7460:00384a
XP_001120059.2	gnl|BL_ORD_ID|2564 7460:000a04
XP_001120067.1	gnl|BL_ORD_ID|54 7460:000036
XP_001120069.1	gnl|BL_ORD_ID|12210 7460:002fb2
XP_001120073.2	gnl|BL_ORD_ID|14898 7460:003a32
XP_001120083.1	gnl|BL_ORD_ID|11957 7460:002eb5
XP_001120086.2	gnl|BL_ORD_ID|816 7460:000330
XP_001120061.2	gnl|BL_ORD_ID|12773 7460:0031e5
XP_001120092.2	gnl|BL_ORD_ID|14377 7460:003829
XP_001120089.2	gnl|BL_ORD_ID|14227 7460:003793
XP_001120088.2	gnl|BL_ORD_ID|11065 7460:002b39
XP_001120105.1	gnl|BL_ORD_ID|15292 7460:003bbc
XP_001120110.3	gnl|BL_ORD_ID|8209 7460:002011
XP_001120101.1	gnl|BL_ORD_ID|10793 7460:002a29
XP_001120093.2	gnl|BL_ORD_ID|6884 7460:001ae4
XP_001120111.2	gnl|BL_ORD_ID|4261 7460:0010a5
XP_001120100.2	gnl|BL_ORD_ID|10039 7460:002737
XP_001120045.2	gnl|BL_ORD_ID|10791 7460:002a27
XP_001120112.2	gnl|BL_ORD_ID|7697 7460:001e11
XP_001120132.1	gnl|BL_ORD_ID|7147 7460:001beb
XP_001120116.2	gnl|BL_ORD_ID|3163 7460:000c5b
XP_001120123.3	gnl|BL_ORD_ID|6492 7460:00195c
XP_001120114.2	gnl|BL_ORD_ID|6038 7460:001796
XP_001120134.1	gnl|BL_ORD_ID|3772 7460:000ebc
XP_001120137.1	gnl|BL_ORD_ID|5631 7460:0015ff
XP_001120141.1	gnl|BL_ORD_ID|2818 7460:000b02
XP_001120140.2	gnl|BL_ORD_ID|4347 7460:0010fb
XP_001120146.1	gnl|BL_ORD_ID|7382 7460:001cd6
XP_001120148.2	gnl|BL_ORD_ID|815 7460:00032f
XP_001120149.1	gnl|BL_ORD_ID|749 7460:0002ed
XP_001120151.1	gnl|BL_ORD_ID|6125 7460:0017ed
XP_001120157.2	gnl|BL_ORD_ID|3337 7460:000d09
XP_001120153.2	gnl|BL_ORD_ID|2097 7460:000831
XP_001120164.2	gnl|BL_ORD_ID|13052 7460:0032fc
XP_001120160.2	gnl|BL_ORD_ID|12225 7460:002fc1
XP_001120154.1	gnl|BL_ORD_ID|13650 7460:003552
XP_001120173.1	gnl|BL_ORD_ID|2251 7460:0008cb
XP_001120159.2	gnl|BL_ORD_ID|3400 7460:000d48
XP_001120174.2	gnl|BL_ORD_ID|13177 7460:003379
XP_001120165.3	gnl|BL_ORD_ID|6696 7460:001a28
XP_001120184.2	gnl|BL_ORD_ID|6750 7460:001a5e
XP_001120188.1	gnl|BL_ORD_ID|13637 7460:003545
XP_001120186.1	gnl|BL_ORD_ID|7027 7460:001b73
XP_001120178.2	gnl|BL_ORD_ID|2678 7460:000a76
XP_001120192.2	gnl|BL_ORD_ID|14016 7460:0036c0
XP_001120182.2	gnl|BL_ORD_ID|6337 7460:0018c1
XP_001120193.1	gnl|BL_ORD_ID|7567 7460:001d8f
XP_001120177.2	gnl|BL_ORD_ID|4629 7460:001215
XP_001120194.1	gnl|BL_ORD_ID|5632 7460:001600
XP_001120195.2	gnl|BL_ORD_ID|10263 7460:002817
XP_001120196.2	gnl|BL_ORD_ID|8662 7460:0021d6
XP_001120198.1	gnl|BL_ORD_ID|3831 7460:000ef7
XP_001120202.2	gnl|BL_ORD_ID|896 7460:000380
XP_001120213.2	gnl|BL_ORD_ID|7618 7460:001dc2
XP_001120208.2	gnl|BL_ORD_ID|7046 7460:001b86
XP_001120217.1	gnl|BL_ORD_ID|10161 7460:0027b1
XP_001120220.1	gnl|BL_ORD_ID|1952 7460:0007a0
XP_001120210.1	gnl|BL_ORD_ID|9898 7460:0026aa
XP_001120222.1	gnl|BL_ORD_ID|4358 7460:001106
XP_001120215.2	gnl|BL_ORD_ID|9813 7460:002655
XP_001120227.2	gnl|BL_ORD_ID|421 7460:0001a5
XP_001120224.2	gnl|BL_ORD_ID|5794 7460:0016a2
XP_001120242.1	gnl|BL_ORD_ID|12125 7460:002f5d
XP_001120233.1	gnl|BL_ORD_ID|8172 7460:001fec
XP_001120244.1	gnl|BL_ORD_ID|10359 7460:002877
XP_001120232.2	gnl|BL_ORD_ID|11211 7460:002bcb
XP_001120239.2	gnl|BL_ORD_ID|5219 7460:001463
XP_001120245.1	gnl|BL_ORD_ID|9319 7460:002467
XP_001120246.1	gnl|BL_ORD_ID|14922 7460:003a4a
XP_001120250.1	gnl|BL_ORD_ID|2850 7460:000b22
XP_001120263.1	gnl|BL_ORD_ID|1032 7460:000408
XP_001120253.1	gnl|BL_ORD_ID|3168 7460:000c60
XP_001120262.1	gnl|BL_ORD_ID|2894 7460:000b4e
XP_001120266.3	gnl|BL_ORD_ID|752 7460:0002f0
XP_001120268.3	gnl|BL_ORD_ID|7045 7460:001b85
XP_001120274.2	gnl|BL_ORD_ID|604 7460:00025c
XP_001120276.2	gnl|BL_ORD_ID|12114 7460:002f52
XP_001120289.2	gnl|BL_ORD_ID|8276 7460:002054
XP_001120291.4	gnl|BL_ORD_ID|7699 7460:001e13
XP_001120293.1	gnl|BL_ORD_ID|4159 7460:00103f
XP_001120292.3	gnl|BL_ORD_ID|925 7460:00039d
XP_001120296.2	gnl|BL_ORD_ID|11219 7460:002bd3
XP_001120306.1	gnl|BL_ORD_ID|9447 7460:0024e7
XP_001120311.1	gnl|BL_ORD_ID|6450 7460:001932
XP_001120297.2	gnl|BL_ORD_ID|2680 7460:000a78
XP_001120319.2	gnl|BL_ORD_ID|13648 7460:003550
XP_001120325.2	gnl|BL_ORD_ID|9441 7460:0024e1
XP_001120327.1	gnl|BL_ORD_ID|3619 7460:000e23
XP_001120328.1	gnl|BL_ORD_ID|10035 7460:002733
XP_001120264.1	gnl|BL_ORD_ID|13910 7460:003656
XP_001120329.1	gnl|BL_ORD_ID|9815 7460:002657
XP_001120344.2	gnl|BL_ORD_ID|6749 7460:001a5d
XP_001120346.1	gnl|BL_ORD_ID|7150 7460:001bee
XP_001120350.1	gnl|BL_ORD_ID|4637 7460:00121d
XP_001120278.3	gnl|BL_ORD_ID|10795 7460:002a2b
XP_001120351.1	gnl|BL_ORD_ID|578 7460:000242
XP_001120347.2	gnl|BL_ORD_ID|8824 7460:002278
XP_001120353.2	gnl|BL_ORD_ID|5871 7460:0016ef
XP_001120355.1	gnl|BL_ORD_ID|3874 7460:000f22
XP_001120359.2	gnl|BL_ORD_ID|7666 7460:001df2
XP_001120336.2	gnl|BL_ORD_ID|1231 7460:0004cf
XP_001120363.1	gnl|BL_ORD_ID|5973 7460:001755
XP_001120360.1	gnl|BL_ORD_ID|14298 7460:0037da
XP_001120364.1	gnl|BL_ORD_ID|9890 7460:0026a2
XP_001120371.1	gnl|BL_ORD_ID|7941 7460:001f05
XP_001120381.1	gnl|BL_ORD_ID|9357 7460:00248d
XP_001120377.2	gnl|BL_ORD_ID|9406 7460:0024be
XP_001120390.2	gnl|BL_ORD_ID|6034 7460:001792
XP_001120395.3	gnl|BL_ORD_ID|2754 7460:000ac2
XP_001120401.1	gnl|BL_ORD_ID|8984 7460:002318
XP_001120383.2	gnl|BL_ORD_ID|8680 7460:0021e8
XP_001120393.2	gnl|BL_ORD_ID|437 7460:0001b5
XP_001120384.2	gnl|BL_ORD_ID|9918 7460:0026be
XP_001120404.1	gnl|BL_ORD_ID|890 7460:00037a
XP_001120403.2	gnl|BL_ORD_ID|827 7460:00033b
XP_001120409.1	gnl|BL_ORD_ID|5921 7460:001721
XP_001120391.2	gnl|BL_ORD_ID|5730 7460:001662
XP_001120412.2	gnl|BL_ORD_ID|5673 7460:001629
XP_001120413.1	gnl|BL_ORD_ID|10252 7460:00280c
XP_001120386.3	gnl|BL_ORD_ID|11750 7460:002de6
XP_001120419.1	gnl|BL_ORD_ID|9867 7460:00268b
XP_001120416.2	gnl|BL_ORD_ID|5108 7460:0013f4
XP_001120432.1	gnl|BL_ORD_ID|8374 7460:0020b6
XP_001120425.1	gnl|BL_ORD_ID|768 7460:000300
XP_001120428.2	gnl|BL_ORD_ID|7044 7460:001b84
XP_001120439.3	gnl|BL_ORD_ID|3462 7460:000d86
XP_001120426.2	gnl|BL_ORD_ID|7363 7460:001cc3
XP_001120441.2	gnl|BL_ORD_ID|9489 7460:002511
XP_001120442.2	gnl|BL_ORD_ID|13747 7460:0035b3
XP_001120447.2	gnl|BL_ORD_ID|6689 7460:001a21
XP_001120446.2	gnl|BL_ORD_ID|13190 7460:003386
XP_001120448.2	gnl|BL_ORD_ID|1191 7460:0004a7
XP_001120449.2	gnl|BL_ORD_ID|11751 7460:002de7
XP_001120450.1	gnl|BL_ORD_ID|11768 7460:002df8
XP_001120471.1	gnl|BL_ORD_ID|14542 7460:0038ce
XP_001120472.1	gnl|BL_ORD_ID|6868 7460:001ad4
XP_001120476.1	gnl|BL_ORD_ID|9333 7460:002475
XP_001120452.2	gnl|BL_ORD_ID|1960 7460:0007a8
XP_001120479.1	gnl|BL_ORD_ID|11116 7460:002b6c
XP_001120461.3	gnl|BL_ORD_ID|3646 7460:000e3e
XP_001120478.2	gnl|BL_ORD_ID|5063 7460:0013c7
XP_001120482.1	gnl|BL_ORD_ID|769 7460:000301
XP_001120497.1	gnl|BL_ORD_ID|14955 7460:003a6b
XP_001120484.2	gnl|BL_ORD_ID|7139 7460:001be3
XP_001120437.2	gnl|BL_ORD_ID|9465 7460:0024f9
XP_001120499.4	gnl|BL_ORD_ID|11377 7460:002c71
XP_001120488.2	gnl|BL_ORD_ID|7876 7460:001ec4
XP_001120493.2	gnl|BL_ORD_ID|9816 7460:002658
XP_001120512.4	gnl|BL_ORD_ID|14593 7460:003901
XP_001120513.3	gnl|BL_ORD_ID|10931 7460:002ab3
XP_001120519.1	gnl|BL_ORD_ID|14544 7460:0038d0
XP_001120510.2	gnl|BL_ORD_ID|2755 7460:000ac3
XP_001120518.2	gnl|BL_ORD_ID|7529 7460:001d69
XP_001120520.1	gnl|BL_ORD_ID|3294 7460:000cde
XP_001120521.1	gnl|BL_ORD_ID|12412 7460:00307c
XP_001120524.1	gnl|BL_ORD_ID|512 7460:000200
XP_001120529.1	gnl|BL_ORD_ID|11105 7460:002b61
XP_001120530.1	gnl|BL_ORD_ID|14234 7460:00379a
XP_001120535.1	gnl|BL_ORD_ID|13230 7460:0033ae
XP_001120526.2	gnl|BL_ORD_ID|6190 7460:00182e
XP_001120545.2	gnl|BL_ORD_ID|3979 7460:000f8b
XP_001120540.2	gnl|BL_ORD_ID|14658 7460:003942
XP_001120537.2	gnl|BL_ORD_ID|3396 7460:000d44
XP_001120551.1	gnl|BL_ORD_ID|3142 7460:000c46
XP_001120560.4	gnl|BL_ORD_ID|3519 7460:000dbf
XP_001120557.1	gnl|BL_ORD_ID|5287 7460:0014a7
XP_001120565.1	gnl|BL_ORD_ID|2041 7460:0007f9
XP_001120555.2	gnl|BL_ORD_ID|2476 7460:0009ac
XP_001120568.1	gnl|BL_ORD_ID|443 7460:0001bb
XP_001120572.2	gnl|BL_ORD_ID|14600 7460:003908
XP_001120556.1	gnl|BL_ORD_ID|10223 7460:0027ef
XP_001120574.1	gnl|BL_ORD_ID|6073 7460:0017b9
XP_001120579.2	gnl|BL_ORD_ID|13466 7460:00349a
XP_001120576.2	gnl|BL_ORD_ID|4994 7460:001382
XP_001120583.1	gnl|BL_ORD_ID|7290 7460:001c7a
XP_001120581.2	gnl|BL_ORD_ID|9063 7460:002367
XP_001120589.1	gnl|BL_ORD_ID|3978 7460:000f8a
XP_001120599.1	gnl|BL_ORD_ID|3644 7460:000e3c
XP_001120601.2	gnl|BL_ORD_ID|8913 7460:0022d1
XP_001120594.2	gnl|BL_ORD_ID|11640 7460:002d78
XP_001120578.2	gnl|BL_ORD_ID|9463 7460:0024f7
XP_001120606.1	gnl|BL_ORD_ID|8405 7460:0020d5
XP_001120607.1	gnl|BL_ORD_ID|14455 7460:003877
XP_001120608.1	gnl|BL_ORD_ID|9553 7460:002551
XP_001120611.1	gnl|BL_ORD_ID|1668 7460:000684
XP_001120612.1	gnl|BL_ORD_ID|12628 7460:003154
XP_001120613.2	gnl|BL_ORD_ID|734 7460:0002de
XP_001120618.1	gnl|BL_ORD_ID|8935 7460:0022e7
XP_001120626.2	gnl|BL_ORD_ID|14764 7460:0039ac
XP_001120634.2	gnl|BL_ORD_ID|8456 7460:002108
XP_001120633.2	gnl|BL_ORD_ID|12444 7460:00309c
XP_001120635.2	gnl|BL_ORD_ID|4269 7460:0010ad
XP_001120619.2	gnl|BL_ORD_ID|9462 7460:0024f6
XP_001120636.1	gnl|BL_ORD_ID|1288 7460:000508
XP_001120642.3	gnl|BL_ORD_ID|13861 7460:003625
XP_001120622.2	gnl|BL_ORD_ID|12118 7460:002f56
XP_001120649.1	gnl|BL_ORD_ID|10632 7460:002988
XP_001120644.2	gnl|BL_ORD_ID|8064 7460:001f80
XP_001120653.1	gnl|BL_ORD_ID|1975 7460:0007b7
XP_001120652.1	gnl|BL_ORD_ID|12416 7460:003080
XP_001120658.2	gnl|BL_ORD_ID|14591 7460:0038ff
XP_001120657.3	gnl|BL_ORD_ID|5595 7460:0015db
XP_001120503.2	gnl|BL_ORD_ID|1234 7460:0004d2
XP_001120659.3	gnl|BL_ORD_ID|7141 7460:001be5
XP_001120665.2	gnl|BL_ORD_ID|6287 7460:00188f
XP_001120664.2	gnl|BL_ORD_ID|7939 7460:001f03
XP_001120660.2	gnl|BL_ORD_ID|11405 7460:002c8d
XP_001120666.1	gnl|BL_ORD_ID|14532 7460:0038c4
XP_001120670.2	gnl|BL_ORD_ID|9409 7460:0024c1
XP_001120667.2	gnl|BL_ORD_ID|6881 7460:001ae1
XP_001120669.2	gnl|BL_ORD_ID|8892 7460:0022bc
XP_001120677.2	gnl|BL_ORD_ID|11008 7460:002b00
XP_001120685.1	gnl|BL_ORD_ID|11136 7460:002b80
XP_001120680.2	gnl|BL_ORD_ID|4032 7460:000fc0
XP_001120674.2	gnl|BL_ORD_ID|14952 7460:003a68
XP_001120679.2	gnl|BL_ORD_ID|1163 7460:00048b
XP_001120678.1	gnl|BL_ORD_ID|13202 7460:003392
XP_001120690.1	gnl|BL_ORD_ID|10387 7460:002893
XP_001120691.2	gnl|BL_ORD_ID|4814 7460:0012ce
XP_001120689.2	gnl|BL_ORD_ID|1134 7460:00046e
XP_001120695.1	gnl|BL_ORD_ID|4461 7460:00116d
XP_001120684.2	gnl|BL_ORD_ID|1766 7460:0006e6
XP_001120698.2	gnl|BL_ORD_ID|14592 7460:003900
XP_001120703.1	gnl|BL_ORD_ID|8893 7460:0022bd
XP_001120705.4	gnl|BL_ORD_ID|7628 7460:001dcc
XP_001120710.2	gnl|BL_ORD_ID|11932 7460:002e9c
XP_001120724.4	gnl|BL_ORD_ID|13654 7460:003556
XP_001120701.2	gnl|BL_ORD_ID|6286 7460:00188e
XP_001120728.1	gnl|BL_ORD_ID|13656 7460:003558
XP_001120727.1	gnl|BL_ORD_ID|5293 7460:0014ad
XP_001120720.2	gnl|BL_ORD_ID|13866 7460:00362a
XP_001120712.2	gnl|BL_ORD_ID|11004 7460:002afc
XP_001120735.1	gnl|BL_ORD_ID|2500 7460:0009c4
XP_001120731.2	gnl|BL_ORD_ID|12148 7460:002f74
XP_001120697.2	gnl|BL_ORD_ID|12629 7460:003155
XP_001120746.2	gnl|BL_ORD_ID|4996 7460:001384
XP_001120751.2	gnl|BL_ORD_ID|10067 7460:002753
XP_001120738.2	gnl|BL_ORD_ID|11407 7460:002c8f
XP_001120754.1	gnl|BL_ORD_ID|11792 7460:002e10
XP_001120755.1	gnl|BL_ORD_ID|9352 7460:002488
XP_001120757.3	gnl|BL_ORD_ID|15068 7460:003adc
XP_001120760.2	gnl|BL_ORD_ID|1912 7460:000778
XP_001120765.2	gnl|BL_ORD_ID|8809 7460:002269
XP_001120770.1	gnl|BL_ORD_ID|13752 7460:0035b8
XP_001120773.1	gnl|BL_ORD_ID|15052 7460:003acc
XP_001120774.1	gnl|BL_ORD_ID|2484 7460:0009b4
XP_001120779.2	gnl|BL_ORD_ID|12219 7460:002fbb
XP_001120785.2	gnl|BL_ORD_ID|13207 7460:003397
XP_001120795.1	gnl|BL_ORD_ID|2691 7460:000a83
XP_001120788.1	gnl|BL_ORD_ID|9990 7460:002706
XP_001120796.1	gnl|BL_ORD_ID|3364 7460:000d24
XP_001120790.2	gnl|BL_ORD_ID|12439 7460:003097
XP_001120797.4	gnl|BL_ORD_ID|3503 7460:000daf
XP_001120800.1	gnl|BL_ORD_ID|13689 7460:003579
XP_001120792.1	gnl|BL_ORD_ID|13800 7460:0035e8
XP_001120801.1	gnl|BL_ORD_ID|2485 7460:0009b5
XP_001120804.3	gnl|BL_ORD_ID|11391 7460:002c7f
XP_001120805.1	gnl|BL_ORD_ID|12 7460:00000c
XP_001120808.2	gnl|BL_ORD_ID|3210 7460:000c8a
XP_001120809.1	gnl|BL_ORD_ID|10551 7460:002937
