NP_001014456.1	gnl|BL_ORD_ID|10184 7227:0027c8
NP_001027116.1	gnl|BL_ORD_ID|286 7227:00011e
NP_001027117.1	gnl|BL_ORD_ID|286 7227:00011e
NP_001027118.1	gnl|BL_ORD_ID|11613 7227:002d5d
NP_001027121.3	gnl|BL_ORD_ID|11472 7227:002cd0
NP_001027120.1	gnl|BL_ORD_ID|11473 7227:002cd1
NP_001027119.1	gnl|BL_ORD_ID|11474 7227:002cd2
NP_001027123.1	gnl|BL_ORD_ID|7054 7227:001b8e
NP_001027122.2	gnl|BL_ORD_ID|11471 7227:002ccf
NP_001027127.1	gnl|BL_ORD_ID|238 7227:0000ee
NP_001027128.1	gnl|BL_ORD_ID|11499 7227:002ceb
NP_001027126.1	gnl|BL_ORD_ID|2569 7227:000a09
NP_001027125.1	gnl|BL_ORD_ID|11479 7227:002cd7
NP_001027129.2	gnl|BL_ORD_ID|11498 7227:002cea
NP_001027130.2	gnl|BL_ORD_ID|11467 7227:002ccb
NP_001027133.1	gnl|BL_ORD_ID|11470 7227:002cce
NP_001027132.2	gnl|BL_ORD_ID|11469 7227:002ccd
NP_001027131.1	gnl|BL_ORD_ID|11468 7227:002ccc
NP_001027134.1	gnl|BL_ORD_ID|12687 7227:00318f
NP_001027136.1	gnl|BL_ORD_ID|11453 7227:002cbd
NP_001027137.1	gnl|BL_ORD_ID|11476 7227:002cd4
NP_001027135.2	gnl|BL_ORD_ID|7480 7227:001d38
NP_001027139.1	gnl|BL_ORD_ID|11607 7227:002d57
NP_001027140.1	gnl|BL_ORD_ID|11484 7227:002cdc
NP_001027142.1	gnl|BL_ORD_ID|11486 7227:002cde
NP_001027141.1	gnl|BL_ORD_ID|11485 7227:002cdd
NP_001027143.1	gnl|BL_ORD_ID|11487 7227:002cdf
NP_001027145.3	gnl|BL_ORD_ID|11489 7227:002ce1
NP_001027144.2	gnl|BL_ORD_ID|11488 7227:002ce0
NP_001027146.4	gnl|BL_ORD_ID|11490 7227:002ce2
NP_001027147.1	gnl|BL_ORD_ID|11614 7227:002d5e
NP_001027138.2	gnl|BL_ORD_ID|12766 7227:0031de
NP_001027148.1	gnl|BL_ORD_ID|1319 7227:000527
NP_001027149.1	gnl|BL_ORD_ID|1319 7227:000527
NP_001027150.1	gnl|BL_ORD_ID|12683 7227:00318b
NP_001027151.1	gnl|BL_ORD_ID|8010 7227:001f4a
NP_001027152.1	gnl|BL_ORD_ID|11722 7227:002dca
NP_001027154.1	gnl|BL_ORD_ID|10070 7227:002756
NP_001027153.1	gnl|BL_ORD_ID|11722 7227:002dca
NP_001027155.1	gnl|BL_ORD_ID|10223 7227:0027ef
NP_001027157.2	gnl|BL_ORD_ID|12628 7227:003154
NP_001027156.1	gnl|BL_ORD_ID|10223 7227:0027ef
NP_001027158.1	gnl|BL_ORD_ID|12628 7227:003154
NP_001027161.1	gnl|BL_ORD_ID|13712 7227:003590
NP_001027165.1	gnl|BL_ORD_ID|11456 7227:002cc0
NP_001027159.2	gnl|BL_ORD_ID|13337 7227:003419
NP_001027160.2	gnl|BL_ORD_ID|13337 7227:003419
NP_001027162.1	gnl|BL_ORD_ID|13712 7227:003590
NP_001027166.1	gnl|BL_ORD_ID|11442 7227:002cb2
NP_001027168.1	gnl|BL_ORD_ID|11495 7227:002ce7
NP_001027167.1	gnl|BL_ORD_ID|11443 7227:002cb3
NP_001027169.1	gnl|BL_ORD_ID|11496 7227:002ce8
NP_001027170.1	gnl|BL_ORD_ID|290 7227:000122
NP_001027172.1	gnl|BL_ORD_ID|13080 7227:003318
NP_001027171.1	gnl|BL_ORD_ID|13080 7227:003318
NP_001027174.1	gnl|BL_ORD_ID|12684 7227:00318c
NP_001027175.1	gnl|BL_ORD_ID|8255 7227:00203f
NP_001027173.2	gnl|BL_ORD_ID|13080 7227:003318
NP_001027176.1	gnl|BL_ORD_ID|8255 7227:00203f
NP_001027178.1	gnl|BL_ORD_ID|8255 7227:00203f
NP_001027180.1	gnl|BL_ORD_ID|8256 7227:002040
NP_001027179.1	gnl|BL_ORD_ID|8256 7227:002040
NP_001027177.1	gnl|BL_ORD_ID|8255 7227:00203f
NP_001027181.1	gnl|BL_ORD_ID|8256 7227:002040
NP_001027187.1	gnl|BL_ORD_ID|9666 7227:0025c2
NP_001027182.1	gnl|BL_ORD_ID|8332 7227:00208c
NP_001027186.1	gnl|BL_ORD_ID|9666 7227:0025c2
NP_001027183.1	gnl|BL_ORD_ID|8331 7227:00208b
NP_001027188.1	gnl|BL_ORD_ID|9665 7227:0025c1
NP_001027193.2	gnl|BL_ORD_ID|8772 7227:002244
NP_001027191.1	gnl|BL_ORD_ID|8698 7227:0021fa
NP_001027199.2	gnl|BL_ORD_ID|11720 7227:002dc8
NP_001027200.2	gnl|BL_ORD_ID|11720 7227:002dc8
NP_001027192.1	gnl|BL_ORD_ID|2248 7227:0008c8
NP_001027202.1	gnl|BL_ORD_ID|12506 7227:0030da
NP_001027201.1	gnl|BL_ORD_ID|12506 7227:0030da
NP_001027203.1	gnl|BL_ORD_ID|13459 7227:003493
NP_001027204.2	gnl|BL_ORD_ID|9093 7227:002385
NP_001027207.1	gnl|BL_ORD_ID|9093 7227:002385
NP_001027206.1	gnl|BL_ORD_ID|9093 7227:002385
NP_001027209.1	gnl|BL_ORD_ID|11457 7227:002cc1
NP_001027208.1	gnl|BL_ORD_ID|9093 7227:002385
NP_001027213.1	gnl|BL_ORD_ID|11491 7227:002ce3
NP_001027210.1	gnl|BL_ORD_ID|11259 7227:002bfb
NP_001027211.3	gnl|BL_ORD_ID|9200 7227:0023f0
NP_001027214.1	gnl|BL_ORD_ID|11610 7227:002d5a
NP_001027215.1	gnl|BL_ORD_ID|11445 7227:002cb5
NP_001027216.2	gnl|BL_ORD_ID|11612 7227:002d5c
NP_001027218.2	gnl|BL_ORD_ID|11464 7227:002cc8
NP_001027217.1	gnl|BL_ORD_ID|11611 7227:002d5b
NP_001027220.1	gnl|BL_ORD_ID|13842 7227:003612
NP_001027219.1	gnl|BL_ORD_ID|795 7227:00031b
NP_001027221.1	gnl|BL_ORD_ID|4043 7227:000fcb
NP_001027225.1	gnl|BL_ORD_ID|12486 7227:0030c6
NP_001027227.1	gnl|BL_ORD_ID|12486 7227:0030c6
NP_001027226.1	gnl|BL_ORD_ID|12486 7227:0030c6
NP_001027233.1	gnl|BL_ORD_ID|4464 7227:001170
NP_001027230.1	gnl|BL_ORD_ID|443 7227:0001bb
NP_001027234.1	gnl|BL_ORD_ID|4463 7227:00116f
NP_001027235.1	gnl|BL_ORD_ID|11478 7227:002cd6
NP_001027236.1	gnl|BL_ORD_ID|4571 7227:0011db
NP_001027231.1	gnl|BL_ORD_ID|443 7227:0001bb
NP_001027237.1	gnl|BL_ORD_ID|11746 7227:002de2
NP_001027190.1	gnl|BL_ORD_ID|620 7227:00026c
NP_001027243.2	gnl|BL_ORD_ID|1231 7227:0004cf
NP_001027248.1	gnl|BL_ORD_ID|11218 7227:002bd2
NP_001027249.1	gnl|BL_ORD_ID|11218 7227:002bd2
NP_001027250.1	gnl|BL_ORD_ID|11218 7227:002bd2
NP_001027252.1	gnl|BL_ORD_ID|11218 7227:002bd2
NP_001027253.1	gnl|BL_ORD_ID|4648 7227:001228
NP_001027247.1	gnl|BL_ORD_ID|9693 7227:0025dd
NP_001027255.2	gnl|BL_ORD_ID|11447 7227:002cb7
NP_001027240.1	gnl|BL_ORD_ID|1231 7227:0004cf
NP_001027256.1	gnl|BL_ORD_ID|11448 7227:002cb8
NP_001027257.1	gnl|BL_ORD_ID|11449 7227:002cb9
NP_001027259.1	gnl|BL_ORD_ID|11451 7227:002cbb
NP_001027258.1	gnl|BL_ORD_ID|11450 7227:002cba
NP_001027263.1	gnl|BL_ORD_ID|11717 7227:002dc5
NP_001027260.2	gnl|BL_ORD_ID|11452 7227:002cbc
NP_001027262.1	gnl|BL_ORD_ID|778 7227:00030a
NP_001027265.2	gnl|BL_ORD_ID|11454 7227:002cbe
NP_001027266.1	gnl|BL_ORD_ID|22 7227:000016
NP_001027267.1	gnl|BL_ORD_ID|22 7227:000016
NP_001027268.1	gnl|BL_ORD_ID|22 7227:000016
NP_001027270.1	gnl|BL_ORD_ID|22 7227:000016
NP_001027269.1	gnl|BL_ORD_ID|22 7227:000016
NP_001027272.1	gnl|BL_ORD_ID|23 7227:000017
NP_001027273.1	gnl|BL_ORD_ID|11465 7227:002cc9
NP_001027276.1	gnl|BL_ORD_ID|11615 7227:002d5f
NP_001027274.2	gnl|BL_ORD_ID|13011 7227:0032d3
NP_001027281.1	gnl|BL_ORD_ID|964 7227:0003c4
NP_001027277.1	gnl|BL_ORD_ID|1545 7227:000609
NP_001027283.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027280.1	gnl|BL_ORD_ID|1545 7227:000609
NP_001027278.1	gnl|BL_ORD_ID|1545 7227:000609
NP_001027282.1	gnl|BL_ORD_ID|11501 7227:002ced
NP_001027279.1	gnl|BL_ORD_ID|1545 7227:000609
NP_001027284.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_001027285.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027287.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027286.1	gnl|BL_ORD_ID|11561 7227:002d29
NP_001027288.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_001027289.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027291.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027294.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027293.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_001027290.1	gnl|BL_ORD_ID|11505 7227:002cf1
NP_001027292.1	gnl|BL_ORD_ID|11562 7227:002d2a
NP_001027296.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027298.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027297.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_001027295.1	gnl|BL_ORD_ID|11561 7227:002d29
NP_001027300.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027299.1	gnl|BL_ORD_ID|11561 7227:002d29
NP_001027301.1	gnl|BL_ORD_ID|11562 7227:002d2a
NP_001027302.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_001027303.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027304.1	gnl|BL_ORD_ID|11561 7227:002d29
NP_001027305.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027306.1	gnl|BL_ORD_ID|11562 7227:002d2a
NP_001027307.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_001027308.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027309.1	gnl|BL_ORD_ID|11561 7227:002d29
NP_001027310.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027311.1	gnl|BL_ORD_ID|11562 7227:002d2a
NP_001027312.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_001027313.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027315.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027316.1	gnl|BL_ORD_ID|11562 7227:002d2a
NP_001027318.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027314.1	gnl|BL_ORD_ID|11561 7227:002d29
NP_001027317.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_001027319.1	gnl|BL_ORD_ID|11561 7227:002d29
NP_001027320.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027322.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_001027321.1	gnl|BL_ORD_ID|11562 7227:002d2a
NP_001027323.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027325.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027324.1	gnl|BL_ORD_ID|11561 7227:002d29
NP_001027327.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_001027326.1	gnl|BL_ORD_ID|11562 7227:002d2a
NP_001027328.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027329.1	gnl|BL_ORD_ID|11561 7227:002d29
NP_001027330.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027331.1	gnl|BL_ORD_ID|11562 7227:002d2a
NP_001027333.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027332.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_001027334.1	gnl|BL_ORD_ID|11531 7227:002d0b
NP_001027336.1	gnl|BL_ORD_ID|11562 7227:002d2a
NP_001027337.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_001027335.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027338.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027339.1	gnl|BL_ORD_ID|11561 7227:002d29
NP_001027340.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027341.1	gnl|BL_ORD_ID|11562 7227:002d2a
NP_001027342.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_001027343.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027344.1	gnl|BL_ORD_ID|11561 7227:002d29
NP_001027347.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_001027346.1	gnl|BL_ORD_ID|11562 7227:002d2a
NP_001027348.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027345.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027349.1	gnl|BL_ORD_ID|11561 7227:002d29
NP_001027350.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027352.1	gnl|BL_ORD_ID|11577 7227:002d39
NP_001027351.1	gnl|BL_ORD_ID|11562 7227:002d2a
NP_001027353.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027355.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027354.1	gnl|BL_ORD_ID|11561 7227:002d29
NP_001027356.1	gnl|BL_ORD_ID|11562 7227:002d2a
NP_001027358.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027357.1	gnl|BL_ORD_ID|11577 7227:002d39
NP_001027360.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027359.1	gnl|BL_ORD_ID|11561 7227:002d29
NP_001027361.1	gnl|BL_ORD_ID|11562 7227:002d2a
NP_001027362.1	gnl|BL_ORD_ID|11577 7227:002d39
NP_001027363.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027366.1	gnl|BL_ORD_ID|11556 7227:002d24
NP_001027364.1	gnl|BL_ORD_ID|11561 7227:002d29
NP_001027365.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027367.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_001027368.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027371.1	gnl|BL_ORD_ID|11556 7227:002d24
NP_001027370.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027372.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_001027369.1	gnl|BL_ORD_ID|11558 7227:002d26
NP_001027374.1	gnl|BL_ORD_ID|11558 7227:002d26
NP_001027373.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027376.1	gnl|BL_ORD_ID|11556 7227:002d24
NP_001027377.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_001027375.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027378.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027379.1	gnl|BL_ORD_ID|11558 7227:002d26
NP_001027380.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027383.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027382.1	gnl|BL_ORD_ID|11577 7227:002d39
NP_001027381.1	gnl|BL_ORD_ID|11562 7227:002d2a
NP_001027385.1	gnl|BL_ORD_ID|11681 7227:002da1
NP_001027386.1	gnl|BL_ORD_ID|11562 7227:002d2a
NP_001027388.1	gnl|BL_ORD_ID|1872 7227:000750
NP_001027387.1	gnl|BL_ORD_ID|11563 7227:002d2b
NP_001027384.1	gnl|BL_ORD_ID|11561 7227:002d29
NP_001027393.1	gnl|BL_ORD_ID|11609 7227:002d59
NP_001027394.2	gnl|BL_ORD_ID|11608 7227:002d58
NP_001027395.1	gnl|BL_ORD_ID|1996 7227:0007cc
NP_001027397.1	gnl|BL_ORD_ID|11482 7227:002cda
NP_001027398.1	gnl|BL_ORD_ID|11481 7227:002cd9
NP_001027396.1	gnl|BL_ORD_ID|11492 7227:002ce4
NP_001027399.1	gnl|BL_ORD_ID|13051 7227:0032fb
NP_001027401.1	gnl|BL_ORD_ID|11682 7227:002da2
NP_001027405.2	gnl|BL_ORD_ID|11440 7227:002cb0
NP_001027404.2	gnl|BL_ORD_ID|5408 7227:001520
NP_001027403.2	gnl|BL_ORD_ID|5368 7227:0014f8
NP_001027406.1	gnl|BL_ORD_ID|11441 7227:002cb1
NP_001027400.1	gnl|BL_ORD_ID|945 7227:0003b1
NP_001027410.1	gnl|BL_ORD_ID|11493 7227:002ce5
NP_001027409.1	gnl|BL_ORD_ID|11480 7227:002cd8
NP_001027411.2	gnl|BL_ORD_ID|11497 7227:002ce9
NP_001027412.1	gnl|BL_ORD_ID|11683 7227:002da3
NP_001027408.1	gnl|BL_ORD_ID|5484 7227:00156c
NP_001027407.2	gnl|BL_ORD_ID|5484 7227:00156c
NP_001027413.1	gnl|BL_ORD_ID|11684 7227:002da4
NP_001027414.1	gnl|BL_ORD_ID|11500 7227:002cec
NP_001027417.1	gnl|BL_ORD_ID|11291 7227:002c1b
NP_001027418.1	gnl|BL_ORD_ID|11291 7227:002c1b
NP_001027416.2	gnl|BL_ORD_ID|5579 7227:0015cb
NP_001027419.1	gnl|BL_ORD_ID|11291 7227:002c1b
NP_001027422.1	gnl|BL_ORD_ID|5706 7227:00164a
NP_001027425.1	gnl|BL_ORD_ID|2836 7227:000b14
NP_001027424.2	gnl|BL_ORD_ID|2836 7227:000b14
NP_001027428.1	gnl|BL_ORD_ID|2837 7227:000b15
NP_001027434.1	gnl|BL_ORD_ID|10454 7227:0028d6
NP_001027433.1	gnl|BL_ORD_ID|10454 7227:0028d6
NP_001027421.1	gnl|BL_ORD_ID|13667 7227:003563
NP_001027437.1	gnl|BL_ORD_ID|13082 7227:00331a
NP_001027435.2	gnl|BL_ORD_ID|13082 7227:00331a
NP_001027438.1	gnl|BL_ORD_ID|13052 7227:0032fc
NP_001027436.2	gnl|BL_ORD_ID|13082 7227:00331a
NP_001027440.1	gnl|BL_ORD_ID|600 7227:000258
NP_001027439.2	gnl|BL_ORD_ID|600 7227:000258
NP_001027442.1	gnl|BL_ORD_ID|6005 7227:001775
NP_001027441.1	gnl|BL_ORD_ID|6005 7227:001775
NP_001027444.1	gnl|BL_ORD_ID|11685 7227:002da5
NP_001027443.1	gnl|BL_ORD_ID|11686 7227:002da6
NP_001027445.1	gnl|BL_ORD_ID|11475 7227:002cd3
NP_001027415.1	gnl|BL_ORD_ID|2802 7227:000af2
NP_001027447.1	gnl|BL_ORD_ID|11754 7227:002dea
NP_001027448.1	gnl|BL_ORD_ID|11466 7227:002cca
NP_001027446.2	gnl|BL_ORD_ID|11997 7227:002edd
NP_001027573.1	gnl|BL_ORD_ID|12122 7227:002f5a
NP_001027420.2	gnl|BL_ORD_ID|13667 7227:003563
NP_001027575.1	gnl|BL_ORD_ID|13567 7227:0034ff
NP_001027576.2	gnl|BL_ORD_ID|13567 7227:0034ff
NP_001027578.1	gnl|BL_ORD_ID|309 7227:000135
NP_001027571.3	gnl|BL_ORD_ID|4015 7227:000faf
NP_001027574.2	gnl|BL_ORD_ID|12122 7227:002f5a
NP_001027572.2	gnl|BL_ORD_ID|6247 7227:001867
NP_001033798.1	gnl|BL_ORD_ID|12002 7227:002ee2
NP_001027579.1	gnl|BL_ORD_ID|309 7227:000135
NP_001033801.3	gnl|BL_ORD_ID|11624 7227:002d68
NP_001033802.2	gnl|BL_ORD_ID|12295 7227:003007
NP_001027577.2	gnl|BL_ORD_ID|309 7227:000135
NP_001033805.1	gnl|BL_ORD_ID|9615 7227:00258f
NP_001033803.3	gnl|BL_ORD_ID|12293 7227:003005
NP_001033806.1	gnl|BL_ORD_ID|9615 7227:00258f
NP_001027580.1	gnl|BL_ORD_ID|309 7227:000135
NP_001033808.1	gnl|BL_ORD_ID|13228 7227:0033ac
NP_001033807.1	gnl|BL_ORD_ID|13228 7227:0033ac
NP_001033810.1	gnl|BL_ORD_ID|2389 7227:000955
NP_001033812.1	gnl|BL_ORD_ID|2389 7227:000955
NP_001033816.1	gnl|BL_ORD_ID|2061 7227:00080d
NP_001033814.1	gnl|BL_ORD_ID|2389 7227:000955
NP_001033818.1	gnl|BL_ORD_ID|2137 7227:000859
NP_001033815.1	gnl|BL_ORD_ID|2828 7227:000b0c
NP_001033817.1	gnl|BL_ORD_ID|2061 7227:00080d
NP_001033821.1	gnl|BL_ORD_ID|2221 7227:0008ad
NP_001033820.1	gnl|BL_ORD_ID|1334 7227:000536
NP_001033834.1	gnl|BL_ORD_ID|3007 7227:000bbf
NP_001033827.1	gnl|BL_ORD_ID|709 7227:0002c5
NP_001033832.1	gnl|BL_ORD_ID|13305 7227:0033f9
NP_001033836.1	gnl|BL_ORD_ID|12878 7227:00324e
NP_001033837.1	gnl|BL_ORD_ID|1422 7227:00058e
NP_001033838.1	gnl|BL_ORD_ID|11647 7227:002d7f
NP_001033839.1	gnl|BL_ORD_ID|11645 7227:002d7d
NP_001033841.1	gnl|BL_ORD_ID|2347 7227:00092b
NP_001033842.1	gnl|BL_ORD_ID|3426 7227:000d62
NP_001033843.1	gnl|BL_ORD_ID|3438 7227:000d6e
NP_001033845.1	gnl|BL_ORD_ID|12447 7227:00309f
NP_001033829.2	gnl|BL_ORD_ID|12534 7227:0030f6
NP_001033848.1	gnl|BL_ORD_ID|11641 7227:002d79
NP_001033850.2	gnl|BL_ORD_ID|3603 7227:000e13
NP_001033852.1	gnl|BL_ORD_ID|3660 7227:000e4c
NP_001033853.1	gnl|BL_ORD_ID|3686 7227:000e66
NP_001033857.1	gnl|BL_ORD_ID|3880 7227:000f28
NP_001033831.1	gnl|BL_ORD_ID|479 7227:0001df
NP_001033847.1	gnl|BL_ORD_ID|146 7227:000092
NP_001033858.1	gnl|BL_ORD_ID|3880 7227:000f28
NP_001033835.2	gnl|BL_ORD_ID|12878 7227:00324e
NP_001033861.1	gnl|BL_ORD_ID|3893 7227:000f35
NP_001033859.1	gnl|BL_ORD_ID|3880 7227:000f28
NP_001033862.1	gnl|BL_ORD_ID|3893 7227:000f35
NP_001033863.1	gnl|BL_ORD_ID|3893 7227:000f35
NP_001033864.1	gnl|BL_ORD_ID|3893 7227:000f35
NP_001033867.1	gnl|BL_ORD_ID|3937 7227:000f61
NP_001033865.1	gnl|BL_ORD_ID|2153 7227:000869
NP_001033860.1	gnl|BL_ORD_ID|214 7227:0000d6
NP_001033869.1	gnl|BL_ORD_ID|12721 7227:0031b1
NP_001033871.2	gnl|BL_ORD_ID|11659 7227:002d8b
NP_001033873.1	gnl|BL_ORD_ID|1802 7227:00070a
NP_001033872.2	gnl|BL_ORD_ID|1416 7227:000588
NP_001033870.1	gnl|BL_ORD_ID|12721 7227:0031b1
NP_001033874.2	gnl|BL_ORD_ID|13503 7227:0034bf
NP_001033855.1	gnl|BL_ORD_ID|11099 7227:002b5b
NP_001033875.1	gnl|BL_ORD_ID|11630 7227:002d6e
NP_001033876.1	gnl|BL_ORD_ID|11630 7227:002d6e
NP_001033877.1	gnl|BL_ORD_ID|11630 7227:002d6e
NP_001033878.3	gnl|BL_ORD_ID|11639 7227:002d77
NP_001033881.1	gnl|BL_ORD_ID|13401 7227:003459
NP_001033883.2	gnl|BL_ORD_ID|11638 7227:002d76
NP_001033885.1	gnl|BL_ORD_ID|1021 7227:0003fd
NP_001033893.2	gnl|BL_ORD_ID|11657 7227:002d89
NP_001033884.2	gnl|BL_ORD_ID|4399 7227:00112f
NP_001033891.1	gnl|BL_ORD_ID|1162 7227:00048a
NP_001033894.1	gnl|BL_ORD_ID|11732 7227:002dd4
NP_001033895.1	gnl|BL_ORD_ID|4585 7227:0011e9
NP_001033897.1	gnl|BL_ORD_ID|12495 7227:0030cf
NP_001033898.1	gnl|BL_ORD_ID|12496 7227:0030d0
NP_001033896.1	gnl|BL_ORD_ID|12495 7227:0030cf
NP_001033899.1	gnl|BL_ORD_ID|752 7227:0002f0
NP_001033823.1	gnl|BL_ORD_ID|13478 7227:0034a6
NP_001033900.2	gnl|BL_ORD_ID|4679 7227:001247
NP_001033901.1	gnl|BL_ORD_ID|10127 7227:00278f
NP_001033903.1	gnl|BL_ORD_ID|4756 7227:001294
NP_001033905.1	gnl|BL_ORD_ID|11634 7227:002d72
NP_001033902.1	gnl|BL_ORD_ID|9805 7227:00264d
NP_001033904.1	gnl|BL_ORD_ID|4770 7227:0012a2
NP_001033913.1	gnl|BL_ORD_ID|10034 7227:002732
NP_001033910.2	gnl|BL_ORD_ID|10192 7227:0027d0
NP_001033911.3	gnl|BL_ORD_ID|10192 7227:0027d0
NP_001033916.1	gnl|BL_ORD_ID|11660 7227:002d8c
NP_001033929.1	gnl|BL_ORD_ID|11636 7227:002d74
NP_001033906.1	gnl|BL_ORD_ID|1651 7227:000673
NP_001033907.1	gnl|BL_ORD_ID|1651 7227:000673
NP_001033914.1	gnl|BL_ORD_ID|4929 7227:001341
NP_001033931.1	gnl|BL_ORD_ID|5011 7227:001393
NP_001033932.2	gnl|BL_ORD_ID|5011 7227:001393
NP_001033915.1	gnl|BL_ORD_ID|4929 7227:001341
NP_001033936.1	gnl|BL_ORD_ID|235 7227:0000eb
NP_001033933.1	gnl|BL_ORD_ID|10757 7227:002a05
NP_001033937.1	gnl|BL_ORD_ID|11651 7227:002d83
NP_001033942.1	gnl|BL_ORD_ID|11642 7227:002d7a
NP_001033939.2	gnl|BL_ORD_ID|5410 7227:001522
NP_001033941.1	gnl|BL_ORD_ID|11617 7227:002d61
NP_001033940.1	gnl|BL_ORD_ID|11661 7227:002d8d
NP_001033945.1	gnl|BL_ORD_ID|13293 7227:0033ed
NP_001033946.2	gnl|BL_ORD_ID|13293 7227:0033ed
NP_001033944.1	gnl|BL_ORD_ID|1350 7227:000546
NP_001033938.1	gnl|BL_ORD_ID|12949 7227:003295
NP_001033949.1	gnl|BL_ORD_ID|11387 7227:002c7b
NP_001033952.1	gnl|BL_ORD_ID|13409 7227:003461
NP_001033950.2	gnl|BL_ORD_ID|11391 7227:002c7f
NP_001033943.2	gnl|BL_ORD_ID|1098 7227:00044a
NP_001033953.1	gnl|BL_ORD_ID|5746 7227:001672
NP_001033955.1	gnl|BL_ORD_ID|12223 7227:002fbf
NP_001033954.1	gnl|BL_ORD_ID|12223 7227:002fbf
NP_001033957.2	gnl|BL_ORD_ID|11635 7227:002d73
NP_001033956.2	gnl|BL_ORD_ID|5841 7227:0016d1
NP_001033959.1	gnl|BL_ORD_ID|11631 7227:002d6f
NP_001033961.2	gnl|BL_ORD_ID|11658 7227:002d8a
NP_001033962.1	gnl|BL_ORD_ID|11755 7227:002deb
NP_001033958.1	gnl|BL_ORD_ID|11616 7227:002d60
NP_001033947.1	gnl|BL_ORD_ID|13293 7227:0033ed
NP_001033964.1	gnl|BL_ORD_ID|11648 7227:002d80
NP_001033948.1	gnl|BL_ORD_ID|13293 7227:0033ed
NP_001033966.1	gnl|BL_ORD_ID|9844 7227:002674
NP_001033963.1	gnl|BL_ORD_ID|11655 7227:002d87
NP_001033971.2	gnl|BL_ORD_ID|6328 7227:0018b8
NP_001033974.1	gnl|BL_ORD_ID|6367 7227:0018df
NP_001033973.1	gnl|BL_ORD_ID|13583 7227:00350f
NP_001033975.2	gnl|BL_ORD_ID|11653 7227:002d85
NP_001033980.2	gnl|BL_ORD_ID|11663 7227:002d8f
