OGG gene_Mphar gene_Amel
EOG88WFWS LOC105838828 LOC726113
EOG8PG8VH LOC105829200 LOC413374
EOG8G1QB3 LOC105840362 LOC726218
EOG8C8BNC LOC105830847 LOC412081
EOG8CC6VR LOC105836629 LOC412081
EOG822DCX LOC105829915 LOC725068
EOG8T1MFZ LOC105828123 LOC411472
EOG8BP46G LOC105828125 LOC411473
EOG808R3K LOC105836837 LOC409075
EOG88KV5F LOC105836836 LOC411474
EOG8PK53G LOC105834429 LOC413558
EOG89PDT2 LOC105830005 LOC102653680
EOG89KJKV LOC105838620 LOC724374
EOG81C9QR LOC105838813 LOC409970
EOG8PP1BM LOC105838815 LOC413560
EOG8KPX5S LOC105833653 LOC724237
EOG88SKNB LOC105833654 LOC413562
EOG8VQDJN LOC105833659 LOC551206
EOG85F0JV LOC105831926 LOC409706
EOG85XBRC LOC105831911 LOC551529
EOG8RBTD6 LOC105839807 LOC551558
EOG89W58T LOC105834479 LOC551621
EOG8V19VC LOC105834484 LOC409704
EOG8BP474 LOC105837387 LOC724835
EOG86T5WN LOC105830209 LOC724903
EOG8JWZ87 LOC105833258 LOC100577522
EOG8JWZ87 LOC105836137 LOC100577522
EOG8RNF48 LOC105834232 LOC725386
EOG8RJJW7 LOC105834231 LOC100577415
EOG89PDSX LOC105834233 LOC725320
EOG8RBTDJ LOC105834341 LOC410702
EOG880MS0 LOC105834358 LOC551157
EOG8TMTXB LOC105835057 LOC725151
EOG80P72T LOC105830100 LOC100577365
EOG8GJ2HT LOC105834400 LOC725078
EOG8QJVHC LOC105838949 LOC408583
EOG8TXFM5 LOC105837787 LOC410696
EOG8DNJ09 LOC105829599 LOC725458
EOG8K0TGS LOC105837293 LOC725348
EOG8GTP7G LOC105837292 LOC725387
EOG81RSPG LOC105837299 LOC100578186
EOG8CVK33 LOC105839520 LOC550723
EOG81ZJ5Q LOC105840807 LOC724496
EOG83501X LOC105840821 LOC724540
EOG8K9F7B LOC105840840 LOC100578243
EOG8S7NKM LOC105840849 LOC414039
EOG883H0T LOC105834567 LOC550996
EOG8HB1DV LOC105834568 LOC413099
EOG8S1X2H LOC105834565 LOC551069
EOG8S4S9G LOC105839696 LOC413018
EOG8X6G3M LOC105829297 LOC100578281
EOG8M0HX9 LOC105829300 LOC724904
EOG8GMXRR LOC105829298 LOC551280
EOG8K0TGM LOC105833865 LOC551356
EOG86Q9MZ LOC105831985 LOC408579
EOG8TXFMH LOC105831991 LOC408578
EOG8W9MZ7 LOC105831984 LOC408577
EOG8QRKZG LOC105836798 LOC551647
EOG8MSGSX LOC105834825 LOC551680
EOG83XXZ1 LOC105834830 LOC408576
EOG8BZQWS LOC105828602 LOC551731
EOG8962MD LOC105828605 LOC551762
EOG8ZPHPH LOC105828601 LOC100576169
EOG8GQT08 LOC105828604 LOC410083
EOG805VVT LOC105828606 LOC410687
EOG8HX7WC LOC105828608 LOC413245
EOG80P72G LOC105839877 LOC724332
EOG8VHP21 LOC105839876 LOC551911
EOG8BK7Z6 LOC105834066 LOC724497
EOG8S1X2W LOC105834067 LOC100578913
EOG80VZJC LOC105829075 LOC410690
EOG8323SK LOC105830940 LOC408580
EOG8W117Z LOC105839793 LOC410689
EOG8ZW85M LOC105837901 LOC552096
EOG8XH2TM LOC105828740 LOC410688
EOG8JDM2P LOC105828743 LOC552141
EOG8N5ZRT LOC105837278 LOC552167
EOG8N33HN LOC105829212 LOC412601
EOG8ZCWZW LOC105832917 LOC724950
EOG8VMJ9N LOC105835208 LOC552251
EOG85MR0T LOC105836074 LOC409027
EOG86HK55 LOC105836076 LOC411351
EOG86MFCZ LOC105830272 LOC413895
EOG8S1X2R LOC105838749 LOC552332
EOG87H8JV LOC105832726 LOC100576797
EOG87H8JV LOC105834384 LOC100576797
EOG88GZZ2 LOC105830159 LOC413502
EOG8CVK30 LOC105838834 LOC413501
EOG86T5WC LOC105838833 LOC413500
EOG8GF68C LOC105838830 LOC409937
EOG8B01HW LOC105838831 LOC409936
EOG8S7NJK LOC105838835 LOC413499
EOG8QC40W LOC105838838 Sergef
EOG8V463Q LOC105838839 LOC411721
EOG84N1MT LOC105836022 LOC411722
EOG8VMJ8R LOC105830323 LOC411723
EOG85B490 LOC105834612 LOC410686
EOG8SN4H3 LOC105834611 LOC410685
EOG8RR9BV LOC105833972 LOC410683
EOG88SKNK LOC105833970 LOC551451
EOG8C5GD7 LOC105833964 LOC551494
EOG86X251 LOC105833967 LOC725980
EOG8KSSF3 LOC105835237 LOC102655034
EOG8F7RDK LOC105835242 LOC551622
EOG8RR9C2 LOC105835239 LOC726034
EOG879J3P LOC105835241 LOC726061
EOG8R52XH LOC105838812 LOC726148
EOG812Q1K LOC105834396 LOC408573
EOG8RJJW2 LOC105834397 LOC408574
EOG8V72BR LOC105834398 LOC551791
EOG8JT314 LOC105836025 LOC408575
EOG8RJJWN LOC105836024 LOC412777
EOG883GZT LOC105840134 LOC412778
EOG8936C8 LOC105829589 LOC726349
EOG8DFSHB LOC105831093 LOC413575
EOG8V9XKG LOC105833935 LOC413576
EOG85XBR1 LOC105833937 LOC100578467
EOG8KWNNK LOC105835444 LOC413577
EOG89PDT6 LOC105835446 LOC412407
EOG8V9XKJ LOC105835447 LOC552128
EOG8TB76M LOC105835448 LOC552153
EOG8030MG LOC105835445 LOC726562
EOG8ZSCXZ LOC105834806 LOC726591
EOG854CT4 LOC105841111 LOC726647
EOG8PK53C LOC105841112 LOC100576242
EOG8J40BS LOC105841114 LOC726708
EOG8D55S1 LOC105833314 LOC551725
EOG87WRJ0 LOC105833315 LOC409225
EOG8ZGS6W LOC105838272 LOC409226
EOG8FJC42 LOC105838271 LOC551637
EOG8MD0V4 LOC105831388 LOC107966053
EOG8XKZ2W LOC105833341 LOC412412
EOG8K6JZG LOC105840689 LOC726766
EOG8QZBFW LOC105831520 LOC102654353
EOG8H4907 LOC105831519 LOC102656402
EOG8VX50X LOC105829601 LOC409062
EOG8W117B LOC105829600 LOC413118
EOG8PRWKV LOC105831377 LOC412240
EOG87M4SB LOC105831385 LOC550724
EOG818FHQ LOC105834361 LOC551585
EOG81VNZB LOC105834362 LOC551559
EOG87Q114 LOC105834363 LOC100577501
EOG8Z3988 LOC105832854 LOC409312
EOG8G7FT4 LOC105832856 LOC409313
EOG80P737 LOC105832860 LOC412015
EOG8DV8G9 LOC105832857 LOC551419
EOG8H756D LOC105834377 LOC107965508
EOG8ZW864 LOC105831987 LOC100577533
EOG8GF68T LOC105839940 LOC408568
EOG844PFX LOC105839943 LOC724282
EOG87WRHG LOC105839941 LOC724239
EOG82JRMM LOC105830215 LOC724146
EOG86DPX7 LOC105830577 LOC551837
EOG86DPX7 LOC105834560 LOC551837
EOG8F7RF5 LOC105831649 LOC725981
EOG8PZN2M LOC105837778 LOC411927
EOG8M68C5 LOC105830933 LOC100577689
EOG8V72BJ LOC105830932 LOC408569
EOG8THZNC LOC105836884 LOC552142
EOG8897GF LOC105836885 LOC725748
EOG8GXJG6 LOC105831990 LOC408570
EOG8H1DR0 LOC105831983 LOC725684
EOG87H8JM LOC105830808 LOC412734
EOG866ZFH LOC105830800 LOC410669
EOG8R52ZF LOC105832101 LOC551912
EOG84BDXH LOC105835525 LOC725459
EOG84N1N9 LOC105832102 LOC551893
EOG890B47 LOC105830979 LOC410671
EOG8CZF9Z LOC105830980 LOC410672
EOG8QZBFK LOC105838710 LOC410673
EOG8QVG6Q LOC105831126 LOC410674
EOG8ZCWZX LOC105840641 LOC725079
EOG8323T5 LOC105840640 LOC410675
EOG8XWJSZ LOC105840169 LOC725042
EOG8RR9CQ LOC105831823 LOC551584
EOG8PP1B4 LOC105833385 LOC413968
EOG8RNF56 LOC105833388 LOC724638
EOG8SR0R0 LOC105833389 LOC551472
EOG81RSQ4 LOC105833390 LOC551452
EOG86X23N LOC105832853 LOC412406
EOG86X23N LOC105832853 LOC726985
EOG8SR0RW LOC105840923 LOC551358
EOG8SR0RW LOC105840922 LOC551358
EOG8SR0RW LOC105837734 LOC551358
EOG8D29JC LOC105839164 LOC412262
EOG87WRHP LOC105831824 LOC551281
EOG8JMBJR LOC105831827 LOC100576938
EOG8P8JCN LOC105831825 LOC551207
EOG8F20ZK LOC105831828 LOC551158
EOG82NMVN LOC105837301 LOC410678
EOG80GGK7 LOC105839947 LOC727229
EOG8KPX5X LOC105840846 LOC412361
EOG81G5ZN LOC105833091 LOC412362
EOG8G1QBS LOC105831534 LOC412449
EOG80VZJM LOC105831504 LOC551606
EOG818FHH LOC105839204 LOC551633
EOG8ZCX0B LOC105839209 LOC551665
EOG83V2PX LOC105834789 LOC102656360
EOG89GPBC LOC105831147 LOC725106
EOG8897GW LOC105836683 LOC725853
EOG84F94Q LOC105836682 LOC101664702
EOG866ZFJ LOC105836681 LOC107963993
EOG866ZFJ LOC105836681 LOC552168
EOG8FJC43 LOC105839116 LOC410788
EOG80VZHX LOC105838219 LOC102653800
EOG8X6G40 LOC105837518 LOC725651
EOG8VQDHS LOC105838603 LOC408646
EOG8B01JC LOC105839142 LOC725415
EOG8STW04 LOC105839145 LOC551894
EOG8R7Z5P LOC105839146 LOC550901
EOG88KV6J LOC105840917 LOC725283
EOG8CRPTW LOC105840916 LOC100577043
EOG88GZZT LOC105839878 LOC100576662
EOG8HMN4Q LOC105839872 LOC551792
EOG8DNJ08 LOC105839873 LOC725273
EOG8BK7ZX LOC105839874 LOC410791
EOG8K3PQM LOC105836680 LOC724283
EOG8MWC1C LOC105836679 LOC410785
EOG866ZFQ LOC105832702 LOC410784
EOG8W6RQ9 LOC105832701 LOC724415
EOG8K0TH8 LOC105832700 LOC408643
EOG837V89 LOC105833106 LOC410782
EOG80GGM9 LOC105833750 LOC413378
EOG8J9QT3 LOC105829440 LOC413377
EOG8284WF LOC105830132 LOC409887
EOG8284WF LOC105832910 LOC409887
EOG8FTZVK LOC105840795 LOC552426
EOG8FXV3R LOC105831143 LOC551960
EOG8P8JD4 LOC105832349 LOC100577450
EOG8QNQR8 LOC105834156 LOC551906
EOG8962MH LOC105839394 LOC551889
EOG81VNX7 LOC105837431 LOC412088
EOG8BVVPQ LOC105839764 LOC725154
EOG8R52X7 LOC105830282 LOC100576132
EOG88GZXT LOC105836788 LOC725044
EOG8258NM LOC105829230 LOC100579054
EOG8J40C4 LOC105836243 MsrA
EOG8R26PF LOC105835255 LOC411548
EOG84N1N3 LOC105835258 LOC100578953
EOG8J9QTF LOC105836117 LOC409251
EOG86HK50 LOC105836093 LOC100578883
EOG8K0TH7 LOC105840564 LOC724798
EOG8G7FT5 LOC105837294 LOC727452
EOG8HTCMG LOC105835952 LOC551071
EOG864372 LOC105834551 LOC408641
EOG864372 LOC105831804 LOC408641
EOG8M68CG LOC105829616 LOC725724
EOG8P2SX1 LOC105839675 LOC551320
EOG81NXFB LOC105839673 ROCK2
EOG80GGKG LOC105839676 LOC408635
EOG8H48Z2 LOC105832800 LOC551420
EOG8GJ2HS LOC105832797 LOC409392
EOG8K0TH3 LOC105832796 LOC100578360
EOG89S923 LOC105840872 LOC726178
EOG89S923 LOC105830701 LOC726178
EOG8P5P56 LOC105839672 LOC409189
EOG8WM7P7 LOC105841056 LOC411753
EOG8P2SWS LOC105834169 LOC100577142
EOG89KJK6 LOC105830520 LOC102655961
EOG8BCHG7 LOC105839535 LOC410779
EOG8THZPK LOC105838789 LOC408633
EOG8Z65HP LOC105837449 LOC102653614
EOG84F955 LOC105838693 LOC409288
EOG8FJC4Q LOC105833675 LOC726431
EOG8KWNNP LOC105833661 LOC102656779
EOG83FKSB LOC105838906 LOC409505
EOG880MR9 LOC105837037 LOC100576990
EOG8N5ZRR LOC105835977 LOC552660
EOG8SN4HS LOC105834674 LOC552654
EOG8JQ6SJ LOC105834672 LOC552644
EOG8X9BBH LOC105835969 LOC413422
EOG8KPX63 LOC105839731 LOC552372
EOG86X23W LOC105835815 LOC100576885
EOG8W6RR1 LOC105835174 LOC552315
EOG8G1QB0 LOC105830892 LOC412712
EOG8GXJGJ LOC105837021 LOC412451
EOG8ZCX02 LOC105837881 LOC412384
EOG84QWWG LOC105832650 CSP6
EOG8RV5KN LOC105840181 LOC552185
EOG8F7RDW LOC105833990 LOC409229
EOG8SR0S5 LOC105828569 LOC725712
EOG81C9R9 LOC105839581 LOC411836
EOG8SJ897 LOC105838885 LOC551469
EOG8SFD2C LOC105829282 LOC727199
EOG8R52ZB LOC105838409 LOC107965571
EOG88SKNC LOC105838396 LOC408607
EOG89S91J LOC105840885 LOC551530
EOG86436B LOC105830986 LOC724240
EOG8JMBJF LOC105830987 LOC410755
EOG8S4S9T LOC105840044 LOC410756
EOG8KH5PW LOC105835897 LOC725496
EOG8CVK2Z LOC105837578 LOC409311
EOG8W9MZN LOC105837577 LOC551242
EOG80GGK5 LOC105837576 LOC725388
EOG8PK533 LOC105837401 LOC100576747
EOG8R52XT LOC105832364 LOC413255
EOG8WDH6Q LOC105837402 LOC100576708
EOG8FR3KX LOC105835896 LOC412354
EOG808R3Q LOC105837362 LOC552090
EOG8SFD22 LOC105837360 LOC100578606
EOG8JWZ84 LOC105837359 LOC102655243
EOG8MKRBC LOC105838628 LOC724993
EOG8JQ6RT LOC105834869 LOC410775
EOG8JQ6RT LOC105838863 LOC410775
EOG8H48Z1 LOC105838861 LOC408631
EOG8H48Z1 LOC105838861 LOC727519
EOG8N8V0G LOC105837018 LOC410776
EOG8KWNP7 LOC105831630 LOC408632
EOG8VQDHF LOC105831629 LOC410777
EOG8X0QN2 LOC105831246 LOC552068
EOG847JP2 LOC105835799 LOC552197
EOG8J143G LOC105836129 LOC413855
EOG8M94N2 LOC105836131 LOC552260
EOG8SBHTN LOC105835527 LOC726259
EOG854CT5 LOC105828413 LOC412745
EOG8D29JM LOC105838888 LOC100578146
EOG8WQ3XV LOC105836630 LOC411546
EOG8J9QT4 LOC105836128 LOC413132
EOG84F94T LOC105836136 LOC100578005
EOG8DZ4Q5 LOC105831458 LOC410050
EOG812Q1D LOC105831451 LOC413551
EOG8V4641 LOC105836130 LOC724148
EOG8V4641 LOC105836130 LOC107965852
EOG8X9BCG LOC105834460 LOC724118
EOG844PDN LOC105834459 LOC552435
EOG80CMCG LOC105828022 LOC724794
EOG8QVG6K LOC105832416 LOC410057
EOG8C2M6C LOC105830190 LOC102656599
EOG85TGGH LOC105837140 LOC413524
EOG8RBTFD LOC105837141 LOC551381
EOG80ZTSX LOC105837142 LOC409036
EOG8QJVH3 LOC105836068 LOC727116
EOG8XH2V6 LOC105829429 LOC409105
EOG8XWJSH LOC105836147 LOC727127
EOG89CT37 LOC105830438 ecd
EOG8N8V0K LOC105833560 LOC100577118
EOG84F94K LOC105833563 LOC409923
EOG8NP9Z6 LOC105830014 LOC409922
EOG8V72BS LOC105830015 LOC552181
EOG8X9BCJ LOC105830016 LOC102654257
EOG8KWNPG LOC105830009 LOC102654496
EOG8P5P4H LOC105830011 LOC412263
EOG86HK5J LOC105840092 LOC725081
EOG8SFD1M LOC105840093 vas
EOG8FFGX3 LOC105839404 LOC725045
EOG8N33J1 LOC105839408 LOC724994
EOG8B5S16 LOC105841054 LOC102655882
EOG86Q9NH LOC105832165 LOC100577920
EOG81C9RB LOC105834522 LOC100577959
EOG81ZJ5W LOC105834524 LOC551732
EOG8ZPHQN LOC105828694 LOC107965628
EOG8X0QP0 LOC105838395 LOC100577577
EOG8DFSHN LOC105830683 LOC726680
EOG8DFSHN LOC105830683 LOC724319
EOG82Z7JM LOC105840046 LOC552364
EOG8TF3FF LOC105835086 LOC100577995
EOG8P8JDD LOC105831293 LOC726171
EOG8323TC LOC105839301 LOC412465
EOG82JRN5 LOC105839297 LOC102654729
EOG89PDTX LOC105839293 LOC552292
EOG8C8BN0 LOC105831917 LOC726760
EOG8KM1X7 LOC105839459 LOC409457
EOG8TTKCC LOC105831916 LOC412505
EOG8FFGWJ LOC105832607 LOC412697
EOG89W592 LOC105839501 LOC100576121
EOG83V2Q4 LOC105839504 LOC412955
EOG8R26PC LOC105833077 LOC412516
EOG8D8215 LOC105833076 LOC412386
EOG8S7NJF LOC105833075 LOC726051
EOG8JHG8X LOC105833073 LOC409950
EOG8QC41K LOC105833081 LOC724665
EOG8FN7C7 LOC105828254 LOC726798
EOG8Q87S2 LOC105829714 LOC726812
EOG85QM7P LOC105829712 LOC726735
EOG85QM7P LOC105830930 LOC726735
EOG8D8210 LOC105830935 LOC724471
EOG8VT8RQ LOC105830929 LOC411729
EOG8NCQ7Z LOC105830938 LOC100578507
EOG879J3K LOC105830923 LOC551255
EOG8PZN24 LOC105830924 LOC413237
EOG8P5P4W LOC105835538 LOC550962
EOG8WHCFR LOC105837987 LOC552788
EOG883H0F LOC105837776 LOC552790
EOG876NW0 LOC105837788 LOC724275
EOG8QZBFJ LOC105837768 LOC413607
EOG85HVSK LOC105831294 LOC102654955
EOG8SXR7G LOC105839897 LOC100578624
EOG822DCZ LOC105839896 LOC551997
EOG8DNJ03 LOC105837014 LOC412010
EOG88GZZD LOC105837015 LOC412009
EOG8KSSDM LOC105834634 LOC412008
EOG8M68D0 LOC105834632 LOC552105
EOG8M3D50 LOC105834427 LOC724716
EOG8G7FST LOC105831653 LOC724736
EOG84BDX9 LOC105829978 LOC413279
EOG8NP9ZC LOC105831509 LOC413278
EOG8GTP8B LOC105837635 LOC551690
EOG851HK1 LOC105837634 LOC413146
EOG83FKRX LOC105835161 LOC409791
EOG851HMK LOC105831989 LOC551596
EOG8BP46Q LOC105840354 LOC102656381
EOG83BQHM LOC105834420 LOC551536
EOG8NKFPW LOC105834414 LOC412143
EOG8VT8RN LOC105833479 LOC100578537
EOG8N0792 LOC105834093 LOC413869
EOG8NCQ8G LOC105835499 LOC102655388
EOG8WHCF1 LOC105835495 LOC100578498
EOG8WHCF1 LOC105835495 LOC100578136
EOG8XD6KK LOC105831597 LOC412711
EOG8NZXNW LOC105831599 LOC551273
EOG84F94N LOC105831600 LOC725295
EOG8MPMJB LOC105830143 LOC408716
EOG8MPMJB LOC105833600 LOC408716
EOG85QM8W LOC105830145 LOC408717
EOG8QG07H LOC105828354 LOC408718
EOG8ZPHQZ LOC105831387 LOC725743
EOG8QNQQT LOC105831386 LOC411452
EOG88WFX4 LOC105838355 LOC412824
EOG88KV65 LOC105838354 LOC551009
EOG8DV8FP LOC105839895 LOC100578420
EOG8WT04V LOC105839900 LOC408714
EOG88SKNH LOC105837988 LOC100578727
EOG8JMBK0 LOC105837972 LOC100577598
EOG854CT3 LOC105837974 LOC100576249
EOG8HX7WK LOC105837978 LOC410897
EOG85XBRP LOC105837980 LOC408713
EOG8N5ZRM LOC105837975 LOC408712
EOG80P739 LOC105837979 LOC552020
EOG8ZCX0S LOC105837981 LOC408711
EOG8QRKZD LOC105837973 LOC410895
EOG8N33HW LOC105828230 LOC410894
EOG857830 LOC105836684 LOC410893
EOG82RH38 LOC105829971 LOC551849
EOG87M4SP LOC105837623 LOC410888
EOG83XXZ5 LOC105831073 LOC408705
EOG8DRD6X LOC105834092 LOC551773
EOG8MSGSQ LOC105840454 LOC551743
EOG80GGM1 LOC105830568 LOC724162
EOG85XBQF LOC105830567 LOC413265
EOG851HKK LOC105830569 LOC552307
EOG80S39C LOC105828850 LOC724424
EOG8PRWJZ LOC105828849 LOC411955
EOG8CG33R LOC105828851 LOC100579003
EOG8KH5Q0 LOC105837481 LOC552405
EOG815K7T LOC105838776 LOC724598
EOG8258N0 LOC105834570 LOC410127
EOG8V72C5 LOC105834446 LOC552471
EOG8FXV33 LOC105836903 LOC411349
EOG8TXFN6 LOC105828685 LOC102654426
EOG8XKZ2P LOC105828930 LOC409038
EOG8R26P3 LOC105829224 LOC409039
EOG82Z7JX LOC105840455 Hiscl1
EOG879J31 LOC105840456 LOC725008
EOG8N0789 LOC105830415 LOC725119
EOG88WFWN LOC105837397 LOC413060
EOG8TB75P LOC105831777 LOC410891
EOG88SKPH LOC105831915 LOC410890
EOG8FXV3T LOC105834849 LOC725396
EOG85QM8H LOC105834846 LOC408708
EOG8SBHT9 LOC105834847 LOC725429
EOG8H4902 LOC105831913 LOC410889
EOG8HMN5H LOC105830219 LOC725530
EOG8H1DQ3 LOC105833478 LOC725588
EOG8H1DQ3 LOC105835425 LOC725588
EOG86Q9NM LOC105835422 LOC725625
EOG8B8N8P LOC105835423 LOC100576512
EOG8Q2H9T LOC105835424 LOC725757
EOG88SKPV LOC105832482 LOC725742
EOG8S1X2K LOC105832476 LOC408706
EOG8XWJSB LOC105832477 LOC725826
EOG8PCDMH LOC105832480 LOC725891
EOG88GZZ3 LOC105832475 LOC412076
EOG8CG34K LOC105828334 LOC726009
EOG812Q15 LOC105831918 LOC551412
EOG8WDH7B LOC105828328 LOC726085
EOG89GPB7 LOC105834359 LOC551508
EOG8HHRX9 LOC105832233 LOC409566
EOG89S92D LOC105832218 LOC412678
EOG83501B LOC105832202 LOC413955
EOG86T5X0 LOC105832208 LOC412127
EOG8616Z6 LOC105831951 LOC410887
EOG8V9XK0 LOC105832182 LOC726187
EOG8JQ6T7 LOC105831995 LOC726295
EOG85QM7D LOC105828326 LOC410886
EOG8GXJGN LOC105833192 LOC410884
EOG854CSZ LOC105838488 LOC410882
EOG8B2WSM LOC105838490 LOC100577268
EOG89S92R LOC105830433 LOC410883
EOG8ZKNGS LOC105840090 LOC550665
EOG8NS668 LOC105840084 LOC724553
EOG8D55SP LOC105840088 LOC413933
EOG8X0QN5 LOC105840087 LOC100576274
EOG8W6RQR LOC105840085 LOC413023
EOG8CNTKN LOC105838036 LOC102656247
EOG8KPX5P LOC105830284 LOC727293
EOG86X24R LOC105832244 LOC727300
EOG8258NJ LOC105836009 LOC410879
EOG8V9XKX LOC105836011 LOC727308
EOG8B8N7R LOC105837408 LOC102655463
EOG8030NR LOC105837410 LOC725357
EOG8XPT9G LOC105833128 LOC725325
EOG88KV5K LOC105835205 LOC412331
EOG8Z91R4 LOC105835206 LOC100578715
EOG8WDH6T LOC105835202 LOC412330
EOG8NKFQ7 LOC105835207 LOC100578611
EOG8N5ZSR LOC105837062 LOC100578514
EOG87WRHM LOC105828769 LOC725009
EOG8MGW31 LOC105828767 LOC408701
EOG8ZGS80 LOC105836016 LOC100579019
EOG8ZGS80 LOC105836014 LOC100579019
EOG847JP9 LOC105834036 LOC408702
EOG8BS0FZ LOC105830234 LOC100577255
EOG8FBMP8 LOC105830235 LOC726987
EOG8NGKH4 LOC105830233 LOC100578730
EOG8NZXPG LOC105830232 LOC100576284
EOG8ZSCZP LOC105830214 LOC100577670
EOG8KM1XF LOC105830371 LOC100578356
EOG85QM8Q LOC105834997 LOC413186
EOG87SW8W LOC105831772 LOC726956
EOG8258NZ LOC105831773 LOC411671
EOG82C142 LOC105835002 LOC100576433
EOG8KPX55 LOC105839380 LOC551711
EOG8QNQQZ LOC105834996 LOC726924
EOG8PRWK0 LOC105831771 LOC551801
EOG89S91K LOC105831776 LOC550806
EOG8KM1XV LOC105831770 LOC410877
EOG8KM1XV LOC105831770 LOC726865
EOG89W595 LOC105833887 LOC410876
EOG8VQDJ5 LOC105833889 LOC410875
EOG85783D LOC105833890 LOC726840
EOG8D8212 LOC105833884 LOC408697
EOG8D8212 LOC105833884 LOC550928
EOG80VZJP LOC105833891 LOC408696
EOG80VZJP LOC105836932 LOC408696
EOG88GZXV LOC105833886 LOC408694
EOG886C6Q LOC105837910 LOC410874
EOG8BS0F1 LOC105837907 LOC408693
EOG8NP9XZ LOC105837908 LOC102654653
EOG81K27N LOC105840690 LOC726711
EOG81K27N LOC105833460 LOC726711
EOG8ZKNFR LOC105833461 LOC412005
EOG8QC41C LOC105831464 LOC726679
EOG8GTP7J LOC105834410 LOC552365
EOG86DPX0 LOC105833272 LOC412132
EOG8HMN58 LOC105828692 LOC550664
EOG8N5ZSB LOC105832947 LOC100576571
EOG8PCDMJ LOC105832946 LOC726583
EOG87H8JX LOC105830243 LOC100577634
EOG8M3D4J LOC105834978 LOC725205
EOG898XVB LOC105833181 LOC408699
EOG847JP8 LOC105833115 LOC102655100
EOG83FKRQ LOC105839010 LOC410878
EOG8BCHG6 LOC105839007 LOC409871
EOG8QJVHP LOC105839006 LOC413845
EOG8SJ88T LOC105839004 LOC551872
EOG8KD9FV LOC105828340 LOC724850
EOG8CG33N LOC105828344 LOC412700
EOG83JG0V LOC105834139 LOC100578084
EOG8Q5CJ8 LOC105831775 LOC409091
EOG8X0QN4 LOC105828690 LOC409092
EOG8284W1 LOC105837756 LOC409246
EOG83BQHT LOC105837757 LOC409246
EOG8897GZ LOC105837759 LOC411870
EOG8J40BM LOC105837407 LOC411871
EOG8004CX LOC105833299 LOC102655971
EOG8Z65H9 LOC105833301 Eaat-2
EOG8H1DRH LOC105833522 LOC725491
EOG837V9C LOC105833521 LOC102656357
EOG8N33H9 LOC105834888 LOC410853
EOG8N33H9 LOC105834888 LOC726884
EOG8D55SN LOC105835862 LOC410856
EOG8WQ3XM LOC105829488 LOC410854
EOG8MD0V1 LOC105838701 LOC410855
EOG866ZG8 LOC105838655 LOC408686
EOG82FWBV LOC105838641 LOC100577496
EOG82FWBV LOC105838643 LOC100577496
EOG8ZKNFM LOC105838653 LOC100577530
EOG8TTKD8 LOC105830154 LOC100578072
EOG8F20Z8 LOC105839352 LOC100578144
EOG8N8V0F LOC105839357 LOC100578213
EOG87DDB1 LOC105839351 LOC408687
EOG8JWZ89 LOC105839355 LOC410860
EOG883H0B LOC105839354 LOC551914
EOG8BGCQ8 LOC105839363 LOC102654726
EOG8JT315 LOC105839356 LOC410862
EOG88WFX8 LOC105832039 LOC100578478
EOG87DD9Q LOC105832002 LOC410863
EOG8D8219 LOC105831986 LOC100577605
EOG8N8V0J LOC105832015 LOC410864
EOG8T4GQG LOC105829217 LOC724851
EOG8T4GQG LOC105837287 LOC724851
EOG818FH7 LOC105838098 LOC100578691
EOG8STW0R LOC105829302 LOC100578801
EOG8C8BNF LOC105829304 LOC724507
EOG80S399 LOC105838783 LOC100578833
EOG841T6H LOC105838784 LOC410869
EOG837V9D LOC105839647 LOC408691
EOG8258N2 LOC105837384 LOC100577749
EOG8GJ2JB LOC105838545 LOC551364
EOG86Q9N2 LOC105838542 LOC410871
EOG81VNXW LOC105838543 LOC410872
EOG8RBTD4 LOC105838800 LOC408685
EOG8Q5CJ2 LOC105836523 LOC724211
EOG8Q5CJ2 LOC105836521 LOC724211
EOG8S1X32 LOC105838803 LOC410851
EOG82Z7JT LOC105838805 LOC410850
EOG8S1X38 LOC105838806 LOC551122
EOG8RR9BS LOC105838802 LOC410849
EOG8G4KKS LOC105835858 LOC724600
EOG85TGH4 LOC105835864 LOC410844
EOG83NB73 LOC105835863 LOC550739
EOG84BDWQ LOC105828589 LOC552101
EOG8F7RDF LOC105828586 LOC102653857
EOG8XSPJ6 LOC105828597 LOC552074
EOG80S39P LOC105835758 LOC725058
EOG8Q5CJ0 LOC105833448 LOC100577635
EOG8WQ3WX LOC105833447 LOC413130
EOG8F20XT LOC105833298 LOC408681
EOG8NKFPX LOC105836922 LOC725294
EOG880MQW LOC105828593 LOC408670
EOG8VQDJG LOC105834879 LOC100577606
EOG8G4KJQ LOC105832167 LOC725589
EOG8H1DQ1 LOC105832155 LOC551689
EOG8X9BBG LOC105832150 LOC409221
EOG8BK7ZK LOC105837090 LOC725696
EOG8962N5 LOC105837094 LOC725718
EOG83XXXX LOC105834998 LOC551595
EOG82NMVP LOC105835001 LOC409236
EOG8DFSHT LOC105837092 LOC725758
EOG8HTCN4 LOC105837091 LOC409235
EOG8284WH LOC105828170 LOC551476
EOG81RSP6 LOC105828169 LOC409322
EOG8XWJT1 LOC105828502 LOC412030
EOG8ZCX0K LOC105828496 LOC725930
EOG8B2WSB LOC105828497 LOC725957
EOG8R52XW LOC105828498 LOC551330
