Gene,SwissProt,UniProt,L2,L3,L4,L5,Head,Gaster,Larval,Overall,Fixed Synonymous,Fixed Non-Synonymous,Polymorphic Synonymous,Polymorphic Non-Synonymous,Number Synonymous,Number Non-Synonymous,BSnIPRE.class,BSnIPRE.est,BSnIPRE.gamma,NI.class,NI.class.BFcorrect,MKtest P-value,"""-LOG(Neutrality Index)""",Raw PS,PS1,PS2
LOC105827860,Serine/threonine-protein kinase 36,Serine/threonine-protein kinase 36,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,95,25,23,0,653,1714,pos,1.2704155,2.614190389,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105827861,-,ABC transporter G family member 20,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827862,Cytochrome P450 306a1,Uncharacterized protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,26,12,4,1,392.3333333,1071.666667,neut,0.445995937,0.660047249,neut,neut,0.990389971,0.613104473,cellular organisms,cellular,cellular
LOC105827863,Cytochrome P450 18a1,Cytochrome P450 18a1,NDE,Worker,Reproductive,Reproductive,Worker,NDE,Reproductive,Reproductive,35,19,7,0,435.3333333,1256.666667,neut,1.035088172,1.898458353,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105827865,Fatty acid synthase,Putative uncharacterized protein (Fragment),NDE,NDE,Reproductive,NDE,NDE,NDE,Reproductive,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827866,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,52,86,6,12,697.6666667,1957.333333,neut,0.13874547,0.188052606,neut,neut,0.920566904,-0.190043603,Neoptera,ant,hymenopteran_ant
LOC105827867,Capsid protein VP1,VP1 (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827868,-,-,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,0,0,0,1,131.6666667,375.3333333,neut,-0.566135301,-0.69971107,NA,NA,NA,NA,Monomorium pharaonis,ant,hymenopteran_ant
LOC105827869,Transmembrane protein 35,Uncharacterized protein,NDE,Worker,NDE,NDE,Worker,Worker,Worker,Worker,6,0,1,0,131.3333333,336.6666667,neut,0.038877242,0.052147615,NA,NA,NA,NA,Opisthokonta,bilaterian,bilaterian
LOC105827870,Vacuolar protein sorting-associated protein VTA1 homolog,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,Reproductive,30,13,4,0,223.6666667,622.3333333,neut,0.866468029,1.473247885,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105827871,-,-,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827872,-,Poly(U)-specific endoribonuclease-like protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,24,80,30,40,323,1006,neut,0.545222843,0.935848408,pos,neut,0.009363774,0.916290732,Endopterygota,ant,hymenopteran_ant
LOC105827873,Poly(U)-specific endoribonuclease homolog,Poly(U)-specific endoribonuclease-A,NDE,Worker,NDE,NDE,Worker,NDE,Worker,Worker,47,11,9,4,502.3333333,1264.666667,neut,-0.19338542,-0.245304251,neut,neut,0.571091407,-0.641322113,cellular organisms,cellular,cellular
LOC105827874,-,Odorant receptor,NDE,NDE,NDE,Worker,NDE,NDE,NDE,NDE,16,33,10,2,253,701,pos,1.205045465,2.463960942,pos,neut,0.004288273,2.333356752,Endopterygota,ant,hymenopteran_ant
LOC105827875,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,Worker,NDE,Reproductive,NDE,NDE,6,8,2,5,120,312,neut,-0.338747032,-0.426919759,neut,neut,0.873769542,-0.628608659,Myrmicinae,ant,hymenopteran_ant
LOC105827876,-,Odorant receptor,NDE,NDE,NDE,Worker,Worker,NDE,NDE,NDE,11,3,0,2,101.6666667,264.3333333,neut,-0.253218617,-0.316019381,NA,NA,NA,NA,Apocrita,ant,hymenopteran_ant
LOC105827878,Palmitoyltransferase ZDHHC5,Palmitoyltransferase (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,64,6,8,0,584,1435,neut,0.553072991,0.841922163,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105827879,DNA primase large subunit,Uncharacterized protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,34,34,5,3,364.3333333,1075.666667,neut,0.563232367,0.863264348,neut,neut,0.767851963,0.510825624,Eukaryota,eukaryote,eukaryote
LOC105827880,Ribonucleoside-diphosphate reductase large subunit,Ribonucleoside-diphosphate reductase (Fragment),NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,60,40,11,18,567.3333333,1673.666667,neut,-0.581148198,-0.686624072,neut,neut,0.058562471,-0.897941593,cellular organisms,cellular,cellular
LOC105827881,Fructose-bisphosphate aldolase B,Fructose-bisphosphate aldolase,NDE,NDE,NDE,Reproductive,NDE,Reproductive,Reproductive,Reproductive,25,22,4,3,332.6666667,870.3333333,neut,0.31550727,0.450244622,neut,neut,1,0.159848701,cellular organisms,cellular,cellular
LOC105827882,Putative nuclease HARBI1,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827883,Protein aubergine,Piwi-like protein (Fragment),NDE,NDE,Reproductive,NDE,Reproductive,Reproductive,Reproductive,Reproductive,0,0,0,2,140.3333333,384.6666667,neut,-0.851147797,-1.025313632,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105827884,Serine/threonine-protein phosphatase 4 regulatory subunit 4,Serine/threonine-protein phosphatase 4 regulatory subunit 4,NDE,NDE,NDE,Worker,Reproductive,NDE,NDE,NDE,214,94,30,14,1041,2586,neut,0.045574439,0.060364754,neut,neut,1,-0.060541181,Eukaryota,eukaryote,eukaryote
LOC105827885,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827886,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase,Putative ribosomal RNA methyltransferase NOP2,NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,31,38,10,5,520,1529,neut,0.603332943,0.953064365,neut,neut,0.214370781,0.896746136,cellular organisms,cellular,cellular
LOC105827887,Vacuolar fusion protein CCZ1 homolog,UPF0550 protein C7orf28-like protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,31,4,14,2,356.6666667,1026.333333,neut,0.041636937,0.057186539,neut,neut,1,-0.101782694,Eukaryota,eukaryote,eukaryote
LOC105827888,Voltage-dependent calcium channel type D subunit alpha-1,Voltage dependent Ca2  channel Cav1 subunit,NDE,NDE,NDE,NDE,Worker,NDE,NDE,Worker,312,80,54,7,1803.666667,4808.333333,neut,0.667502266,1.061037686,neut,neut,0.140789543,0.682097344,cellular organisms,cellular,cellular
LOC105827889,DnaJ homolog subfamily C member 2,Uncharacterized protein,NDE,NDE,NDE,Reproductive,Reproductive,Reproductive,NDE,Reproductive,64,11,10,2,476,1399,neut,0.158102575,0.21593409,neut,neut,1,-0.151549898,Eukaryota,eukaryote,eukaryote
LOC105827890,Rab11 family-interacting protein 1,Uncharacterized protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,38,19,8,1,435.6666667,1124.333333,neut,0.739888436,1.210467216,neut,neut,0.338130742,1.386294361,Bilateria,bilaterian,bilaterian
LOC105827892,Bursicon,Bursicon,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,4,2,2,0,119.6666667,318.3333333,neut,0.282402265,0.406775385,NA,NA,NA,NA,Bilateria,bilaterian,bilaterian
LOC105827893,Sarcolemmal membrane-associated protein,Sarcolemmal membrane-associated protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,68,29,9,3,667.6666667,1867.333333,neut,0.402748865,0.586285557,neut,neut,0.987703563,0.246400413,Opisthokonta,bilaterian,bilaterian
LOC105827894,Zinc finger CCCH domain-containing protein 10,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,91,12,8,0,375.3333333,998.6666667,neut,0.832142504,1.388277878,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105827895,G patch domain-containing protein 11,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,44,32,4,0,178.6666667,568.3333333,pos,1.239762697,2.463892708,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105827896,Importin-11,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,57,2,9,4,833.6666667,2103.333333,neut,-0.881702009,-0.993194635,neg,neut,0.007384578,-2.538973871,Eukaryota,eukaryote,eukaryote
LOC105827897,Dephospho-CoA kinase domain-containing protein,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,16,7,2,2,188,520,neut,0.013909773,0.018426331,neut,neut,0.848108249,-0.826678573,cellular organisms,cellular,cellular
LOC105827898,COMM domain-containing protein 3,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,46,34,9,0,146.3333333,465.6666667,pos,1.440194505,3.199567842,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105827899,Partner of bursicon,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,9,1,0,2,104,310,neut,-0.478050328,-0.57510984,NA,NA,NA,NA,Bilateria,bilaterian,bilaterian
LOC105827900,Probable multidrug resistance-associated protein lethal(2)03659,Uncharacterized protein,NDE,NDE,NDE,NDE,Worker,Worker,NDE,Worker,0,0,3,4,195,537,neut,-1.05182768,-1.353918775,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105827901,UPF0065 protein in the TAR-I ttuE-ttuC' intergenic region,Putative exported protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827902,Protein YrdA,Transferase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827903,Putative SOS response-associated peptidase YobE,Putative N-acetyltransferase YedL,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827904,Sec-independent protein translocase protein TatC,Sec-independent protein translocase protein TatC,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827905,-,Putative peptidase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827906,Peroxiredoxin-2B,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827907,Glyoxylate reductase,Glyoxylate reductase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827908,Uncharacterized transcriptional regulatory protein YxjL,Two component transcriptional regulator  LuxR family,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827909,Protein-S-isoprenylcysteine O-methyltransferase,Isoprenylcysteine carboxyl methyltransferase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827910,Uncharacterized acyl--CoA ligase YtcI,AMP-binding protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827911,Uncharacterized protein PA3753,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827912,33 kDa chaperonin,33 kDa chaperonin,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827913,UPF0585 protein CG18661,SAM-dependent methyltransferase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827914,Probable protein kinase UbiB,Probable protein kinase UbiB,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827915,-,Putative uncharacterized protein,NDE,NDE,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,92,153,15,18,825,2250,neut,0.404415781,0.591014188,neut,neut,0.493073278,0.326327788,Formicidae,ant,hymenopteran_ant
LOC105827916,Isoaspartyl peptidase,Putative L-asparaginase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827917,Catalase HPII,Catalase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827918,Phosphoribosylformylglycinamidine synthase,Phosphoribosylformylglycinamidine synthase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827919,L-threonine dehydratase biosynthetic IlvA,L-threonine dehydratase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827920,Ribonuclease R,Ribonuclease R,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827921,Glutamine transport ATP-binding protein GlnQ,Polar amino acid ABC transporter  inner membrane subunit,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827922,Multidrug resistance protein MdtC,Acriflavin resistance protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827923,Uncharacterized isochorismatase family protein YaaI,Isochorismatase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827924,Probable 3-mercaptopyruvate sulfurtransferase,Rhodanese domain protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827925,Hemocyte protein-glutamine gamma-glutamyltransferase,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,Reproductive,Worker,Reproductive,NDE,Reproductive,44,13,19,0,570,1569,neut,1.052619771,2.00222966,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105827926,Uncharacterized Nudix hydrolase NudL,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827927,Redox-sensitive transcriptional activator SoxR,Putative MerR family trasncriptional regulator SoxR protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827928,-,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827929,6-hydroxynicotinate 3-monooxygenase,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827930,Adenine phosphoribosyltransferase,Adenine phosphoribosyltransferase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827931,Uncharacterized HTH-type transcriptional regulator HI_1364,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827932,Ribonucleoside-diphosphate reductase small chain B,Ribonucleoside-diphosphate reductase subunit beta,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827933,Iron-sulfur clusters transporter ATM1  mitochondrial,Lipid A export ATP-binding/permease protein msbA,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827934,Uncharacterized NAD(P)H oxidoreductase HI_1544,NAD(P)H dehydrogenase (Quinone),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827935,DNA polymerase IV,DNA polymerase IV,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827936,40S ribosomal protein S6,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,24,2,5,0,222,531,neut,0.373784573,0.543385216,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105827937,3-hydroxypropionyl-coenzyme A dehydratase,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827938,Peroxiredoxin-like protein DDB_G0282517  mitochondrial,Alkyl hydroperoxide reductase subunit C-like protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827939,Sulfate-binding protein,Sulfate transporter subunit,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827940,HTH-type transcriptional regulator GlxA,Transcriptional regulator  AraC family,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827941,Dimodular nonribosomal peptide synthase,Amino acid adenylation domain-containing protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827942,Alkaline phosphatase L,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827943,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,47,78,1,6,465,1332,neut,0.275818142,0.383977596,neut,neut,0.398604988,-1.285198244,Bilateria,bilaterian,bilaterian
LOC105827944,Penicillin-binding protein 1B,Penicillin-binding protein 1B,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827945,Quinone oxidoreductase PIG3,NADPH quinone reductase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827946,DNA gyrase subunit A,DNA gyrase subunit A,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827947,Gamma-glutamylputrescine synthetase PuuA,Glutamate--putrescine ligase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827948,Gamma-glutamyl-gamma-aminobutyrate hydrolase,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827949,Disulfide-bond oxidoreductase YfcG,Glutathione S-transferase domain,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827950,Glycine cleavage system transcriptional activator,LysR family transcriptional regulator  glycine cleavage system transcriptional activator,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827951,Uncharacterized methyltransferase C25B8.09,Methyltransferase type 11,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827952,GTPase Der,GTPase Der,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827953,Histidinol-phosphate aminotransferase 1,Histidinol-phosphate aminotransferase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827954,Arginine/agmatine antiporter,Putative amino acid permease,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827955,Delta-9 acyl-lipid desaturase 1,Putative fatty acid desaturase (Membrane),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827956,-,Odorant receptor,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827957,Probable multidrug resistance protein YoeA,Multidrug resistance protein mdtK,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827958,Diacylglycerol kinase kappa,Putative hemagglutinin afimbrial adhesin (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827959,Energy-dependent translational throttle protein EttA,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827960,Glycine cleavage system H protein,Glycine cleavage system H protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827961,Aminomethyltransferase,Aminomethyltransferase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827962,D-alanine--D-alanine ligase A,D-alanine--D-alanine ligase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827963,N-ethylmaleimide reductase,N-ethylmaleimide reductase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827964,HTH-type transcriptional regulator DmlR,Transcriptional regulator  LysR family,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827965,RNA polymerase sigma factor RpoH,RNA polymerase sigma factor RpoH,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827966,ADP-L-glycero-D-manno-heptose-6-epimerase,ADP-L-glycero-D-manno-heptose-6-epimerase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827967,-,Odorant receptor,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827968,D-beta-D-heptose 7-phosphate kinase,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827969,Transcriptional regulatory protein OmpR,Transcriptional regulatory protein ompR,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827970,Metalloprotease TldD homolog,Protease TldD,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827971,Large-conductance mechanosensitive channel,Large-conductance mechanosensitive channel,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827972,Fumarylpyruvate hydrolase,Putative fumarylpyruvate hydrolase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827973,HTH-type transcriptional regulator MetR,Putative RuBisCO transcriptional regulator,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105827974,3-isopropylmalate dehydrogenase,3-isopropylmalate dehydrogenase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
